row,content_date
13518,22-ene-99
13519,22-ene-99
13520,22-ene-99
13521,22-ene-99
13522,22-ene-99
13523,22-ene-99
13524,22-ene-99
13525,22-ene-99
13526,22-ene-99
13527,22-ene-99
13528,22-ene-99
13529,22-ene-99
13530,22-ene-99
13531,22-ene-99
13532,22-ene-99
13533,22-ene-99
13534,22-ene-99
13535,22-ene-99
13536,22-ene-99
13537,22-ene-99
13538,22-ene-99
13539,22-ene-99
13540,22-ene-99
13541,22-ene-99
13542,22-ene-99
13543,22-ene-99
13544,22-ene-99
13545,22-ene-99
13546,22-ene-99
13547,22-ene-99
13548,22-ene-99
13549,22-ene-99
13550,22-ene-99
13551,22-ene-99
13552,22-ene-99
13553,22-ene-99
13554,22-ene-99
13555,22-ene-99
13556,22-ene-99
13557,22-ene-99
13558,22-ene-99
13559,22-ene-99
13560,22-ene-99
13561,22-ene-99
13562,22-ene-99
13563,22-ene-99
13564,22-ene-99
13565,22-ene-99
13566,22-ene-99
13606,20-ago-87
13608,22-dic-89
13609,22-dic-89
13611,"March 1, l989"
13613,"March 1, l989"
13614,"March 1, l989"
13615,"March 1, l989"
13635,01-dic-90
13648,24-abr-91
13651,27-ago-97
13652,10-dic-93
13657,"March 1, l989"
13658,"March 1, l989"
13663,01-dic-90
13670,22-dic-89
13671,22-dic-89
13672,22-dic-89
13673,22-dic-89
13674,01-dic-90
13691,10-dic-93
13692,10-dic-93
13693,10-dic-93
13694,10-dic-93
13695,30-dic-87
13700,27-ago-97
13728,"March 1, l989"
13754,20-dic-93
13826,13-abr-00
13827,13-abr-00
13828,20-dic-93
13829,20-dic-93
13830,27-ago-97
13885,20-dic-93
13895,30-dic-86
13907,26-ago-94
13908,26-ago-94
13932,01-dic-90
13959,18-ene-29
13962,12-abr-20
13964,12-abr-20
13965,12-abr-20
14009,dic-84
14012,12-abr-90
14019,30-dic-86
14020,20-ago-87
14021,20-ago-87
14022,30-dic-86
14024,10-dic-93
14027,22-dic-89
14031,15-dic-86
14032,15-dic-86
14033,15-dic-86
14034,15-dic-86
14035,15-dic-86
14036,15-dic-86
14037,15-dic-86
14039,15-dic-86
14040,15-dic-86
14041,15-dic-86
14046,15-dic-86
14055,15-dic-89
14058,15-dic-86
14060,15-dic-86
14062,15-dic-86
14064,15-dic-86
14066,15-dic-86
14069,15-dic-86
14070,15-dic-86
14071,30-dic-87
14073,15-dic-86
14074,15-dic-86
14075,15-dic-86
14076,15-dic-86
14077,15-dic-86
14078,15-dic-86
14079,15-dic-86
14080,22-dic-89
14100,15-dic-86
14101,15-dic-86
14102,15-dic-86
14103,15-dic-86
14104,15-dic-86
14105,15-dic-86
14106,15-dic-86
14107,15-dic-86
14114,04-dic-91
14115,04-dic-91
14116,04-dic-91
14117,04-dic-91
14118,04-dic-91
14119,04-dic-91
14120,04-dic-91
14121,04-dic-91
14122,04-dic-91
14123,04-dic-91
14124,04-dic-91
14125,04-dic-91
14126,04-dic-91
14127,04-dic-91
14128,04-dic-91
14129,04-dic-91
14130,04-dic-91
14131,04-dic-91
14132,04-dic-91
14133,04-dic-91
14134,04-dic-91
14135,04-dic-91
14136,04-dic-91
14137,04-dic-91
14138,04-dic-91
14139,04-dic-91
14140,04-dic-91
14141,04-dic-91
14142,04-dic-91
14143,04-dic-91
14144,04-dic-91
14145,04-dic-91
14146,04-dic-91
14147,04-dic-91
14148,04-dic-91
14149,04-dic-91
14150,04-dic-91
14151,04-dic-91
14152,04-dic-91
14153,04-dic-91
14154,04-dic-91
14155,04-dic-91
14156,04-dic-91
14157,04-dic-91
14158,04-dic-91
14159,04-dic-91
14160,04-dic-91
14161,04-dic-91
14162,04-dic-91
14163,04-dic-91
14164,04-dic-91
14165,04-dic-91
14166,04-dic-91
14167,04-dic-91
14168,04-dic-91
14169,04-dic-91
14170,04-dic-91
14171,04-dic-91
14172,04-dic-91
14173,04-dic-91
14174,04-dic-91
14175,04-dic-91
14176,04-dic-91
14177,04-dic-91
14178,04-dic-91
14179,04-dic-91
14180,04-dic-91
14181,04-dic-91
14182,04-dic-91
14183,04-dic-91
14184,04-dic-91
14185,04-dic-91
14186,04-dic-91
14187,04-dic-91
14188,04-dic-91
14189,04-dic-91
14190,04-dic-91
14191,04-dic-91
14192,04-dic-91
14193,04-dic-91
14194,04-dic-91
14195,04-dic-91
14196,04-dic-91
14197,04-dic-91
14198,04-dic-91
14199,04-dic-91
14200,04-dic-91
14201,04-dic-91
14202,04-dic-91
14203,04-dic-91
14204,04-dic-91
14205,04-dic-91
14206,04-dic-91
14207,04-dic-91
14208,04-dic-91
14209,04-dic-91
14210,04-dic-91
14211,04-dic-91
14212,04-dic-91
14213,04-dic-91
14214,04-dic-91
14215,04-dic-91
14216,04-dic-91
14217,04-dic-91
14218,04-dic-91
14219,04-dic-91
14220,04-dic-91
14221,04-dic-91
14222,04-dic-91
14223,04-dic-91
14224,04-dic-91
14225,04-dic-91
14226,04-dic-91
14227,04-dic-91
14228,04-dic-91
14229,04-dic-91
14230,04-dic-91
14231,04-dic-91
14232,04-dic-91
14233,04-dic-91
14234,04-dic-91
14235,04-dic-91
14236,04-dic-91
14237,04-dic-91
14238,04-dic-91
14239,04-dic-91
14240,04-dic-91
14241,04-dic-91
14242,04-dic-91
14243,04-dic-91
14244,04-dic-91
14245,04-dic-91
14246,04-dic-91
14247,04-dic-91
14248,04-dic-91
14249,04-dic-91
14250,04-dic-91
14251,04-dic-91
14252,04-dic-91
14253,04-dic-91
14254,04-dic-91
14255,04-dic-91
14256,04-dic-91
14257,04-dic-91
14258,15-dic-86
14259,22-dic-89
14276,26-ago-94
14286,15-dic-89
14287,15-dic-89
14299,15-dic-86
14303,22-dic-89
14304,22-dic-89
14305,15-dic-86
14306,15-dic-86
14307,15-dic-86
14323,22-dic-89
14324,15-dic-89
14326,15-abr-85
14328,04-ago-84
14329,04-ago-84
14330,04-ago-84
14331,04-ago-84
14332,04-ago-84
14333,04-ago-84
14334,04-ago-84
14335,04-ago-84
14341,15-abr-85
14347,15-abr-85
14349,"November 24, l987"
14350,04-ago-84
14351,04-ago-84
14352,04-ago-84
14353,04-ago-84
14354,04-ago-84
14355,04-ago-84
14356,04-ago-84
14362,13-dic-92
14363,13-dic-92
14364,13-dic-92
14377,12-abr-90
14383,10-dic-90
14398,"March 1, l989"
14399,"March 1, l989"
14400,"March 1, l989"
14401,"March 1, l989"
14402,"March 1, l989"
14403,"March 1, l989"
14408,"December 20, l987"
14409,"March 1, l989"
14410,"March 1, l989"
14411,"March 1, l989"
14412,"March 1, l989"
14413,"March 1, l989"
14414,"March 1, l989"
14415,"March 1, l989"
14416,"March 1, l989"
14417,"March 1, l989"
14418,"March 1, l989"
14419,"March 1, l989"
14420,"March 1, l989"
14421,"March 1, l989"
14422,"March 1, l989"
14423,"March 1, l989"
14424,"March 1, l989"
14425,"March 1, l989"
14426,"March 1, l989"
14427,"March 1, l989"
14428,"March 1, l989"
14429,"March 1, l989"
14430,"March 1, l989"
14431,"March 1, l989"
14432,"March 1, l989"
14433,21-dic-89
14434,21-dic-89
14435,01-dic-90
14436,"March 1, l989"
14437,"March 1, l989"
14438,"March 1, l989"
14439,"March 1, l989"
14440,"March 1, l989"
14441,"March 1, l989"
14442,"March 1, l989"
14443,26-ago-87
14444,"March 1, l989"
14445,"March 1, l989"
14446,"March 1, l989"
14447,"March 1, l989"
14448,"March 1, l989"
14449,"March 1, l989"
14450,"March 1, l989"
14451,"March 1, l989"
14452,"March 1, l989"
14453,"March 1, l989"
14454,"March 1, l989"
14456,"March 1, l989"
14457,"March 1, l989"
14458,"March 1, l989"
14459,"March 1, l989"
14460,"March 1, l989"
14461,"March 1, l989"
14462,"March 1, l989"
14463,"March 1, l989"
14464,"March 1, l989"
14465,"March 1, l989"
14466,"March 1, l989"
14467,"March 1, l989"
14468,15-dic-89
14469,"March 1, l989"
14470,"March 1, l989"
14471,21-dic-89
14472,"March 1, l989"
14473,"March 1, l989"
14474,"March 1, l989"
14475,"March 1, l989"
14476,"March 1, l989"
14477,"March 1, l989"
14478,"March 1, l989"
14479,"March 1, l989"
14480,"March 1, l989"
14481,"March 1, l989"
14482,"March 1, l989"
14483,"March 1, l989"
14484,"March 1, l989"
14485,14-dic-89
14486,14-dic-89
14487,14-dic-89
14488,14-dic-89
14489,14-dic-89
14490,"March 1, l989"
14491,"March 1, l989"
14492,"March 1, l989"
14493,"March 1, l989"
14494,"March 1, l989"
14495,"March 1, l989"
14496,"March 1, l989"
14497,"March 1, l989"
14498,"March 1, l989"
14499,"March 1, l989"
14500,"March 1, l989"
14501,"March 1, l989"
14505,01-dic-90
14506,01-dic-90
14509,"March 1, l989"
14511,"March 1, l989"
14559,21-dic-89
14578,10-dic-90
14599,12-abr-90
14627,22-dic-89
14628,22-dic-89
14640,12-abr-90
14642,10-dic-90
14643,10-dic-90
14644,10-dic-90
14697,01-dic-90
14698,21-dic-89
14699,01-dic-90
14700,21-dic-89
14701,"December 20, l987"
14702,"March 1, l989"
14703,"March 1, l989"
14704,"March 1, l989"
14705,"March 1, l989"
14709,10-dic-90
14710,21-dic-89
14712,"March 1, l989"
14737,dic-84
14762,25-abr-90
14770,15-abr-85
14771,15-abr-85
14772,15-abr-85
14788,20-dic-93
14796,23-abr-99
14853,23-abr-99
14854,23-abr-99
14855,23-abr-99
14856,23-abr-99
14857,23-abr-99
14858,23-abr-99
14859,23-abr-99
14861,23-abr-99
14862,23-abr-99
14864,20-dic-93
14866,23-abr-99
14908,27-ago-97
14909,27-ago-97
14931,27-ago-97
14937,20-dic-93
14990,27-ago-97
14995,27-ago-97
15042,22-dic-89
15043,10-dic-93
15061,20-dic-91
15129,15-dic-89
15130,04-ago-84
15155,23-abr-99
15156,23-abr-99
15157,23-abr-99
15158,23-abr-99
15161,23-abr-99
15162,27-ago-97
15163,23-abr-99
15164,23-abr-99
15168,23-abr-99
15169,23-abr-99
15172,23-abr-99
15173,23-abr-99
15176,18-ene-29
15178,23-abr-99
15196,15-dic-88
15197,22-dic-89
15198,22-dic-89
15199,22-dic-89
15200,22-dic-89
15201,22-dic-89
15202,22-dic-89
15203,22-dic-89
15204,22-dic-89
15206,22-dic-89
15207,22-dic-89
15218,23-abr-99
15227,15-dic-89
15272,15-dic-89
15276,27-ago-97
15277,27-ago-97
15278,27-ago-97
15279,20-dic-93
15280,10-dic-90
15284,25-ago-99
15285,25-ago-99
15320,27-ago-97
15324,"March 1, l989"
15333,30-dic-87
15335,27-ago-97
15396,2/29/1971
15398,27-ago-97
15410,22-dic-89
15411,21-dic-89
15414,22-dic-89
15415,21-dic-89
15416,22-dic-89
15417,22-dic-89
15418,22-dic-89
15422,01-dic-90
15423,01-dic-90
15424,01-dic-90
15428,22-abr-89
15429,21-dic-89
15430,22-abr-89
15435,01-dic-90
15448,22-abr-89
15451,"March 1, l989"
15457,22-abr-89
15481,30-dic-87
15483,22-dic-89
15485,30-dic-87
15493,21-dic-89
15494,10-dic-90
15495,10-dic-90
15496,21-dic-89
15497,01-dic-90
15498,01-dic-90
15502,30-dic-87
15513,01-dic-90
15516,21-dic-89
15517,30-dic-87
15518,22-abr-89
15519,22-abr-89
15520,22-abr-89
15521,22-abr-89
15524,01-dic-90
15535,22-abr-89
15539,22-abr-89
15541,"March 1, l989"
15542,"March 1, l989"
15543,"March 1, l989"
15544,01-dic-90
15545,01-dic-90
15547,30-dic-87
15548,30-dic-87
15549,30-dic-87
15555,"March 1, l989"
15556,"March 1, l989"
15557,"March 1, l989"
15558,"March 1, l989"
15559,"March 1, l989"
15561,21-dic-89
15562,21-dic-89
15563,21-dic-89
15564,"March 1, l989"
15565,"March 1, l989"
15566,"March 1, l989"
15567,01-dic-90
15572,01-dic-90
15573,01-dic-90
15575,"December 30, l987"
15577,30-dic-87
15578,30-dic-87
15579,"March 1, l989"
15580,30-dic-87
15581,"December 20,l987"
15582,30-dic-87
15584,"March 1, l989"
15588,01-dic-90
15592,22-abr-89
15593,22-abr-89
15594,22-abr-89
15595,22-abr-89
15596,22-abr-89
15601,"March 1, l989"
15602,01-dic-90
15603,01-dic-90
15617,01-dic-90
15618,01-dic-90
15619,01-dic-90
15620,01-dic-90
15621,22-dic-89
15622,22-dic-89
15623,01-dic-90
15624,22-dic-89
15625,22-dic-89
15626,22-dic-89
15627,22-dic-89
15628,22-dic-89
15629,10-dic-90
15630,10-dic-90
15635,01-dic-90
15636,22-dic-89
15640,21-dic-89
15641,01-dic-90
15642,01-dic-90
15644,20-dic-91
15649,01-dic-90
15650,22-dic-89
15654,"March 1, l989"
15659,21-dic-89
15660,01-dic-90
15661,15-dic-89
15668,15-dic-89
15669,12-abr-90
15673,21-dic-89
15675,15-dic-89
15676,01-dic-90
15677,10-dic-90
15678,21-dic-89
15679,01-dic-90
15682,"December 20, l987"
15683,21-dic-89
15686,22-dic-89
15687,10-dic-93
15689,21-dic-89
15690,21-dic-89
15691,01-dic-90
15692,22-dic-89
15694,22-dic-89
15695,22-dic-89
15696,22-dic-89
15697,22-dic-89
15700,21-dic-89
15701,10-dic-90
15702,10-dic-90
15703,10-dic-90
15704,10-dic-90
15705,10-dic-90
15706,10-dic-90
15707,10-dic-90
15708,10-dic-90
15712,10-dic-90
15713,01-dic-90
15714,01-dic-90
15715,01-dic-90
15716,"March 1, l989"
15717,01-dic-90
15718,01-dic-90
15719,21-dic-89
15720,21-dic-89
15721,21-dic-89
15722,21-dic-89
15723,21-dic-89
15724,01-dic-90
15725,01-dic-90
15726,01-dic-90
15727,01-dic-90
15728,01-dic-90
15734,10-dic-93
15738,22-dic-89
15740,10-dic-93
15742,21-dic-89
15743,20-dic-87
15744,"December 20, l987"
15745,01-dic-90
15747,01-dic-90
15755,15-dic-89
15779,15-dic-86
15783,15-dic-89
15788,11-ago-98
15789,20-abr-89
15790,30-dic-86
15800,30-dic-86
15801,15-dic-89
15802,15-dic-89
15803,15-dic-89
15805,15-dic-89
15809,22-dic-89
15810,15-dic-89
15811,15-dic-89
15812,10-dic-93
15815,15-dic-89
15816,15-dic-89
15819,15-dic-89
15820,15-dic-89
15821,15-dic-89
15839,21-dic-89
15842,21-dic-89
15843,27-ago-97
15844,27-ago-97
15847,27-ago-97
15848,27-ago-97
15849,27-ago-97
15850,27-ago-97
15851,27-ago-97
15853,27-ago-97
15855,27-ago-97
15856,27-ago-97
15857,27-ago-97
15858,27-ago-97
15882,27-ago-97
15892,18-ene-29
15903,23-abr-99
15910,11-ago-89
15911,30-dic-86
15914,20-dic-91
15915,28-dic-94
15916,28-dic-94
15917,28-dic-94
15918,28-dic-94
15919,28-dic-94
15920,28-dic-94
15921,28-dic-94
15922,28-dic-94
15923,18-dic-92
15924,18-dic-92
15925,18-dic-92
15926,18-dic-92
15927,18-dic-92
15928,28-dic-94
15929,18-dic-92
15930,18-dic-92
15931,18-dic-92
15932,18-dic-92
15933,18-dic-92
15934,18-dic-92
15935,28-dic-94
15936,18-dic-92
15937,18-dic-92
15938,18-dic-92
15939,18-dic-92
15940,18-dic-92
15941,18-dic-92
15942,18-dic-92
15943,18-dic-92
15944,18-dic-92
15945,18-dic-92
15946,18-dic-92
15947,18-dic-92
15948,18-dic-92
15950,18-dic-92
15951,18-dic-92
15952,18-dic-92
15957,20-ago-87
15958,30-dic-86
15959,30-dic-86
15960,18-dic-92
15963,18-dic-92
15965,20-ago-87
15966,20-ago-87
15967,30-dic-86
15969,18-dic-92
15970,28-dic-94
15971,28-dic-94
15972,18-dic-92
15973,18-dic-92
15974,18-dic-92
15975,18-dic-92
15976,18-dic-92
15977,18-dic-92
15982,23-abr-99
15989,15-dic-89
15991,30-dic-87
17000,04-dic-91
17001,04-dic-91
17002,04-dic-91
17003,04-dic-91
17004,04-dic-91
17005,04-dic-91
17006,04-dic-91
17007,04-dic-91
17008,04-dic-91
17009,04-dic-91
17010,04-dic-91
17011,04-dic-91
17012,04-dic-91
17013,04-dic-91
17014,04-dic-91
17015,04-dic-91
17016,04-dic-91
17017,04-dic-91
17018,04-dic-91
17019,04-dic-91
17020,04-dic-91
17021,04-dic-91
17022,04-dic-91
17023,04-dic-91
17024,04-dic-91
17025,04-dic-91
17026,04-dic-91
17027,04-dic-91
17028,04-dic-91
17029,04-dic-91
17030,04-dic-91
17031,04-dic-91
17032,04-dic-91
17033,04-dic-91
17034,04-dic-91
17035,04-dic-91
17036,04-dic-91
17037,04-dic-91
17038,04-dic-91
17039,04-dic-91
17040,04-dic-91
17041,04-dic-91
17042,04-dic-91
17043,04-dic-91
17044,04-dic-91
17045,04-dic-91
17046,04-dic-91
17047,04-dic-91
17048,04-dic-91
17049,04-dic-91
17050,04-dic-91
17051,04-dic-91
17052,04-dic-91
17053,04-dic-91
17054,04-dic-91
17055,04-dic-91
17056,04-dic-91
17057,04-dic-91
17058,04-dic-91
17059,04-dic-91
17060,04-dic-91
17061,04-dic-91
17062,04-dic-91
17063,04-dic-91
17064,04-dic-91
17065,04-dic-91
17066,04-dic-91
17067,04-dic-91
17068,04-dic-91
17069,04-dic-91
17070,04-dic-91
17071,04-dic-91
17073,04-dic-91
17074,04-dic-91
17075,04-dic-91
17076,04-dic-91
17077,04-dic-91
17078,04-dic-91
17079,04-dic-91
17080,04-dic-91
17081,04-dic-91
17082,04-dic-91
17083,04-dic-91
17084,04-dic-91
17085,04-dic-91
17086,04-dic-91
17087,04-dic-91
17088,04-dic-91
17089,04-dic-91
17090,04-dic-91
17091,04-dic-91
17092,04-dic-91
17093,04-dic-91
17094,04-dic-91
17095,04-dic-91
17096,04-dic-91
17097,04-dic-91
17098,04-dic-91
17099,04-dic-91
17100,04-dic-91
17101,04-dic-91
17102,04-dic-91
17103,04-dic-91
17104,04-dic-91
17105,04-dic-91
17106,04-dic-91
17107,04-dic-91
17108,04-dic-91
17109,04-dic-91
17110,04-dic-91
17111,04-dic-91
17112,04-dic-91
17113,04-dic-91
17114,04-dic-91
17115,04-dic-91
17116,04-dic-91
17117,04-dic-91
17118,04-dic-91
17119,04-dic-91
17120,04-dic-91
17121,04-dic-91
17122,04-dic-91
17123,04-dic-91
17124,04-dic-91
17125,04-dic-91
17126,04-dic-91
17127,04-dic-91
17128,04-dic-91
17129,04-dic-91
17130,04-dic-91
17131,04-dic-91
17132,04-dic-91
17133,04-dic-91
17134,04-dic-91
17135,04-dic-91
17136,04-dic-91
17137,04-dic-91
17138,04-dic-91
17139,04-dic-91
17140,04-dic-91
17141,04-dic-91
17142,04-dic-91
17143,04-dic-91
17144,04-dic-91
17145,04-dic-91
17146,04-dic-91
17147,04-dic-91
17148,04-dic-91
17149,04-dic-91
17150,04-dic-91
17151,04-dic-91
17152,04-dic-91
17153,04-dic-91
17154,04-dic-91
17155,04-dic-91
17156,04-dic-91
17157,04-dic-91
17158,04-dic-91
17159,04-dic-91
17160,04-dic-91
17161,04-dic-91
17162,04-dic-91
17163,04-dic-91
17164,04-dic-91
17165,04-dic-91
17166,04-dic-91
17167,04-dic-91
17168,04-dic-91
17169,04-dic-91
17170,10-dic-90
17171,10-dic-90
17172,04-dic-91
17173,04-dic-91
17174,04-dic-91
17175,04-dic-91
17176,04-dic-91
17177,04-dic-91
17178,04-dic-91
17179,04-dic-91
17180,04-dic-91
17181,04-dic-91
17182,04-dic-91
17183,04-dic-91
17184,04-dic-91
17185,04-dic-91
17186,04-dic-91
17187,04-dic-91
17188,04-dic-91
17189,04-dic-91
17190,04-dic-91
17191,04-dic-91
17192,04-dic-91
17193,04-dic-91
17194,04-dic-91
17195,04-dic-91
17196,04-dic-91
17197,04-dic-91
17198,04-dic-91
17199,04-dic-91
17200,04-dic-91
17201,04-dic-91
17202,04-dic-91
17203,04-dic-91
17204,04-dic-91
17205,04-dic-91
17206,04-dic-91
17207,04-dic-91
17208,04-dic-91
17209,04-dic-91
17210,04-dic-91
17211,04-dic-91
17212,04-dic-91
17213,04-dic-91
17214,04-dic-91
17215,04-dic-91
17216,04-dic-91
17217,04-dic-91
17218,04-dic-91
17219,04-dic-91
17220,04-dic-91
17221,04-dic-91
17222,04-dic-91
17223,04-dic-91
17224,04-dic-91
17225,04-dic-91
17226,04-dic-91
17227,04-dic-91
17228,04-dic-91
17229,04-dic-91
17230,04-dic-91
17231,04-dic-91
17232,04-dic-91
17233,04-dic-91
17234,04-dic-91
17235,04-dic-91
17236,04-dic-91
17237,04-dic-91
17238,04-dic-91
17239,04-dic-91
17240,04-dic-91
17241,04-dic-91
17242,04-dic-91
17243,04-dic-91
17244,04-dic-91
17245,04-dic-91
17246,04-dic-91
17247,04-dic-91
17248,04-dic-91
17249,04-dic-91
17250,04-dic-91
17251,04-dic-91
17252,04-dic-91
17253,04-dic-91
17254,04-dic-91
17255,04-dic-91
17256,04-dic-91
17257,04-dic-91
17258,04-dic-91
17259,04-dic-91
17260,04-dic-91
17261,04-dic-91
17262,04-dic-91
17263,04-dic-91
17264,04-dic-91
17265,04-dic-91
17266,04-dic-91
17267,04-dic-91
17268,04-dic-91
17269,04-dic-91
17270,04-dic-91
17271,04-dic-91
17272,04-dic-91
17273,04-dic-91
17274,04-dic-91
17275,04-dic-91
17276,04-dic-91
17277,04-dic-91
17278,04-dic-91
17279,04-dic-91
17280,04-dic-91
17281,04-dic-91
17282,04-dic-91
17283,04-dic-91
17284,04-dic-91
17285,04-dic-91
17286,04-dic-91
17287,04-dic-91
17288,04-dic-91
17289,04-dic-91
17290,04-dic-91
17291,04-dic-91
17292,04-dic-91
17293,04-dic-91
17294,04-dic-91
17295,04-dic-91
17296,04-dic-91
17297,04-dic-91
17298,04-dic-91
17299,04-dic-91
17300,04-dic-91
17301,04-dic-91
17302,04-dic-91
17303,04-dic-91
17304,04-dic-91
17305,04-dic-91
17306,04-dic-91
17307,04-dic-91
17308,04-dic-91
17309,04-dic-91
17310,04-dic-91
17311,04-dic-91
17312,04-dic-91
17313,04-dic-91
17314,04-dic-91
17315,04-dic-91
17316,04-dic-91
17317,04-dic-91
17318,04-dic-91
17319,04-dic-91
17320,04-dic-91
17321,04-dic-91
17322,04-dic-91
17323,04-dic-91
17324,04-dic-91
17325,04-dic-91
17326,04-dic-91
17327,04-dic-91
17328,04-dic-91
17329,04-dic-91
17330,04-dic-91
17331,04-dic-91
17332,04-dic-91
17333,04-dic-91
17334,04-dic-91
17335,04-dic-91
17336,04-dic-91
17337,04-dic-91
17338,04-dic-91
17339,04-dic-91
17340,04-dic-91
17341,04-dic-91
17342,04-dic-91
17343,04-dic-91
17344,04-dic-91
17345,04-dic-91
17346,04-dic-91
17347,04-dic-91
17348,04-dic-91
17349,04-dic-91
17350,04-dic-91
17351,04-dic-91
17352,04-dic-91
17353,04-dic-91
17354,04-dic-91
17355,04-dic-91
17356,04-dic-91
17357,04-dic-91
17358,04-dic-91
17359,04-dic-91
17360,04-dic-91
17361,04-dic-91
17362,04-dic-91
17363,04-dic-91
17364,04-dic-91
17365,04-dic-91
17366,04-dic-91
17367,04-dic-91
17368,04-dic-91
17369,04-dic-91
17370,04-dic-91
17371,04-dic-91
17372,04-dic-91
17373,04-dic-91
17374,04-dic-91
17375,04-dic-91
17376,04-dic-91
17377,04-dic-91
17378,04-dic-91
17379,04-dic-91
17380,04-dic-91
17381,04-dic-91
17382,04-dic-91
17383,04-dic-91
17384,04-dic-91
17385,04-dic-91
17386,04-dic-91
17387,04-dic-91
17388,04-dic-91
17389,04-dic-91
17390,04-dic-91
17391,04-dic-91
17392,04-dic-91
17393,04-dic-91
17394,04-dic-91
17395,04-dic-91
17396,04-dic-91
17397,04-dic-91
17398,04-dic-91
17399,04-dic-91
17400,04-dic-91
17401,04-dic-91
17402,04-dic-91
17403,04-dic-91
17404,04-dic-91
17405,04-dic-91
17406,04-dic-91
17407,04-dic-91
17408,04-dic-91
17409,04-dic-91
17410,04-dic-91
17411,04-dic-91
17412,04-dic-91
17413,04-dic-91
17414,04-dic-91
17415,04-dic-91
17416,04-dic-91
17417,04-dic-91
17418,04-dic-91
17419,04-dic-91
17420,04-dic-91
17421,04-dic-91
17422,04-dic-91
17423,04-dic-91
17424,04-dic-91
17425,04-dic-91
17426,04-dic-91
17427,04-dic-91
17428,04-dic-91
17429,04-dic-91
17430,04-dic-91
17431,04-dic-91
17432,04-dic-91
17433,04-dic-91
17434,04-dic-91
17435,04-dic-91
17436,04-dic-91
17437,04-dic-91
17438,04-dic-91
17439,04-dic-91
17440,04-dic-91
17441,04-dic-91
17442,04-dic-91
17443,04-dic-91
17444,04-dic-91
17445,04-dic-91
17446,04-dic-91
17447,04-dic-91
17448,04-dic-91
17449,04-dic-91
17450,04-dic-91
17451,04-dic-91
17452,04-dic-91
17453,04-dic-91
17454,04-dic-91
17455,04-dic-91
17456,04-dic-91
17457,04-dic-91
17458,04-dic-91
17459,04-dic-91
17460,04-dic-91
17461,04-dic-91
17462,04-dic-91
17463,04-dic-91
17464,04-dic-91
17465,04-dic-91
17466,04-dic-91
17467,04-dic-91
17468,04-dic-91
17469,04-dic-91
17470,04-dic-91
17471,04-dic-91
17472,04-dic-91
17473,04-dic-91
17474,04-dic-91
17475,04-dic-91
17476,04-dic-91
17477,04-dic-91
17478,04-dic-91
17479,04-dic-91
17480,04-dic-91
17481,04-dic-91
17482,04-dic-91
17483,04-dic-91
17484,04-dic-91
17485,04-dic-91
17486,04-dic-91
17487,04-dic-91
17488,04-dic-91
17489,04-dic-91
17490,04-dic-91
17491,04-dic-91
17492,04-dic-91
17493,04-dic-91
17494,04-dic-91
17495,04-dic-91
17496,04-dic-91
17497,04-dic-91
17498,04-dic-91
17499,04-dic-91
17500,04-dic-91
17501,04-dic-91
17502,04-dic-91
17503,04-dic-91
17504,04-dic-91
17505,04-dic-91
17506,04-dic-91
17507,04-dic-91
17508,04-dic-91
17509,04-dic-91
17510,04-dic-91
17511,04-dic-91
17512,04-dic-91
17513,04-dic-91
17514,04-dic-91
17515,04-dic-91
17516,04-dic-91
17517,04-dic-91
17518,04-dic-91
17519,04-dic-91
17520,04-dic-91
17521,04-dic-91
17522,04-dic-91
17523,04-dic-91
17524,04-dic-91
17525,04-dic-91
17526,04-dic-91
17527,04-dic-91
17528,04-dic-91
17529,04-dic-91
17530,04-dic-91
17531,04-dic-91
17532,04-dic-91
17533,04-dic-91
17534,04-dic-91
17535,04-dic-91
17536,04-dic-91
17537,04-dic-91
17538,04-dic-91
17539,04-dic-91
17540,04-dic-91
17541,04-dic-91
17542,04-dic-91
17543,04-dic-91
17544,04-dic-91
17545,04-dic-91
17546,04-dic-91
17547,04-dic-91
17548,04-dic-91
17549,04-dic-91
17550,04-dic-91
17551,04-dic-91
17552,04-dic-91
17553,04-dic-91
17554,04-dic-91
17555,04-dic-91
17556,04-dic-91
17557,04-dic-91
17558,04-dic-91
17559,04-dic-91
17560,04-dic-91
17561,04-dic-91
17562,04-dic-91
17563,04-dic-91
17564,04-dic-91
17565,04-dic-91
17566,04-dic-91
17567,04-dic-91
17568,04-dic-91
17569,04-dic-91
17570,04-dic-91
17571,04-dic-91
17572,04-dic-91
17573,04-dic-91
17574,04-dic-91
17575,04-dic-91
17576,04-dic-91
17577,04-dic-91
17578,04-dic-91
17579,04-dic-91
17580,04-dic-91
17581,04-dic-91
17582,04-dic-91
17583,04-dic-91
17584,04-dic-91
17585,04-dic-91
17586,04-dic-91
17587,04-dic-91
17588,04-dic-91
17589,04-dic-91
17590,04-dic-91
17591,04-dic-91
17592,04-dic-91
17593,04-dic-91
17594,04-dic-91
17595,04-dic-91
17596,04-dic-91
17597,04-dic-91
17598,04-dic-91
17599,04-dic-91
17600,04-dic-91
17601,04-dic-91
17602,04-dic-91
17603,04-dic-91
17604,04-dic-91
17605,04-dic-91
17606,04-dic-91
17607,04-dic-91
17608,04-dic-91
17609,04-dic-91
17610,04-dic-91
17611,04-dic-91
17612,04-dic-91
