EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,etaxonomy_key,Etaxonom_H_&_M.irn,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,Etaxonom_H_&_M.SecRecordStatus,SecDepartment_tab,ecollectionevents_key,EMu Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec,SecDepartment,Ecollect - VZ.SecRecordStatus
646002,M,238908,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646004,M,238909,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646006,M,238910,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646008,M,238911,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646010,M,238912,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646012,M,238913,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646014,M,238914,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646016,M,238915,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646018,M,238916,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646020,M,238917,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646022,M,238918,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646024,M,238919,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646026,M,238920,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646028,M,238921,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646030,M,238922,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646032,M,238923,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646034,M,238924,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646036,M,238925,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646038,M,238926,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646040,M,238927,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646042,M,238928,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646044,M,238929,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646046,M,238930,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646048,M,238931,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646050,M,238932,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646052,M,238933,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646054,M,238934,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646056,M,238935,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646058,M,238936,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646060,M,238937,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646062,M,238938,,O. W. Geist,1934-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,64338,19639,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,Saint Lawrence Island,Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646064,M,238939,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646066,M,238940,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646068,M,238941,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646070,M,238942,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646072,M,238943,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646074,M,238944,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646076,M,238945,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646078,M,238946,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646080,M,238947,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646082,M,238948,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646084,M,238949,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646086,M,238950,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646088,M,238951,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646090,M,238952,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646092,M,238953,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646094,M,238954,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646096,M,238955,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646098,M,238956,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646100,M,238957,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646102,M,238958,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646104,M,238959,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646106,M,238960,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646108,M,238961,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646110,M,238962,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646112,M,238963,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646114,M,238964,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646116,M,238965,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646118,M,238966,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646120,M,238967,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646122,M,238968,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646124,M,238969,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646126,M,238970,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646128,M,238971,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646130,M,238972,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646132,M,238973,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646134,M,238974,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646136,M,238975,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646138,M,238976,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646140,M,238977,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646142,M,238978,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646144,M,238979,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646146,M,238980,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646148,M,238981,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646150,M,238982,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646152,M,238983,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646154,M,238984,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646156,M,238985,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646158,M,238986,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646160,M,238987,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
646162,M,238988,,O. W. Geist,1947-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,95263,26908,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Cape Chibukak",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
