EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,etaxonomy_key,Etaxonom_H_&_M.irn,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,Etaxonom_H_&_M.SecRecordStatus,SecDepartment_tab,ecollectionevents_key,EMu Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec,SecDepartment,Ecollect - VZ.SecRecordStatus
35621,M,13103,,,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35625,M,13104,,,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35629,M,13105,,,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35633,M,13106,,,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35637,M,13107,,,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35641,M,13108,,,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35645,M,13109,,,1895-10-01,,125,9122,Carnivora,Phocidae,Phoca,hispida,hispida,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35649,M,13110,,,1895-10-01,,125,9122,Carnivora,Phocidae,Phoca,hispida,hispida,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35653,M,13111,,,1895-10-01,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
35657,M,13112,,,1895-10-01,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
36911,M,13560,,L. L. Dyche,1895-08-01,,125,9122,Carnivora,Phocidae,Phoca,hispida,hispida,Active,Mammalogy,10151,1107,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,West Greenland Province,,,,,,,,,Mammalogy,Active
37912,M,13907,,A. W. Anthony,1897-03-26,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,125767,1220,,,,,,,,,,,,,,,,,,West Indies,,Guadeloupe,,Lesser Antilles,Guadeloupe,,Yes,,,,Caribbean Sea,,,,,,,,Mammalogy,Active
37915,M,13908,,A. W. Anthony,1897-03-26,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,125767,1220,,,,,,,,,,,,,,,,,,West Indies,,Guadeloupe,,Lesser Antilles,Guadeloupe,,Yes,,,,Caribbean Sea,,,,,,,,Mammalogy,Active
37998,M,13935,,L. L. Dyche,1895-10-01,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38001,M,13936,,L. L. Dyche,,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38004,M,13937,,L. L. Dyche,,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38007,M,13938,,L. L. Dyche,,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38093,M,13967,,L. L. Dyche,1895-10-01,,125,9122,Carnivora,Phocidae,Phoca,hispida,hispida,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38096,M,13968,,,1896-10-20,,238,10672,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38099,M,13969,,,1896-01-07,,238,10672,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38102,M,13970,,,1897-05-04,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38104,M,13971,,,1897-07-14,,128,6165,Carnivora,Phocidae,Monachus,tropicalis,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38113,M,13975,,,,,210,10674,Carnivora,Phocidae,Phoca,hispida,beaufortiana,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
38115,M,13976,,,,,210,10674,Carnivora,Phocidae,Phoca,hispida,beaufortiana,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
38117,M,13977,,,,,210,10674,Carnivora,Phocidae,Phoca,hispida,beaufortiana,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
38119,M,13978,,,,,210,10674,Carnivora,Phocidae,Phoca,hispida,beaufortiana,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
38121,M,13979,,,,,210,10674,Carnivora,Phocidae,Phoca,hispida,beaufortiana,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
38136,M,13986,,C. Eickemeyer,1893-01-01,,153,10676,Cetacea,Balaenidae,Balaena,sp.,,Active,Mammalogy,130929,94,,,,,,,,,,,,,,,,,,North America,,Arctic Ocean,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38309,M,14055,,,1894-03-15,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38312,M,14056,,,1894-02-07,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38315,M,14057,,J. A. Bailey,1896-06-05,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38318,M,14058,,R. E. Peary,1896-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38321,M,14059,,,1892-05-02,,87,7817,Carnivora,Otariidae,Zalophus,californianus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38324,M,14060,,,1897-08-13,,87,7817,Carnivora,Otariidae,Zalophus,californianus,,Active,Mammalogy,53049,15,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,California,,,,,,,,,Mammalogy,Active
38327,M,14061,,,1897-08-13,,87,7817,Carnivora,Otariidae,Zalophus,californianus,,Active,Mammalogy,53049,15,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,California,,,,,,,,,Mammalogy,Active
38342,M,14066,,,1895-01-25,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38345,M,14067,,,1897-05-04,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38348,M,14068,,L. L. Dyche,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,31499,1237,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,,Murchison Sound,North Greenland Province,,,,,,,,,Mammalogy,Active
38351,M,14069,,L. L. Dyche,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,31499,1237,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,,Murchison Sound,North Greenland Province,,,,,,,,,Mammalogy,Active
38354,M,14070,,R. E. Peary,1896-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,31499,1237,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,,Murchison Sound,North Greenland Province,,,,,,,,,Mammalogy,Active
38357,M,14071,,R. E. Peary,1896-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,31499,1237,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,,Murchison Sound,North Greenland Province,,,,,,,,,Mammalogy,Active
38360,M,14072,,R. E. Peary,1896-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,31499,1237,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,,Murchison Sound,North Greenland Province,,,,,,,,,Mammalogy,Active
38609,M,14155,,L. L. Dyche,1895-01-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38612,M,14156,,R. E. Peary,1896-01-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,53609,1244,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,Ominoor,,,,,,,,,,Mammalogy,Active
38615,M,14157,,R. E. Peary,1896-01-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,53609,1244,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,Ominoor,,,,,,,,,,Mammalogy,Active
38618,M,14158,,R. E. Peary,1896-01-01,,73,5067,Cetacea,Monodontidae,Delphinapterus,leucas,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38621,M,14159,,,1897-06-11,,73,5067,Cetacea,Monodontidae,Delphinapterus,leucas,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38624,M,14160,,,1897-07-26,,73,5067,Cetacea,Monodontidae,Delphinapterus,leucas,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38627,M,14161,,,1896-10-15,,97,7721,Sirenia,Trichechidae,Trichechus,manatus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
38811,M,14228,,L. L. Dyche,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
38816,M,14230,,L. L. Dyche,1895-10-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
39430,M,14441,,,1897-07-29,,128,6165,Carnivora,Phocidae,Monachus,tropicalis,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
39433,M,14442,,,1897-05-04,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
39586,M,14494,,,1898-05-23,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
40782,M,14883,,R. E. Peary,1896-10-05,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
40785,M,14884,,R. E. Peary,1896-10-05,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
40788,M,14885,,L. L. Dyche,1895-10-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
40791,M,14886,,L. L. Dyche,1895-10-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
40794,M,14887,,L. L. Dyche,1895-10-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
41138,M,15036,,Park Commissioner,1899-05-21,,128,6165,Carnivora,Phocidae,Monachus,tropicalis,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
42803,M,15603,,R. E. Peary,1898-09-07,,122,6809,Carnivora,Phocidae,Phoca,hispida,,Active,Mammalogy,54883,1434,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Dobbin Bay,,,,,,,,,,Mammalogy,Active
42983,M,15666,,Park Commissioner,1899-03-21,,128,6165,Carnivora,Phocidae,Monachus,tropicalis,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
43032,M,15685,,R. E. Peary,1898-10-14,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,25880,1432,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Bache Peninsula",Nunavut Territory,,,,,,,,,Mammalogy,Active
43035,M,15686,,R. E. Peary,1898-10-14,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,25880,1432,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Bache Peninsula",Nunavut Territory,,,,,,,,,Mammalogy,Active
43038,M,15687,,R. E. Peary,1898-10-14,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,25880,1432,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Bache Peninsula",Nunavut Territory,,,,,,,,,Mammalogy,Active
43075,M,15701,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43077,M,15702,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43079,M,15703,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43081,M,15704,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43083,M,15705,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43085,M,15706,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43087,M,15707,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43089,M,15708,,R. E. Peary,,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43093,M,15709,,R. E. Peary,,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43257,M,15773,,R. E. Peary,,,121,10866,Carnivora,Phocidae,,,,Active,Mammalogy,16459,88,,,,,,,,,,,,,,,,,,North America,,Canada,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
43259,M,15774,,R. E. Peary,,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,16459,88,,,,,,,,,,,,,,,,,,North America,,Canada,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
43383,M,15817,,B. Laufer,,,218,6810,Carnivora,Phocidae,Phoca,largha,,Active,Mammalogy,100349,48,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,,Siberia,,,,,,,,,Mammalogy,Active
43385,M,15818,,B. Laufer,,,135,6807,Carnivora,Phocidae,Phoca,fasciata,,Active,Mammalogy,100349,48,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,,Siberia,,,,,,,,,Mammalogy,Active
43387,M,15819,,B. Laufer,,,121,10866,Carnivora,Phocidae,,,,Active,Mammalogy,100349,48,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,,Siberia,,,,,,,,,Mammalogy,Active
43594,M,15896,,H. A. Ward,1886-12-01,,128,6165,Carnivora,Phocidae,Monachus,tropicalis,,Active,Mammalogy,85983,1488,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,Yes,,The Triangles Reef,Yucatan,,,,,,,,,Mammalogy,Active
43604,M,15900,,Park Commissioner,1900-03-17,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
43607,M,15901,,R. E. Peary,1900-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
43628,M,15908,,Park Commissioner,1900-03-16,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
43785,M,15964,,Park Commissioner,1900-03-18,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
44624,M,16280,,,1881-01-01,,114,10936,Cetacea,,,,,Active,Mammalogy,108421,1545,,,,,,,,,,,,,,,,,,North America,,USA,Bristol Co.,,,,Yes,,New Bedford,Massachusetts,,,,,,,,,Mammalogy,Active
44626,M,16281,,,1881-01-01,,114,10936,Cetacea,,,,,Active,Mammalogy,108421,1545,,,,,,,,,,,,,,,,,,North America,,USA,Bristol Co.,,,,Yes,,New Bedford,Massachusetts,,,,,,,,,Mammalogy,Active
44628,M,16282,,,1881-01-01,,114,10936,Cetacea,,,,,Active,Mammalogy,108421,1545,,,,,,,,,,,,,,,,,,North America,,USA,Bristol Co.,,,,Yes,,New Bedford,Massachusetts,,,,,,,,,Mammalogy,Active
44630,M,16283,,,1854-01-29,,114,10936,Cetacea,,,,,Active,Mammalogy,108421,1545,,,,,,,,,,,,,,,,,,North America,,USA,Bristol Co.,,,,Yes,,New Bedford,Massachusetts,,,,,,,,,Mammalogy,Active
45504,M,16623,,R. E. Peary,1896-10-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
45813,M,16732,,R. E. Peary,1898-10-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
45815,M,16733,,R. E. Peary,1898-10-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
45817,M,16734,,R. E. Peary,1898-10-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
46085,M,16854,,N.Y.Z.S.,1900-11-17,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
46147,M,16876,,Park Commissioner,1901-06-20,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
46186,M,16888,,W. S. Wright,1901-07-05,,87,7817,Carnivora,Otariidae,Zalophus,californianus,,Active,Mammalogy,9009,1594,,,,,,,,,,,,,,,,,,North America,,USA,Queens Co.,,,,Yes,,North Beach,New York,,,,,,,,,Mammalogy,Active
46188,M,16889,,,1874-01-01,,111,6834,Cetacea,Physeteridae,Physeter,catodon,,Active,Mammalogy,142750,1,,,,,,,,,,,,,,,,,,Africa,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
49166,M,17947,,A. J. Stone,1901-11-07,,136,11071,Carnivora,Phocidae,Phoca,vitulina,richardsoni,Active,Mammalogy,142426,1629,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,Alaska Peninsula,Alaska,,,,,,,,,Mammalogy,Active
49169,M,17948,,A. J. Stone,1901-06-19,,142,5673,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,,Active,Mammalogy,132054,1644,,,,,,,,,,,,,,,,,,North America,,USA,Valdez-Cordoba Census Area,,,,Yes,,"Swan Point, near Valdez",Alaska,,,,,,,,,Mammalogy,Active
49473,M,18056,,N.Y.Z.S.,1902-04-12,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
49780,M,18164,,N. G. Buxton,1901-09-04,,217,11089,Carnivora,Phocidae,Erignathus,barbatus,nautic,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49783,M,18165,,N. G. Buxton,1901-09-04,,217,11089,Carnivora,Phocidae,Erignathus,barbatus,nautic,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49786,M,18166,,N. G. Buxton,1901-09-04,,217,11089,Carnivora,Phocidae,Erignathus,barbatus,nautic,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49789,M,18167,,N. G. Buxton,1901-08-14,,217,11089,Carnivora,Phocidae,Erignathus,barbatus,nautic,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
