Tracking Number,Lat,Lng
M67428,39.76,-98.5
M67429,39.76,-98.5
M67430,39.76,-98.5
M67431,39.76,-98.5
M67432,39.76,-98.5
M67433,39.76,-98.5
M67434,39.76,-98.5
M67435,39.76,-98.5
M67436,39.76,-98.5
M67437,39.76,-98.5
M67438,39.76,-98.5
M67439,39.76,-98.5
M67440,39.76,-98.5
M67441,39.76,-98.5
M67442,39.76,-98.5
M67443,39.76,-98.5
M67444,39.76,-98.5
M67445,39.76,-98.5
M67446,39.76,-98.5
M67447,39.76,-98.5
M67448,39.76,-98.5
M67449,39.76,-98.5
M67450,39.76,-98.5
M67451,39.76,-98.5
M67452,39.76,-98.5
M67453,39.76,-98.5
M67454,39.76,-98.5
M67455,39.76,-98.5
M67456,39.76,-98.5
M67457,39.76,-98.5
M67458,39.76,-98.5
M67459,39.76,-98.5
M67460,39.76,-98.5
M67461,39.76,-98.5
M67462,39.76,-98.5
M67463,39.76,-98.5
M67464,39.76,-98.5
M67465,39.76,-98.5
M67466,39.76,-98.5
M67467,39.76,-98.5
M67468,39.76,-98.5
M67469,39.76,-98.5
M67470,39.76,-98.5
M67471,39.76,-98.5
M67472,39.76,-98.5
M67473,39.76,-98.5
M67474,39.76,-98.5
M67475,39.76,-98.5
M67476,39.76,-98.5
M67477,39.76,-98.5
M67478,39.76,-98.5
M67479,39.76,-98.5
M67480,39.76,-98.5
M67481,39.76,-98.5
M67482,39.76,-98.5
M67483,39.76,-98.5
M67484,39.76,-98.5
M67485,39.76,-98.5
M67486,39.76,-98.5
M67487,39.76,-98.5
M67488,39.76,-98.5
M67489,39.76,-98.5
M67490,39.76,-98.5
M67491,39.76,-98.5
M67492,39.76,-98.5
M67493,39.76,-98.5
M67494,39.76,-98.5
M67495,39.76,-98.5
M67496,39.76,-98.5
M67497,39.76,-98.5
M67498,39.76,-98.5
M67499,39.76,-98.5
M67500,39.76,-98.5
M67501,39.76,-98.5
M67502,39.76,-98.5
M67503,39.76,-98.5
M67504,39.76,-98.5
M67505,39.76,-98.5
M67506,39.76,-98.5
M67507,39.76,-98.5
M67508,39.76,-98.5
M67509,39.76,-98.5
M67510,39.76,-98.5
M67511,39.76,-98.5
M67512,39.76,-98.5
M67513,39.76,-98.5
M67514,39.76,-98.5
M67515,39.76,-98.5
M67516,39.76,-98.5
M67517,39.76,-98.5
M67518,39.76,-98.5
M67519,39.76,-98.5
M67520,39.76,-98.5
M67521,39.76,-98.5
M67522,39.76,-98.5
M67523,39.76,-98.5
M67524,39.76,-98.5
M67525,39.76,-98.5
M67526,39.76,-98.5
M67527,39.76,-98.5
M67528,39.76,-98.5
M67529,39.76,-98.5
M67530,39.76,-98.5
M67531,39.76,-98.5
M67532,39.76,-98.5
M67533,39.76,-98.5
M67534,39.76,-98.5
M67535,39.76,-98.5
M67536,39.76,-98.5
M67537,39.76,-98.5
M67538,39.76,-98.5
M67539,39.76,-98.5
M67540,39.76,-98.5
M67541,39.76,-98.5
M67542,39.76,-98.5
M67543,39.76,-98.5
M67544,39.76,-98.5
M67545,39.76,-98.5
M67546,39.76,-98.5
M67547,39.76,-98.5
M67548,39.76,-98.5
M67549,39.76,-98.5
M67550,39.76,-98.5
M67551,39.76,-98.5
M67552,39.76,-98.5
M67553,39.76,-98.5
M67554,39.76,-98.5
M67555,39.76,-98.5
M67556,39.76,-98.5
M67557,39.76,-98.5
M67558,39.76,-98.5
M67559,39.76,-98.5
M67560,39.76,-98.5
M67561,39.76,-98.5
M67562,39.76,-98.5
M67563,39.76,-98.5
M67564,39.76,-98.5
M67565,39.76,-98.5
M67566,39.76,-98.5
M67567,39.76,-98.5
M67568,39.76,-98.5
M67569,39.76,-98.5
M67570,39.76,-98.5
M67571,39.76,-98.5
M67572,39.76,-98.5
M67573,39.76,-98.5
M67574,39.76,-98.5
M67575,39.76,-98.5
M67576,39.76,-98.5
M67577,39.76,-98.5
M67578,39.76,-98.5
M67579,39.76,-98.5
M67580,39.76,-98.5
M67581,39.76,-98.5
M67582,39.76,-98.5
M67583,39.76,-98.5
M67584,39.76,-98.5
M67585,39.76,-98.5
M67586,39.76,-98.5
M67587,39.76,-98.5
M67588,39.76,-98.5
M67589,39.76,-98.5
M67590,39.76,-98.5
M67591,39.76,-98.5
M67592,39.76,-98.5
M67593,39.76,-98.5
M67594,39.76,-98.5
M67595,39.76,-98.5
M67596,39.76,-98.5
M67597,39.76,-98.5
M67598,39.76,-98.5
M67599,39.76,-98.5
M67600,39.76,-98.5
M67601,39.76,-98.5
M67602,39.76,-98.5
M67603,39.76,-98.5
M67604,39.76,-98.5
M67605,39.76,-98.5
M67606,39.76,-98.5
M67607,39.76,-98.5
M67608,39.76,-98.5
M67609,39.76,-98.5
M67610,39.76,-98.5
M67611,39.76,-98.5
M67612,39.76,-98.5
M67613,39.76,-98.5
M67614,39.76,-98.5
M67615,39.76,-98.5
M67616,39.76,-98.5
M67617,39.76,-98.5
M67618,39.76,-98.5
M67619,39.76,-98.5
M67620,39.76,-98.5
M67621,39.76,-98.5
M67622,39.76,-98.5
M67623,39.76,-98.5
M67624,39.76,-98.5
M67625,39.76,-98.5
M67626,39.76,-98.5
M67627,39.76,-98.5
M67628,39.76,-98.5
M67629,39.76,-98.5
M67630,39.76,-98.5
M67631,39.76,-98.5
M67632,39.76,-98.5
M67633,39.76,-98.5
M67634,39.76,-98.5
M67635,39.76,-98.5
M67636,39.76,-98.5
M67637,39.76,-98.5
M67638,39.76,-98.5
M67639,39.76,-98.5
M67640,39.76,-98.5
M67641,39.76,-98.5
M67642,39.76,-98.5
M67643,39.76,-98.5
M67644,39.76,-98.5
M67645,39.76,-98.5
M67646,39.76,-98.5
M67647,39.76,-98.5
M67648,39.76,-98.5
M67649,39.76,-98.5
M67650,39.76,-98.5
M67651,39.76,-98.5
M67652,39.76,-98.5
M67653,39.76,-98.5
M67654,39.76,-98.5
M67655,39.76,-98.5
M67656,39.76,-98.5
M67657,39.76,-98.5
M67658,39.76,-98.5
M67659,39.76,-98.5
M67660,39.76,-98.5
M67661,39.76,-98.5
M67662,39.76,-98.5
M67663,39.76,-98.5
M67664,39.76,-98.5
M67665,39.76,-98.5
M67666,39.76,-98.5
M67667,39.76,-98.5
M67668,39.76,-98.5
M67669,39.76,-98.5
M67670,39.76,-98.5
M67671,39.76,-98.5
M67672,39.76,-98.5
M67673,39.76,-98.5
M67674,39.76,-98.5
M67675,39.76,-98.5
M67676,39.76,-98.5
M67677,39.76,-98.5
M67678,39.76,-98.5
M67679,39.76,-98.5
M67680,39.76,-98.5
M67681,39.76,-98.5
M67682,39.76,-98.5
M67683,39.76,-98.5
M67684,39.76,-98.5
M67685,39.76,-98.5
M67686,39.76,-98.5
M67687,39.76,-98.5
M67688,39.76,-98.5
M67689,39.76,-98.5
M67690,39.76,-98.5
M67691,39.76,-98.5
M67692,39.76,-98.5
M67693,39.76,-98.5
M67694,39.76,-98.5
M67695,39.76,-98.5
M67696,39.76,-98.5
M67697,39.76,-98.5
M67698,39.76,-98.5
M67699,39.76,-98.5
M67700,39.76,-98.5
M67701,39.76,-98.5
M67702,39.76,-98.5
M67703,39.76,-98.5
M67704,39.76,-98.5
M67705,39.76,-98.5
M67706,39.76,-98.5
M67707,39.76,-98.5
M67708,39.76,-98.5
M67709,39.76,-98.5
M67710,39.76,-98.5
M67711,39.76,-98.5
M67712,39.76,-98.5
M67713,39.76,-98.5
M67714,39.76,-98.5
M67715,39.76,-98.5
M67716,39.76,-98.5
M67717,39.76,-98.5
M67718,39.76,-98.5
M67719,39.76,-98.5
M67720,39.76,-98.5
M67721,39.76,-98.5
M67722,39.76,-98.5
M67723,39.76,-98.5
M67724,39.76,-98.5
M67725,39.76,-98.5
M67726,39.76,-98.5
M67727,39.76,-98.5
M67728,39.76,-98.5
M67729,39.76,-98.5
M67730,39.76,-98.5
M67731,39.76,-98.5
M67732,39.76,-98.5
M67733,39.76,-98.5
M67734,39.76,-98.5
M67735,39.76,-98.5
M67736,39.76,-98.5
M67737,39.76,-98.5
M67738,39.76,-98.5
M67739,39.76,-98.5
M67740,39.76,-98.5
M67741,39.76,-98.5
M67742,39.76,-98.5
M67743,39.76,-98.5
M67744,39.76,-98.5
M67745,39.76,-98.5
M67746,39.76,-98.5
M67747,39.76,-98.5
M67748,39.76,-98.5
M67749,39.76,-98.5
M67750,39.76,-98.5
M67751,39.76,-98.5
M67752,39.76,-98.5
M67753,39.76,-98.5
M67754,39.76,-98.5
M67755,39.76,-98.5
M67756,39.76,-98.5
M67757,39.76,-98.5
M67758,39.76,-98.5
M67759,39.76,-98.5
M67760,39.76,-98.5
M67761,39.76,-98.5
M67762,39.76,-98.5
M67763,39.76,-98.5
M67764,39.76,-98.5
M67765,39.76,-98.5
M67766,39.76,-98.5
M67767,39.76,-98.5
M67768,39.76,-98.5
M67769,39.76,-98.5
M67770,39.76,-98.5
M67771,39.76,-98.5
M67772,39.76,-98.5
M67773,39.76,-98.5
M67774,39.76,-98.5
M67775,39.76,-98.5
M67776,39.76,-98.5
M67777,39.76,-98.5
M67778,39.76,-98.5
M67779,39.76,-98.5
M67780,39.76,-98.5
M67781,39.76,-98.5
M67782,39.76,-98.5
M67783,39.76,-98.5
M67784,39.76,-98.5
M67785,39.76,-98.5
M67786,39.76,-98.5
M67787,39.76,-98.5
M67788,39.76,-98.5
M67789,39.76,-98.5
M67790,39.76,-98.5
M67791,39.76,-98.5
M67792,39.76,-98.5
M67793,39.76,-98.5
M67794,39.76,-98.5
M67795,39.76,-98.5
M67796,39.76,-98.5
M67797,39.76,-98.5
M67798,39.76,-98.5
M67799,39.76,-98.5
M67800,39.76,-98.5
M67801,39.76,-98.5
M67802,39.76,-98.5
M67803,39.76,-98.5
M67804,39.76,-98.5
M67805,39.76,-98.5
M67806,39.76,-98.5
M67807,39.76,-98.5
M67808,39.76,-98.5
M67809,39.76,-98.5
M67810,39.76,-98.5
M67811,39.76,-98.5
M67812,39.76,-98.5
M67813,39.76,-98.5
M67814,39.76,-98.5
M67815,39.76,-98.5
M67816,39.76,-98.5
M67817,39.76,-98.5
M67818,39.76,-98.5
M67820,39.76,-98.5
M67821,39.76,-98.5
M67822,39.76,-98.5
M67823,39.76,-98.5
M67824,39.76,-98.5
M67825,39.76,-98.5
M67826,39.76,-98.5
M67827,39.76,-98.5
M67828,39.76,-98.5
M67829,39.76,-98.5
M67830,39.76,-98.5
M67831,39.76,-98.5
M67832,39.76,-98.5
M67833,39.76,-98.5
M67834,39.76,-98.5
M67835,39.76,-98.5
M67836,39.76,-98.5
M67837,39.76,-98.5
M67838,39.76,-98.5
M67839,39.76,-98.5
M67840,39.76,-98.5
M67841,39.76,-98.5
M67842,39.76,-98.5
M67843,39.76,-98.5
M67844,39.76,-98.5
M67845,39.76,-98.5
M67846,39.76,-98.5
M67847,39.76,-98.5
M67848,39.76,-98.5
M67849,39.76,-98.5
M67850,39.76,-98.5
M67851,39.76,-98.5
M67852,39.76,-98.5
M67853,39.76,-98.5
M67854,39.76,-98.5
M67855,39.76,-98.5
M67856,39.76,-98.5
M67857,39.76,-98.5
M67858,39.76,-98.5
M67859,39.76,-98.5
M67860,39.76,-98.5
M67861,39.76,-98.5
M67862,39.76,-98.5
M67863,39.76,-98.5
M67864,39.76,-98.5
M67865,39.76,-98.5
M67866,39.76,-98.5
M67867,39.76,-98.5
M67868,39.76,-98.5
M67869,39.76,-98.5
M67870,39.76,-98.5
M67871,39.76,-98.5
M67872,39.76,-98.5
M67873,39.76,-98.5
M67874,39.76,-98.5
M67875,39.76,-98.5
M67876,39.76,-98.5
M67877,39.76,-98.5
M67878,39.76,-98.5
M67879,39.76,-98.5
M67880,39.76,-98.5
M67881,39.76,-98.5
M67882,39.76,-98.5
M67883,39.76,-98.5
M67884,39.76,-98.5
M67885,39.76,-98.5
M67886,39.76,-98.5
M67887,39.76,-98.5
M67888,39.76,-98.5
M67889,39.76,-98.5
M67890,39.76,-98.5
M67891,39.76,-98.5
M67892,39.76,-98.5
M67893,39.76,-98.5
M67894,39.76,-98.5
M67895,39.76,-98.5
M67896,39.76,-98.5
M67897,39.76,-98.5
M67898,39.76,-98.5
M67899,39.76,-98.5
M67900,39.76,-98.5
M67901,39.76,-98.5
M67902,39.76,-98.5
M67903,39.76,-98.5
M67904,39.76,-98.5
M67905,39.76,-98.5
M67906,39.76,-98.5
M67907,39.76,-98.5
M67908,39.76,-98.5
M67909,39.76,-98.5
M67910,39.76,-98.5
M67911,39.76,-98.5
M67912,39.76,-98.5
M67913,39.76,-98.5
M67914,39.76,-98.5
M67915,39.76,-98.5
M67916,39.76,-98.5
M67917,39.76,-98.5
M67918,39.76,-98.5
M67919,39.76,-98.5
M67920,39.76,-98.5
M67921,39.76,-98.5
M67922,39.76,-98.5
M67923,39.76,-98.5
M67924,39.76,-98.5
M67925,39.76,-98.5
M67926,39.76,-98.5
M67927,39.76,-98.5
M67928,39.76,-98.5
M67929,39.76,-98.5
M67930,39.76,-98.5
M67931,39.76,-98.5
M67932,39.76,-98.5
M67933,39.76,-98.5
M67934,39.76,-98.5
M67935,39.76,-98.5
M67936,39.76,-98.5
M67937,39.76,-98.5
M67938,39.76,-98.5
M67939,39.76,-98.5
M67940,39.76,-98.5
M67941,39.76,-98.5
M67942,39.76,-98.5
M67943,39.76,-98.5
M67944,39.76,-98.5
M67945,39.76,-98.5
M67946,39.76,-98.5
M67947,39.76,-98.5
M67948,39.76,-98.5
M67949,39.76,-98.5
M67950,39.76,-98.5
M67951,39.76,-98.5
M67952,39.76,-98.5
M67953,39.76,-98.5
M67954,39.76,-98.5
M67955,39.76,-98.5
M67956,39.76,-98.5
M67957,39.76,-98.5
M67958,39.76,-98.5
M67959,39.76,-98.5
M67960,39.76,-98.5
M67961,39.76,-98.5
M67962,39.76,-98.5
M67963,39.76,-98.5
M67964,39.76,-98.5
M67965,39.76,-98.5
M67966,39.76,-98.5
M67967,39.76,-98.5
M67968,39.76,-98.5
M67969,39.76,-98.5
M67970,39.76,-98.5
M67971,39.76,-98.5
M67972,39.76,-98.5
M67973,39.76,-98.5
M67974,39.76,-98.5
M67975,39.76,-98.5
M67976,39.76,-98.5
M67977,39.76,-98.5
M67978,39.76,-98.5
M67979,39.76,-98.5
M67980,39.76,-98.5
M67981,39.76,-98.5
M67982,39.76,-98.5
M67983,39.76,-98.5
M67984,39.76,-98.5
M67985,39.76,-98.5
M67986,39.76,-98.5
M67987,39.76,-98.5
M67988,39.76,-98.5
M67989,39.76,-98.5
M67990,39.76,-98.5
M67991,39.76,-98.5
M67992,39.76,-98.5
M67993,39.76,-98.5
M67994,39.76,-98.5
M67995,39.76,-98.5
M67996,39.76,-98.5
M67997,39.76,-98.5
M67998,39.76,-98.5
M67999,39.76,-98.5
M68000,39.76,-98.5
M68001,39.76,-98.5
M68002,39.76,-98.5
M68003,39.76,-98.5
M68004,39.76,-98.5
M68005,39.76,-98.5
M68006,39.76,-98.5
M68007,39.76,-98.5
M68008,39.76,-98.5
M68009,39.76,-98.5
M68010,39.76,-98.5
M68011,39.76,-98.5
M68012,39.76,-98.5
M68013,39.76,-98.5
M68014,39.76,-98.5
M68015,39.76,-98.5
M68016,39.76,-98.5
M68017,39.76,-98.5
M68018,39.76,-98.5
M68019,39.76,-98.5
M68020,39.76,-98.5
M68021,39.76,-98.5
M68022,39.76,-98.5
M68023,39.76,-98.5
M68024,39.76,-98.5
M68025,39.76,-98.5
M68026,39.76,-98.5
M68027,39.76,-98.5
M68028,39.76,-98.5
M68029,39.76,-98.5
M68030,39.76,-98.5
M68031,39.76,-98.5
M68032,39.76,-98.5
M68033,39.76,-98.5
M68034,39.76,-98.5
M68035,39.76,-98.5
M68036,39.76,-98.5
M68037,39.76,-98.5
M68038,39.76,-98.5
M68039,39.76,-98.5
M68040,39.76,-98.5
M68041,39.76,-98.5
M68042,39.76,-98.5
M68043,39.76,-98.5
M68044,39.76,-98.5
M68045,39.76,-98.5
M68046,39.76,-98.5
M68047,39.76,-98.5
M68048,39.76,-98.5
M68049,39.76,-98.5
M68050,39.76,-98.5
M68051,39.76,-98.5
M68052,39.76,-98.5
M68053,39.76,-98.5
M68054,39.76,-98.5
M68055,39.76,-98.5
M68056,39.76,-98.5
M68057,39.76,-98.5
M68058,39.76,-98.5
M68059,39.76,-98.5
M68060,39.76,-98.5
M68061,39.76,-98.5
M68062,39.76,-98.5
M68063,39.76,-98.5
M68064,39.76,-98.5
M68065,39.76,-98.5
M68066,39.76,-98.5
M68067,39.76,-98.5
M68068,39.76,-98.5
M68069,39.76,-98.5
M68070,39.76,-98.5
M68071,39.76,-98.5
M68072,39.76,-98.5
M68073,39.76,-98.5
M68074,39.76,-98.5
M68075,39.76,-98.5
M68076,39.76,-98.5
M68077,39.76,-98.5
M68078,39.76,-98.5
M68079,39.76,-98.5
M68080,39.76,-98.5
M68081,39.76,-98.5
M68082,39.76,-98.5
M68083,39.76,-98.5
M68084,39.76,-98.5
M68085,39.76,-98.5
M68086,39.76,-98.5
M68087,39.76,-98.5
M68088,39.76,-98.5
M68089,39.76,-98.5
M68090,39.76,-98.5
M68091,39.76,-98.5
M68092,39.76,-98.5
M68093,39.76,-98.5
M68094,39.76,-98.5
M68095,39.76,-98.5
M68096,39.76,-98.5
M68097,39.76,-98.5
M68098,39.76,-98.5
M68099,39.76,-98.5
M68100,39.76,-98.5
M68101,39.76,-98.5
M68102,39.76,-98.5
M68103,39.76,-98.5
M68104,39.76,-98.5
M68105,39.76,-98.5
M68106,39.76,-98.5
M68107,39.76,-98.5
M68108,39.76,-98.5
M68109,39.76,-98.5
M68110,39.76,-98.5
M68111,39.76,-98.5
M68112,39.76,-98.5
M68113,39.76,-98.5
M68114,39.76,-98.5
M68115,39.76,-98.5
M68116,39.76,-98.5
M68117,39.76,-98.5
M68118,39.76,-98.5
M68119,39.76,-98.5
M68120,39.76,-98.5
M68121,39.76,-98.5
M68122,39.76,-98.5
M68123,39.76,-98.5
M68124,39.76,-98.5
M68125,39.76,-98.5
M68126,39.76,-98.5
M68127,39.76,-98.5
M68128,39.76,-98.5
M68129,39.76,-98.5
M68130,39.76,-98.5
M68131,39.76,-98.5
M68132,39.76,-98.5
M68133,39.76,-98.5
M68134,39.76,-98.5
M68135,39.76,-98.5
M68136,39.76,-98.5
M68137,39.76,-98.5
M68138,39.76,-98.5
M68139,39.76,-98.5
M68140,39.76,-98.5
M68141,39.76,-98.5
M68142,39.76,-98.5
M68143,39.76,-98.5
M68144,39.76,-98.5
M68145,39.76,-98.5
M68146,39.76,-98.5
M68147,39.76,-98.5
M68148,39.76,-98.5
M68149,39.76,-98.5
M68150,39.76,-98.5
M68151,39.76,-98.5
M68152,39.76,-98.5
M68153,39.76,-98.5
M68154,39.76,-98.5
M68155,39.76,-98.5
M68156,39.76,-98.5
M68157,39.76,-98.5
M68158,39.76,-98.5
M68159,39.76,-98.5
M68160,39.76,-98.5
M68161,39.76,-98.5
M68162,39.76,-98.5
M68163,39.76,-98.5
M68164,39.76,-98.5
M68165,39.76,-98.5
M68166,39.76,-98.5
M68167,39.76,-98.5
M68168,39.76,-98.5
M68169,39.76,-98.5
M68170,39.76,-98.5
M68171,39.76,-98.5
M68172,39.76,-98.5
M68173,39.76,-98.5
M68174,39.76,-98.5
M68175,39.76,-98.5
M68176,39.76,-98.5
M68177,39.76,-98.5
M68178,39.76,-98.5
M68179,39.76,-98.5
M68180,39.76,-98.5
M68181,39.76,-98.5
M68182,39.76,-98.5
M68183,39.76,-98.5
M68184,39.76,-98.5
M68185,39.76,-98.5
M68186,39.76,-98.5
M68187,39.76,-98.5
M68188,39.76,-98.5
M68189,39.76,-98.5
M68190,39.76,-98.5
M68191,39.76,-98.5
M68192,39.76,-98.5
M68193,39.76,-98.5
M68194,39.76,-98.5
M68195,39.76,-98.5
M68196,39.76,-98.5
M68197,39.76,-98.5
M68198,39.76,-98.5
M68199,39.76,-98.5
M68200,39.76,-98.5
M68201,39.76,-98.5
M68202,39.76,-98.5
M68203,39.76,-98.5
M68204,39.76,-98.5
M68205,39.76,-98.5
M68206,39.76,-98.5
M68207,39.76,-98.5
M68208,39.76,-98.5
M68209,39.76,-98.5
M68210,39.76,-98.5
M68211,39.76,-98.5
M68212,39.76,-98.5
M68213,39.76,-98.5
M68214,39.76,-98.5
M68215,39.76,-98.5
M68216,39.76,-98.5
M68217,39.76,-98.5
M68218,39.76,-98.5
M68219,39.76,-98.5
M68220,39.76,-98.5
M68221,39.76,-98.5
M68222,39.76,-98.5
M68223,39.76,-98.5
M68224,39.76,-98.5
M68225,39.76,-98.5
M68226,39.76,-98.5
M68227,39.76,-98.5
M68228,39.76,-98.5
M68229,39.76,-98.5
M68230,39.76,-98.5
M68231,39.76,-98.5
M68232,39.76,-98.5
M68233,39.76,-98.5
M68234,39.76,-98.5
M68235,39.76,-98.5
M68236,39.76,-98.5
M68237,39.76,-98.5
M68238,39.76,-98.5
M68239,39.76,-98.5
M68240,39.76,-98.5
M68241,39.76,-98.5
M68242,39.76,-98.5
M68243,39.76,-98.5
M68244,39.76,-98.5
M68245,39.76,-98.5
M68246,39.76,-98.5
M68247,39.76,-98.5
M68248,39.76,-98.5
M68249,39.76,-98.5
M68250,39.76,-98.5
M68251,39.76,-98.5
M68252,39.76,-98.5
M68253,39.76,-98.5
M68254,39.76,-98.5
M68255,39.76,-98.5
M68256,39.76,-98.5
M68257,39.76,-98.5
M68258,39.76,-98.5
M68259,39.76,-98.5
M68260,39.76,-98.5
M68261,39.76,-98.5
M68262,39.76,-98.5
M68263,39.76,-98.5
M68264,39.76,-98.5
M68265,39.76,-98.5
M68266,39.76,-98.5
M68267,39.76,-98.5
M68268,39.76,-98.5
M68269,39.76,-98.5
M68270,39.76,-98.5
M68271,39.76,-98.5
M68272,39.76,-98.5
M68273,39.76,-98.5
M68274,39.76,-98.5
M68275,39.76,-98.5
M68276,39.76,-98.5
M68277,39.76,-98.5
M68278,39.76,-98.5
M68279,39.76,-98.5
M68280,39.76,-98.5
M68281,39.76,-98.5
M68282,39.76,-98.5
M68283,39.76,-98.5
M68284,39.76,-98.5
M68285,39.76,-98.5
M68286,39.76,-98.5
M68287,39.76,-98.5
M68288,39.76,-98.5
M68289,39.76,-98.5
M68290,39.76,-98.5
M68291,39.76,-98.5
M68292,39.76,-98.5
M68293,39.76,-98.5
M68294,39.76,-98.5
M68295,39.76,-98.5
M68296,39.76,-98.5
M68297,39.76,-98.5
M68298,39.76,-98.5
M68299,39.76,-98.5
M68300,39.76,-98.5
M68301,39.76,-98.5
M68302,39.76,-98.5
M68303,39.76,-98.5
M68304,39.76,-98.5
M68305,39.76,-98.5
M68306,39.76,-98.5
M68307,39.76,-98.5
M68308,39.76,-98.5
M68309,39.76,-98.5
M68310,39.76,-98.5
M68311,39.76,-98.5
M68312,39.76,-98.5
M68313,39.76,-98.5
M68314,39.76,-98.5
M68315,39.76,-98.5
M68316,39.76,-98.5
M68317,39.76,-98.5
M68318,39.76,-98.5
M68319,39.76,-98.5
M68320,39.76,-98.5
M68321,39.76,-98.5
M68322,39.76,-98.5
M68323,39.76,-98.5
M68324,39.76,-98.5
M68325,39.76,-98.5
M68326,39.76,-98.5
M68327,39.76,-98.5
M68328,39.76,-98.5
M68329,39.76,-98.5
M68330,39.76,-98.5
M68331,39.76,-98.5
M68332,39.76,-98.5
M68333,39.76,-98.5
M68334,39.76,-98.5
M68335,39.76,-98.5
M68336,39.76,-98.5
M68337,39.76,-98.5
M68338,39.76,-98.5
M68339,39.76,-98.5
M68340,39.76,-98.5
M68341,39.76,-98.5
M68342,39.76,-98.5
M68343,39.76,-98.5
M68344,39.76,-98.5
M68345,39.76,-98.5
M68346,39.76,-98.5
M68347,39.76,-98.5
M68348,39.76,-98.5
M68349,39.76,-98.5
M68350,39.76,-98.5
M68351,39.76,-98.5
M68352,39.76,-98.5
M68353,39.76,-98.5
M68354,39.76,-98.5
M68355,39.76,-98.5
M68356,39.76,-98.5
M68357,39.76,-98.5
M68358,39.76,-98.5
M68359,39.76,-98.5
M68360,39.76,-98.5
M68361,39.76,-98.5
M68362,39.76,-98.5
M68363,39.76,-98.5
M68364,39.76,-98.5
M68365,39.76,-98.5
M68366,39.76,-98.5
M68367,39.76,-98.5
M68368,39.76,-98.5
M68369,39.76,-98.5
M68370,39.76,-98.5
M68371,39.76,-98.5
M68372,39.76,-98.5
M68373,39.76,-98.5
M68374,39.76,-98.5
M68375,39.76,-98.5
M68376,39.76,-98.5
M68377,39.76,-98.5
M68378,39.76,-98.5
M68379,39.76,-98.5
M68380,39.76,-98.5
M68381,39.76,-98.5
M68382,39.76,-98.5
M68383,39.76,-98.5
M68384,39.76,-98.5
M68385,39.76,-98.5
M68386,39.76,-98.5
M68387,39.76,-98.5
M68388,39.76,-98.5
M68389,39.76,-98.5
M68390,39.76,-98.5
M68391,39.76,-98.5
M68392,39.76,-98.5
M68393,39.76,-98.5
M68394,39.76,-98.5
M68395,39.76,-98.5
M68396,39.76,-98.5
M68397,39.76,-98.5
M68398,39.76,-98.5
M68399,39.76,-98.5
M68400,39.76,-98.5
M68401,39.76,-98.5
M68402,39.76,-98.5
M68403,39.76,-98.5
M68404,39.76,-98.5
M68405,39.76,-98.5
M68406,39.76,-98.5
M68407,39.76,-98.5
M68408,39.76,-98.5
M68409,39.76,-98.5
M68410,39.76,-98.5
M68411,39.76,-98.5
M68412,39.76,-98.5
M68413,39.76,-98.5
M68414,39.76,-98.5
M68415,39.76,-98.5
M68416,39.76,-98.5
M68417,39.76,-98.5
M68418,39.76,-98.5
M68419,39.76,-98.5
M68420,39.76,-98.5
M68421,39.76,-98.5
M68422,39.76,-98.5
M68423,39.76,-98.5
M68424,39.76,-98.5
M68425,39.76,-98.5
M68426,39.76,-98.5
M68427,39.76,-98.5
M68428,39.76,-98.5
M68429,39.76,-98.5
M68430,39.76,-98.5
M68431,39.76,-98.5
M68432,39.76,-98.5
M68433,39.76,-98.5
M68434,39.76,-98.5
M68435,39.76,-98.5
M68436,39.76,-98.5
M68437,39.76,-98.5
M68438,39.76,-98.5
M68439,39.76,-98.5
M68440,39.76,-98.5
M68441,39.76,-98.5
M68442,39.76,-98.5
M68443,39.76,-98.5
M68444,39.76,-98.5
M68445,39.76,-98.5
M68446,39.76,-98.5
M68447,39.76,-98.5
M68448,39.76,-98.5
M68449,39.76,-98.5
M68450,39.76,-98.5
M68451,39.76,-98.5
M68452,39.76,-98.5
M68453,39.76,-98.5
M68454,39.76,-98.5
M68455,39.76,-98.5
M68456,39.76,-98.5
M68457,39.76,-98.5
M68458,39.76,-98.5
M68459,39.76,-98.5
M68460,39.76,-98.5
M68461,39.76,-98.5
M68462,39.76,-98.5
M68463,39.76,-98.5
M68464,39.76,-98.5
M68465,39.76,-98.5
M68466,39.76,-98.5
M68467,39.76,-98.5
M68468,39.76,-98.5
M68469,39.76,-98.5
M68470,39.76,-98.5
M68471,39.76,-98.5
M68472,39.76,-98.5
M68473,39.76,-98.5
M68474,39.76,-98.5
M68475,39.76,-98.5
M68476,39.76,-98.5
M68477,39.76,-98.5
M68478,39.76,-98.5
M68479,39.76,-98.5
M68480,39.76,-98.5
M68481,39.76,-98.5
M68482,39.76,-98.5
M68483,39.76,-98.5
M68484,39.76,-98.5
M68485,39.76,-98.5
M68486,39.76,-98.5
M68487,39.76,-98.5
M68488,39.76,-98.5
M68489,39.76,-98.5
M68490,39.76,-98.5
M68491,39.76,-98.5
M68492,39.76,-98.5
M68493,39.76,-98.5
M68494,39.76,-98.5
M68495,39.76,-98.5
M68496,39.76,-98.5
M68497,39.76,-98.5
M68498,39.76,-98.5
M68499,39.76,-98.5
M68500,39.76,-98.5
M68501,39.76,-98.5
M68502,39.76,-98.5
M68503,39.76,-98.5
