Tracking Number,Lat,Lng
M24047,-5,120
M24048,-5,120
M24049,-5,120
M24050,-5,120
M24051,-5,120
M24052,-5,120
M24053,-5,120
M24054,-5,120
M24055,-5,120
M24056,-5,120
M24057,-5,120
M24058,-5,120
M24059,-5,120
M24060,-5,120
M24061,-5,120
M24062,-5,120
M24063,-5,120
M24064,-5,120
M24065,-5,120
M24066,-5,120
M24067,-5,120
M24068,-5,120
M24069,-5,120
M24070,-5,120
M24071,-5,120
M24072,-5,120
M24073,-5,120
M24074,-5,120
M24075,-5,120
M24076,-5,120
M24077,-5,120
M24078,-5,120
M24079,-5,120
M24080,-5,120
M24081,-5,120
M24082,-5,120
M24083,-5,120
M24084,-5,120
M24085,-5,120
M24086,-5,120
M24087,-5,120
M24088,-5,120
M24089,-5,120
M24090,-5,120
M24091,-5,120
M24092,-5,120
M24093,-5,120
M24094,-5,120
M24095,-5,120
M24096,-5,120
M24097,-5,120
M24098,-5,120
M24099,-5,120
M24100,-5,120
M24101,-5,120
M24102,-5,120
M24103,-5,120
M24104,-5,120
M24105,-5,120
M24106,-5,120
M24107,,
M24108,,
M24109,,
M24110,,
M24111,,
M24112,,
M24113,,
M24114,,
M24115,,
M24116,,
M24117,,
M24118,,
M24119,,
M24120,39,19
M24121,32,53
M24122,32,53
M24123,32,53
M24124,32,53
M24125,33,44
M24126,53,-8
M24127,53,-8
M24128,53,-8
M24129,53,-8
M24130,53,-8
M24131,53,-8
M24132,53,-8
M24133,53,-8
M24134,53,-8
M24135,53,-8
M24136,53,-8
M24137,53,-8
M24138,53,-8
M24139,53,-8
M24140,53,-8
M24141,53,-8
M24142,53,-8
M24143,53,-8
M24144,53,-8
M24145,53,-8
M24146,53,-8
M24147,53,-8
M24148,53,-8
M24149,53,-8
M24150,53,-8
M24151,53,-8
M24152,53,-8
M24153,53,-8
M24154,53,-8
M24155,53,-8
M24156,53,-8
M24157,53,-8
M24158,53,-8
M24159,53,-8
M24160,53,-8
M24161,53,-8
M24162,53,-8
M24163,53,-8
M24164,,
M24165,,
M24166,,
M24167,,
M24168,57.56667,-5.98333
M24169,57.56667,-5.98333
M24170,15.029,145.617
M24171,54.25,-4.5
M24172,,
M24173,31.5,34.75
M24174,31.5,34.75
M24175,31.5,34.75
M24176,31.5,34.75
M24177,31.5,34.75
M24178,31.5,34.75
M24179,31.5,34.75
M24180,31.5,34.75
M24181,31.5,34.75
M24182,31.5,34.75
M24183,31.5,34.75
M24184,31.5,34.75
M24185,31.5,34.75
M24186,31.5,34.75
M24187,31.5,34.75
M24188,31.5,34.75
M24189,31.5,34.75
M24190,31.5,34.75
M24191,31.5,34.75
M24192,31.5,34.75
M24193,31.5,34.75
M24194,31.5,34.75
M24195,31.5,34.75
M24196,31.5,34.75
M24197,31.5,34.75
M24198,31.5,34.75
M24199,31.5,34.75
M24200,31.5,34.75
M24201,31.5,34.75
M24202,31.5,34.75
M24203,31.5,34.75
M24204,31.5,34.75
M24205,31.5,34.75
M24206,31.5,34.75
M24207,31.5,34.75
M24208,31.5,34.75
M24209,31.5,34.75
M24210,31.5,34.75
M24211,31.5,34.75
M24212,31.5,34.75
M24213,31.5,34.75
M24214,31.5,34.75
M24215,31.5,34.75
M24216,31.5,34.75
M24217,31.5,34.75
M24218,31.5,34.75
M24219,31.5,34.75
M24220,31.5,34.75
M24221,31.5,34.75
M24222,31.5,34.75
M24223,31.5,34.75
M24224,31.5,34.75
M24225,31.5,34.75
M24226,31.5,34.75
M24227,31.5,34.75
M24229,31.5,34.75
M24230,31.5,34.75
M24231,31.5,34.75
M24232,31.5,34.75
M24233,31.5,34.75
M24234,31.5,34.75
M24235,31.5,34.75
M24236,31.5,34.75
M24237,31.5,34.75
M24238,31.5,34.75
M24239,31.5,34.75
M24240,31.5,34.75
M24241,31.5,34.75
M24242,31.5,34.75
M24243,31.5,34.75
M24244,31.5,34.75
M24245,31.5,34.75
M24246,31.5,34.75
M24247,31.5,34.75
M24248,31.5,34.75
M24249,31.5,34.75
M24250,31.5,34.75
M24251,31.5,34.75
M24252,31.5,34.75
M24253,31.5,34.75
M24254,31.5,34.75
M24255,31.5,34.75
M24256,31.5,34.75
M24257,31.5,34.75
M24258,31.5,34.75
M24259,31.5,34.75
M24260,31.5,34.75
M24261,31.5,34.75
M24262,31.5,34.75
M24263,31.5,34.75
M24264,31.5,34.75
M24265,31.5,34.75
M24266,31.5,34.75
M24267,31.5,34.75
M24268,31.5,34.75
M24269,31.5,34.75
M24270,31.5,34.75
M24271,31.5,34.75
M24272,31.5,34.75
M24273,31.5,34.75
M24274,31.5,34.75
M24275,31.5,34.75
M24276,31.5,34.75
M24277,31.5,34.75
M24278,31.5,34.75
M24279,31.5,34.75
M24280,31.5,34.75
M24281,31.5,34.75
M24282,31.5,34.75
M24283,31.5,34.75
M24284,31.5,34.75
M24285,31.5,34.75
M24286,31.5,34.75
M24287,31.5,34.75
M24288,31.5,34.75
M24289,31.5,34.75
M24290,31.5,34.75
M24291,31.5,34.75
M24292,31.5,34.75
M24293,31.5,34.75
M24294,31.5,34.75
M24295,31.5,34.75
M24296,31.5,34.75
M24297,31.5,34.75
M24298,31.5,34.75
M24299,31.5,34.75
M24300,31.5,34.75
M24301,31.5,34.75
M24302,31.5,34.75
M24303,31.5,34.75
M24304,31.5,34.75
M24305,31.5,34.75
M24306,31.5,34.75
M24307,31.5,34.75
M24308,31.5,34.75
M24309,31.5,34.75
M24310,31.5,34.75
M24311,31.5,34.75
M24312,31.5,34.75
M24313,31.5,34.75
M24314,31.5,34.75
M24315,31.5,34.75
M24316,31.5,34.75
M24317,31.5,34.75
M24318,31.5,34.75
M24319,31.5,34.75
M24320,31.5,34.75
M24321,31.5,34.75
M24322,31.5,34.75
M24323,31.5,34.75
M24324,31.5,34.75
M24325,31.5,34.75
M24326,31.5,34.75
M24327,31.5,34.75
M24328,31.5,34.75
M24329,31.5,34.75
M24330,31.5,34.75
M24331,31.5,34.75
M24332,31.5,34.75
M24333,31.5,34.75
M24334,31.5,34.75
M24335,31.5,34.75
M24336,31.5,34.75
M24337,31.5,34.75
M24338,31.5,34.75
M24339,31.5,34.75
M24340,31.5,34.75
M24341,31.5,34.75
M24342,31.5,34.75
M24343,31.5,34.75
M24344,31.5,34.75
M24345,31.5,34.75
M24346,31.5,34.75
M24347,31.5,34.75
M24348,31.5,34.75
M24349,31.5,34.75
M24350,31.5,34.75
M24351,31.5,34.75
M24352,31.5,34.75
M24353,31.5,34.75
M24354,31.5,34.75
M24355,31.5,34.75
M24356,31.5,34.75
M24357,31.5,34.75
M24358,31.5,34.75
M24359,31.5,34.75
M24360,31.5,34.75
M24361,31.5,34.75
M24362,31.5,34.75
M24363,31.5,34.75
M24364,31.5,34.75
M24365,31.5,34.75
M24366,31.5,34.75
M24367,31.5,34.75
M24368,31.5,34.75
M24369,31.5,34.75
M24370,31.5,34.75
M24371,31.5,34.75
M24372,31.5,34.75
M24373,31.5,34.75
M24374,31.5,34.75
M24375,31.5,34.75
M24376,31.5,34.75
M24377,31.5,34.75
M24378,31.5,34.75
M24379,31.5,34.75
M24380,31.5,34.75
M24381,31.5,34.75
M24382,31.5,34.75
M24383,31.5,34.75
M24384,31.5,34.75
M24385,31.5,34.75
M24386,31.5,34.75
M24387,31.5,34.75
M24388,31.5,34.75
M24389,31.5,34.75
M24390,31.5,34.75
M24391,31.5,34.75
M24392,31.5,34.75
M24393,31.5,34.75
M24394,31.5,34.75
M24395,31.5,34.75
M24396,31.5,34.75
M24397,31.5,34.75
M24398,31.5,34.75
M24399,31.5,34.75
M24400,31.5,34.75
M24401,31.5,34.75
M24402,31.5,34.75
M24403,31.5,34.75
M24404,31.5,34.75
M24405,31.5,34.75
M24406,31.5,34.75
M24407,31.5,34.75
M24408,31.5,34.75
M24409,31.5,34.75
M24410,31.5,34.75
M24411,31.5,34.75
M24412,31.5,34.75
M24413,31.5,34.75
M24414,31.5,34.75
M24415,31.5,34.75
M24416,31.5,34.75
M24417,31.5,34.75
M24418,31.5,34.75
M24419,31.5,34.75
M24420,31.5,34.75
M24421,31.5,34.75
M24422,31.5,34.75
M24423,31.5,34.75
M24424,31.5,34.75
M24425,31.5,34.75
M24426,31.5,34.75
M24427,31.5,34.75
M24428,31.5,34.75
M24429,31.5,34.75
M24430,31.5,34.75
M24431,31.5,34.75
M24432,31.5,34.75
M24433,31.5,34.75
M24434,31.5,34.75
M24435,31.5,34.75
M24436,31.5,34.75
M24437,31.5,34.75
M24438,31.5,34.75
M24439,31.5,34.75
M24440,31.5,34.75
M24441,31.5,34.75
M24442,31.5,34.75
M24443,31.5,34.75
M24444,31.5,34.75
M24445,31.5,34.75
M24446,31.5,34.75
M24447,31.5,34.75
M24448,31.5,34.75
M24449,31.5,34.75
M24450,31.5,34.75
M24451,31.5,34.75
M24452,31.5,34.75
M24453,31.5,34.75
M24454,31.5,34.75
M24455,31.5,34.75
M24456,31.5,34.75
M24457,31.5,34.75
M24458,31.5,34.75
M24459,31.5,34.75
M24460,31.5,34.75
M24461,31.5,34.75
M24462,31.5,34.75
M24463,31.5,34.75
M24464,31.5,34.75
M24465,31.5,34.75
M24466,31.5,34.75
M24467,31.5,34.75
M24468,31.5,34.75
M24469,31.5,34.75
M24470,31.5,34.75
M24471,31.5,34.75
M24472,31.5,34.75
M24473,31.5,34.75
M24474,31.5,34.75
M24475,31.5,34.75
M24476,31.5,34.75
M24477,31.5,34.75
M24478,31.5,34.75
M24479,31.5,34.75
M24480,31.5,34.75
M24481,31.5,34.75
M24482,31.5,34.75
M24483,31.5,34.75
M24484,31.5,34.75
M24485,31.5,34.75
M24486,31.5,34.75
M24487,31.5,34.75
M24488,31.5,34.75
M24489,31.5,34.75
M24490,31.5,34.75
M24491,31.5,34.75
M24492,31.5,34.75
M24493,31.5,34.75
M24494,31.5,34.75
M24495,31.5,34.75
M24496,31.5,34.75
M24497,31.5,34.75
M24498,31.5,34.75
M24499,31.5,34.75
M24500,31.5,34.75
M24501,31.5,34.75
M24502,31.5,34.75
M24503,31.5,34.75
M24504,31.5,34.75
M24505,31.5,34.75
M24506,31.5,34.75
M24507,31.5,34.75
M24508,31.5,34.75
M24509,31.5,34.75
M24510,31.5,34.75
M24511,31.5,34.75
M24512,31.5,34.75
M24513,31.5,34.75
M24514,31.5,34.75
M24515,31.5,34.75
M24516,31.5,34.75
M24517,31.5,34.75
M24518,31.5,34.75
M24519,31.5,34.75
M24520,31.5,34.75
M24521,31.5,34.75
M24522,31.5,34.75
M24523,31.5,34.75
M24524,31.5,34.75
M24525,31.5,34.75
M24526,31.5,34.75
M24527,31.5,34.75
M24528,31.5,34.75
M24529,31.5,34.75
M24530,31.5,34.75
M24531,31.5,34.75
M24532,31.5,34.75
M24533,31.5,34.75
M24534,31.5,34.75
M24535,31.5,34.75
M24536,31.5,34.75
M24537,31.5,34.75
M24538,31.5,34.75
M24539,31.5,34.75
M24540,31.5,34.75
M24541,31.5,34.75
M24542,31.5,34.75
M24543,31.5,34.75
M24544,31.5,34.75
M24545,31.5,34.75
M24546,31.5,34.75
M24547,31.5,34.75
M24548,31.5,34.75
M24549,31.5,34.75
M24550,31.5,34.75
M24551,31.5,34.75
M24552,31.5,34.75
M24553,31.5,34.75
M24554,31.5,34.75
M24555,31.5,34.75
M24556,31.5,34.75
M24557,31.5,34.75
M24558,31.5,34.75
M24559,31.5,34.75
M24560,31.5,34.75
M24561,31.5,34.75
M24562,31.5,34.75
M24563,31.5,34.75
M24564,31.5,34.75
M24565,31.5,34.75
M24566,31.5,34.75
M24567,31.5,34.75
M24568,31.5,34.75
M24569,31.5,34.75
M24570,31.5,34.75
M24571,31.5,34.75
M24572,31.5,34.75
M24573,31.5,34.75
M24574,31.5,34.75
M24575,31.5,34.75
M24576,31.5,34.75
M24577,31.5,34.75
M24578,31.5,34.75
M24579,31.5,34.75
M24580,31.5,34.75
M24581,31.5,34.75
M24582,31.5,34.75
M24583,31.5,34.75
M24584,31.5,34.75
M24585,31.5,34.75
M24586,31.5,34.75
M24587,31.5,34.75
M24588,31.5,34.75
M24589,31.5,34.75
M24590,31.5,34.75
M24591,31.5,34.75
M24592,31.5,34.75
M24593,31.5,34.75
M24594,31.5,34.75
M24595,31.5,34.75
M24596,31.5,34.75
M24597,31.5,34.75
M24598,31.5,34.75
M24599,31.5,34.75
M24600,31.5,34.75
M24601,31.5,34.75
M24602,31.5,34.75
M24603,31.5,34.75
M24604,31.5,34.75
M24605,31.5,34.75
M24606,31.5,34.75
M24607,31.5,34.75
M24608,31.5,34.75
M24609,31.5,34.75
M24610,31.5,34.75
M24611,31.5,34.75
M24612,31.5,34.75
M24613,31.5,34.75
M24614,31.5,34.75
M24615,31.5,34.75
M24616,31.5,34.75
M24617,31.5,34.75
M24618,31.5,34.75
M24619,31.5,34.75
M24620,31.5,34.75
M24621,31.5,34.75
M24622,31.5,34.75
M24623,31.5,34.75
M24624,31.5,34.75
M24625,31.5,34.75
M24626,31.5,34.75
M24627,31.5,34.75
M24628,31.5,34.75
M24629,31.5,34.75
M24630,31.5,34.75
M24631,31.5,34.75
M24632,31.5,34.75
M24633,31.5,34.75
M24634,31.5,34.75
M24635,31.5,34.75
M24636,31.5,34.75
M24637,31.5,34.75
M24638,31.5,34.75
M24639,31.5,34.75
M24640,31.5,34.75
M24641,31.5,34.75
M24642,31.5,34.75
M24643,31.5,34.75
M24644,31.5,34.75
M24645,31.5,34.75
M24646,31.5,34.75
M24647,31.5,34.75
M24648,31.5,34.75
M24649,31.5,34.75
M24650,31.5,34.75
M24651,31.5,34.75
M24652,31.5,34.75
M24653,31.5,34.75
M24654,31.5,34.75
M24655,31.5,34.75
M24656,31.5,34.75
M24657,31.5,34.75
M24658,31.5,34.75
M24659,31.5,34.75
M24660,31.5,34.75
M24661,31.5,34.75
M24662,31.5,34.75
M24663,31.5,34.75
M24664,31.5,34.75
M24665,31.5,34.75
M24666,31.5,34.75
M24667,31.5,34.75
M24668,31.5,34.75
M24669,45.616943359375,9.28250026702881
M24670,32.18404,-96.88472
M24671,32.18404,-96.88472
M24672,32.18404,-96.88472
M24673,32.18404,-96.88472
M24674,32.18404,-96.88472
M24675,32.18404,-96.88472
M24676,32.18404,-96.88472
M24677,32.18404,-96.88472
M24678,32.18404,-96.88472
M24679,32.18404,-96.88472
M24680,32.18404,-96.88472
M24681,32.18404,-96.88472
M24682,32.18404,-96.88472
M24683,32.18404,-96.88472
M24684,32.18404,-96.88472
M24685,32.18404,-96.88472
M24686,32.18404,-96.88472
M24687,32.18404,-96.88472
M24688,32.18404,-96.88472
M24689,32.18404,-96.88472
M24690,32.18404,-96.88472
M24691,32.18404,-96.88472
M24692,32.18404,-96.88472
M24693,32.18404,-96.88472
M24694,32.18404,-96.88472
M24695,32.18404,-96.88472
M24696,32.18404,-96.88472
M24697,32.18404,-96.88472
M24698,32.18404,-96.88472
M24699,32.18404,-96.88472
M24700,32.18404,-96.88472
M24701,32.18404,-96.88472
M24702,32.18404,-96.88472
M24703,32.18404,-96.88472
M24704,32.18404,-96.88472
M24705,32.18404,-96.88472
M24706,32.18404,-96.88472
M24707,32.18404,-96.88472
M24708,32.18404,-96.88472
M24709,32.18404,-96.88472
M24710,32.18404,-96.88472
M24711,32.18404,-96.88472
M24712,32.18404,-96.88472
M24713,32.18404,-96.88472
M24714,32.18404,-96.88472
M24715,32.18404,-96.88472
M24716,32.18404,-96.88472
M24717,32.18404,-96.88472
M24718,32.18404,-96.88472
M24719,32.18404,-96.88472
M24720,32.18404,-96.88472
M24721,32.18404,-96.88472
M24722,32.18404,-96.88472
M24723,32.18404,-96.88472
M24724,32.18404,-96.88472
M24725,32.18404,-96.88472
M24726,32.18404,-96.88472
M24727,32.18404,-96.88472
M24728,32.18404,-96.88472
M24729,32.18404,-96.88472
M24730,32.18404,-96.88472
M24731,32.18404,-96.88472
M24732,32.18404,-96.88472
M24733,32.18404,-96.88472
M24734,32.18404,-96.88472
M24735,32.18404,-96.88472
M24736,32.18404,-96.88472
M24737,32.18404,-96.88472
M24738,32.18404,-96.88472
M24739,32.18404,-96.88472
M24740,32.18404,-96.88472
M24741,32.18404,-96.88472
M24742,32.18404,-96.88472
M24743,32.18404,-96.88472
M24744,32.18404,-96.88472
M24745,32.18404,-96.88472
M24746,32.18404,-96.88472
M24747,32.18404,-96.88472
M24748,32.18404,-96.88472
M24749,32.18404,-96.88472
M24750,32.18404,-96.88472
M24751,32.18404,-96.88472
M24752,32.18404,-96.88472
M24753,32.18404,-96.88472
M24754,32.18404,-96.88472
M24755,32.18404,-96.88472
M24756,32.18404,-96.88472
M24757,32.18404,-96.88472
M24758,32.18404,-96.88472
M24759,32.18404,-96.88472
M24760,32.18404,-96.88472
M24761,32.18404,-96.88472
M24762,32.18404,-96.88472
M24763,32.18404,-96.88472
M24764,32.18404,-96.88472
M24765,32.18404,-96.88472
M24766,32.18404,-96.88472
M24767,32.18404,-96.88472
M24768,32.18404,-96.88472
M24769,32.18404,-96.88472
M24770,32.18404,-96.88472
M24771,32.18404,-96.88472
M24772,32.18404,-96.88472
M24773,32.18404,-96.88472
M24774,32.18404,-96.88472
M24775,32.18404,-96.88472
M24776,32.18404,-96.88472
M24777,32.18404,-96.88472
M24778,32.18404,-96.88472
M24779,32.18404,-96.88472
M24780,32.18404,-96.88472
M24781,32.18404,-96.88472
M24782,32.18404,-96.88472
M24783,32.18404,-96.88472
M24784,32.18404,-96.88472
M24785,32.18404,-96.88472
M24786,32.18404,-96.88472
M24787,32.18404,-96.88472
M24788,32.18404,-96.88472
M24789,32.18404,-96.88472
M24790,32.18404,-96.88472
M24791,32.18404,-96.88472
M24792,32.18404,-96.88472
M24793,32.18404,-96.88472
M24794,32.18404,-96.88472
M24795,32.18404,-96.88472
M24796,32.18404,-96.88472
M24797,32.18404,-96.88472
M24798,32.18404,-96.88472
M24799,32.18404,-96.88472
M24800,32.18404,-96.88472
M24801,32.18404,-96.88472
M24802,32.18404,-96.88472
M24803,32.18404,-96.88472
M24804,32.18404,-96.88472
M24805,32.18404,-96.88472
M24806,32.18404,-96.88472
M24807,32.18404,-96.88472
M24808,32.18404,-96.88472
M24809,32.18404,-96.88472
M24810,32.18404,-96.88472
M24811,32.18404,-96.88472
M24812,32.18404,-96.88472
M24813,32.18404,-96.88472
M24814,32.18404,-96.88472
M24815,32.18404,-96.88472
M24816,32.18404,-96.88472
M24817,32.18404,-96.88472
M24818,32.18404,-96.88472
M24819,32.18404,-96.88472
M24820,32.18404,-96.88472
M24821,32.18404,-96.88472
M24822,32.18404,-96.88472
M24823,32.18404,-96.88472
M24824,32.18404,-96.88472
M24825,32.18404,-96.88472
M24826,32.18404,-96.88472
M24827,32.18404,-96.88472
M24828,42.83333,12.83333
M24829,42.83333,12.83333
M24830,42.83333,12.83333
M24831,42.83333,12.83333
M24832,42.83333,12.83333
M24833,42.83333,12.83333
M24834,42.83333,12.83333
M24835,42.83333,12.83333
M24836,42.83333,12.83333
M24837,42.83333,12.83333
M24838,42.83333,12.83333
M24839,42.83333,12.83333
M24840,42.83333,12.83333
M24841,42.83333,12.83333
M24842,42.83333,12.83333
M24843,42.83333,12.83333
M24844,42.83333,12.83333
M24845,42.83333,12.83333
M24846,42.83333,12.83333
M24847,42.83333,12.83333
M24848,42.83333,12.83333
M24849,42.83333,12.83333
M24850,42.83333,12.83333
M24851,42.83333,12.83333
M24852,42.83333,12.83333
M24853,42.83333,12.83333
M24854,42.83333,12.83333
M24855,42.83333,12.83333
M24856,42.83333,12.83333
M24857,42.83333,12.83333
M24858,42.83333,12.83333
M24859,42.83333,12.83333
M24860,42.83333,12.83333
M24861,42.83333,12.83333
M24862,42.83333,12.83333
M24863,42.83333,12.83333
M24864,42.83333,12.83333
M24865,42.83333,12.83333
M24866,42.83333,12.83333
M24867,42.83333,12.83333
M24868,42.83333,12.83333
M24869,42.83333,12.83333
M24870,42.83333,12.83333
M24871,42.83333,12.83333
M24872,42.83333,12.83333
M24873,42.83333,12.83333
M24874,42.83333,12.83333
M24875,42.83333,12.83333
M24876,42.83333,12.83333
M24877,42.83333,12.83333
M24878,42.83333,12.83333
M24879,42.83333,12.83333
M24880,42.83333,12.83333
M24881,42.83333,12.83333
M24882,42.83333,12.83333
M24883,42.83333,12.83333
M24884,42.83333,12.83333
M24885,42.83333,12.83333
M24886,42.83333,12.83333
M24887,42.83333,12.83333
M24888,42.83333,12.83333
M24889,42.83333,12.83333
M24890,42.83333,12.83333
M24891,42.83333,12.83333
M24892,42.83333,12.83333
M24893,42.83333,12.83333
M24894,42.83333,12.83333
M24895,42.83333,12.83333
M24896,42.83333,12.83333
M24897,42.83333,12.83333
M24898,42.83333,12.83333
M24899,42.83333,12.83333
M24900,42.83333,12.83333
M24901,42.83333,12.83333
M24902,42.83333,12.83333
M24903,42.83333,12.83333
M24904,42.83333,12.83333
M24905,42.83333,12.83333
M24906,42.83333,12.83333
M24907,42.83333,12.83333
M24908,42.83333,12.83333
M24909,42.83333,12.83333
M24910,42.83333,12.83333
M24911,42.83333,12.83333
M24912,42.83333,12.83333
M24913,42.83333,12.83333
M24914,42.83333,12.83333
M24915,42.83333,12.83333
M24916,42.83333,12.83333
M24917,42.83333,12.83333
M24918,42.83333,12.83333
M24919,42.83333,12.83333
M24920,42.83333,12.83333
M24921,42.83333,12.83333
M24922,42.83333,12.83333
M24923,42.83333,12.83333
M24924,42.83333,12.83333
M24925,42.83333,12.83333
M24926,42.83333,12.83333
M24927,42.83333,12.83333
M24928,42.83333,12.83333
M24929,42.83333,12.83333
M24930,42.83333,12.83333
M24931,42.83333,12.83333
M24932,42.83333,12.83333
M24933,42.83333,12.83333
M24934,42.83333,12.83333
M24935,42.83333,12.83333
M24936,42.83333,12.83333
M24937,42.83333,12.83333
M24938,42.83333,12.83333
M24939,42.83333,12.83333
M24940,42.83333,12.83333
M24941,42.83333,12.83333
M24942,42.83333,12.83333
M24943,42.83333,12.83333
M24944,42.83333,12.83333
M24945,42.83333,12.83333
M24946,42.83333,12.83333
M24947,42.83333,12.83333
M24948,42.83333,12.83333
M24949,42.83333,12.83333
M24950,42.83333,12.83333
M24951,42.83333,12.83333
M24952,42.83333,12.83333
M24953,42.83333,12.83333
M24954,42.83333,12.83333
M24955,42.83333,12.83333
M24956,42.83333,12.83333
M24957,42.83333,12.83333
M24958,42.83333,12.83333
M24959,42.83333,12.83333
M24960,42.83333,12.83333
M24961,42.83333,12.83333
M24962,42.83333,12.83333
M24963,42.83333,12.83333
M24964,42.83333,12.83333
M24965,42.83333,12.83333
M24966,42.83333,12.83333
M24967,42.83333,12.83333
M24968,42.83333,12.83333
M24969,42.83333,12.83333
M24970,42.83333,12.83333
M24971,42.83333,12.83333
M24972,42.83333,12.83333
M24973,42.83333,12.83333
M24974,42.83333,12.83333
M24975,42.83333,12.83333
M24976,42.83333,12.83333
M24977,42.83333,12.83333
M24978,42.83333,12.83333
M24979,42.83333,12.83333
M24980,42.83333,12.83333
M24981,42.83333,12.83333
M24982,42.83333,12.83333
M24983,42.83333,12.83333
M24984,42.83333,12.83333
M24985,42.83333,12.83333
M24986,42.83333,12.83333
M24987,42.83333,12.83333
M24988,42.83333,12.83333
M24989,42.83333,12.83333
M24990,42.83333,12.83333
M24991,42.83333,12.83333
M24992,42.83333,12.83333
M24993,42.83333,12.83333
M24994,42.83333,12.83333
M24995,42.83333,12.83333
M24996,42.83333,12.83333
M24997,42.83333,12.83333
M24998,42.83333,12.83333
M24999,42.83333,12.83333
M25000,42.83333,12.83333
M25001,42.83333,12.83333
M25002,42.83333,12.83333
M25003,42.83333,12.83333
M25004,42.83333,12.83333
M25005,42.83333,12.83333
M25006,42.83333,12.83333
M25007,42.83333,12.83333
M25008,42.83333,12.83333
M25009,42.83333,12.83333
M25010,42.83333,12.83333
M25011,42.83333,12.83333
M25012,42.83333,12.83333
M25013,42.83333,12.83333
M25014,42.83333,12.83333
M25015,42.83333,12.83333
M25016,42.83333,12.83333
M25017,42.83333,12.83333
M25018,42.83333,12.83333
M25019,42.83333,12.83333
M25020,42.83333,12.83333
M25021,42.83333,12.83333
M25022,42.83333,12.83333
M25023,42.83333,12.83333
M25024,42.83333,12.83333
M25025,42.83333,12.83333
M25026,42.83333,12.83333
M25027,42.83333,12.83333
M25028,42.83333,12.83333
M25029,42.83333,12.83333
M25030,42.83333,12.83333
M25031,42.83333,12.83333
M25032,42.83333,12.83333
M25033,42.83333,12.83333
M25034,42.83333,12.83333
M25035,42.83333,12.83333
M25036,42.83333,12.83333
M25037,42.83333,12.83333
M25038,42.83333,12.83333
M25039,42.83333,12.83333
M25040,42.83333,12.83333
M25041,42.83333,12.83333
M25042,42.83333,12.83333
M25043,42.83333,12.83333
M25044,42.83333,12.83333
M25045,42.83333,12.83333
M25046,42.83333,12.83333
M25047,42.83333,12.83333
M25048,42.83333,12.83333
M25049,42.83333,12.83333
M25050,42.83333,12.83333
M25051,42.83333,12.83333
M25052,42.83333,12.83333
M25053,42.83333,12.83333
M25054,42.83333,12.83333
M25055,42.83333,12.83333
M25056,42.83333,12.83333
M25057,42.83333,12.83333
M25058,42.83333,12.83333
M25059,42.83333,12.83333
M25060,42.83333,12.83333
M25061,42.83333,12.83333
M25062,42.83333,12.83333
M25063,42.83333,12.83333
M25064,42.83333,12.83333
M25065,42.83333,12.83333
M25066,42.83333,12.83333
M25067,42.83333,12.83333
M25068,42.83333,12.83333
M25069,42.83333,12.83333
M25070,42.83333,12.83333
M25071,42.83333,12.83333
M25072,42.83333,12.83333
M25073,42.83333,12.83333
M25074,42.83333,12.83333
M25075,42.83333,12.83333
M25076,42.83333,12.83333
M25077,42.83333,12.83333
M25078,42.83333,12.83333
M25079,42.83333,12.83333
M25080,42.83333,12.83333
M25081,42.83333,12.83333
M25082,42.83333,12.83333
M25083,42.83333,12.83333
M25084,42.83333,12.83333
M25085,42.83333,12.83333
M25086,42.83333,12.83333
M25087,42.83333,12.83333
M25088,42.83333,12.83333
M25089,42.83333,12.83333
M25090,42.83333,12.83333
M25091,42.83333,12.83333
M25092,42.83333,12.83333
M25093,42.83333,12.83333
M25094,42.83333,12.83333
M25095,42.83333,12.83333
M25096,42.83333,12.83333
M25097,42.83333,12.83333
M25098,42.83333,12.83333
M25099,42.83333,12.83333
M25100,42.83333,12.83333
M25101,42.83333,12.83333
M25102,42.83333,12.83333
M25103,42.83333,12.83333
M25104,42.83333,12.83333
M25105,42.83333,12.83333
M25106,42.83333,12.83333
M25107,42.83333,12.83333
M25108,42.83333,12.83333
M25109,42.83333,12.83333
M25110,42.83333,12.83333
M25111,42.83333,12.83333
M25112,42.83333,12.83333
M25113,42.83333,12.83333
M25114,42.83333,12.83333
M25115,42.83333,12.83333
M25116,42.83333,12.83333
M25117,42.83333,12.83333
M25118,,
M25119,8,-5.5
M25120,8,-5.5
M25121,8,-5.5
M25122,8,-5.5
M25123,8,-5.5
M25124,8,-5.5
M25125,8,-5.5
M25126,8,-5.5
M25127,8,-5.5
M25128,8,-5.5
M25129,8,-5.5
M25130,8,-5.5
M25131,8,-5.5
M25132,8,-5.5
M25133,8,-5.5
M25134,8,-5.5
M25135,8,-5.5
M25136,8,-5.5
M25137,8,-5.5
M25138,8,-5.5
M25139,8,-5.5
M25140,8,-5.5
M25141,8,-5.5
M25142,8,-5.5
M25143,8,-5.5
M25144,8,-5.5
M25145,8,-5.5
M25146,20.33333,-103.66667
M25147,20.33333,-103.66667
M25148,40.69149,-73.80569
M25149,40.69149,-73.80569
M25150,40.69149,-73.80569
M25151,40.69149,-73.80569
M25152,40.69149,-73.80569
M25153,40.69149,-73.80569
M25154,40.69149,-73.80569
M25155,40.69149,-73.80569
M25156,40.69149,-73.80569
M25157,40.69149,-73.80569
M25158,40.69149,-73.80569
