Tracking Number,Lat,Lng
M33092,19.42847,-99.12766
M33093,19.42847,-99.12766
M33094,19.42847,-99.12766
M33095,19.42847,-99.12766
M33096,19.42847,-99.12766
M33097,19.42847,-99.12766
M33098,19.42847,-99.12766
M33099,19.42847,-99.12766
M33100,19.42847,-99.12766
M33101,19.42847,-99.12766
M33102,19.42847,-99.12766
M33103,19.42847,-99.12766
M33104,19.42847,-99.12766
M33105,19.42847,-99.12766
M33106,19.42847,-99.12766
M33107,19.42847,-99.12766
M33108,19.42847,-99.12766
M33109,19.42847,-99.12766
M33110,19.42847,-99.12766
M33111,19.42847,-99.12766
M33112,19.42847,-99.12766
M33113,19.42847,-99.12766
M33114,19.42847,-99.12766
M33115,19.42847,-99.12766
M33116,19.42847,-99.12766
M33117,19.42847,-99.12766
M33118,19.42847,-99.12766
M33119,19.42847,-99.12766
M33120,19.42847,-99.12766
M33121,19.42847,-99.12766
M33122,19.42847,-99.12766
M33123,19.42847,-99.12766
M33124,19.42847,-99.12766
M33125,19.42847,-99.12766
M33126,19.42847,-99.12766
M33127,19.42847,-99.12766
M33128,19.42847,-99.12766
M33129,19.42847,-99.12766
M33130,19.42847,-99.12766
M33131,19.42847,-99.12766
M33132,19.42847,-99.12766
M33133,19.42847,-99.12766
M33134,19.42847,-99.12766
M33135,19.42847,-99.12766
M33136,19.42847,-99.12766
M33137,19.42847,-99.12766
M33138,19.42847,-99.12766
M33139,19.42847,-99.12766
M33140,19.42847,-99.12766
M33141,19.42847,-99.12766
M33142,19.42847,-99.12766
M33143,19.42847,-99.12766
M33144,19.42847,-99.12766
M33145,19.42847,-99.12766
M33146,19.42847,-99.12766
M33147,19.42847,-99.12766
M33148,19.42847,-99.12766
M33149,19.42847,-99.12766
M33150,19.42847,-99.12766
M33151,19.42847,-99.12766
M33152,19.42847,-99.12766
M33153,19.42847,-99.12766
M33154,19.42847,-99.12766
M33155,19.42847,-99.12766
M33156,19.42847,-99.12766
M33157,19.42847,-99.12766
M33158,19.42847,-99.12766
M33159,19.42847,-99.12766
M33160,19.42847,-99.12766
M33161,19.42847,-99.12766
M33162,19.42847,-99.12766
M33163,19.42847,-99.12766
M33164,19.42847,-99.12766
M33165,19.42847,-99.12766
M33166,19.42847,-99.12766
M33167,19.42847,-99.12766
M33168,19.42847,-99.12766
M33169,19.42847,-99.12766
M33170,19.42847,-99.12766
M33171,19.42847,-99.12766
M33179,19.42847,-99.12766
M33180,19.42847,-99.12766
M33181,19.42847,-99.12766
M33182,19.42847,-99.12766
M33186,19.42847,-99.12766
M33187,19.42847,-99.12766
M33188,19.42847,-99.12766
M33189,19.42847,-99.12766
M33190,19.42847,-99.12766
M33191,19.42847,-99.12766
M33192,19.42847,-99.12766
M33193,19.42847,-99.12766
M33194,19.42847,-99.12766
M33195,19.42847,-99.12766
M33196,19.42847,-99.12766
M33197,19.42847,-99.12766
M33198,19.42847,-99.12766
M33199,19.42847,-99.12766
M33200,19.42847,-99.12766
M33201,19.42847,-99.12766
M33202,19.42847,-99.12766
M33203,19.42847,-99.12766
M33204,19.42847,-99.12766
M33205,19.42847,-99.12766
M33206,19.42847,-99.12766
M33207,19.42847,-99.12766
M33208,19.42847,-99.12766
M33209,19.42847,-99.12766
M33210,19.42847,-99.12766
M33211,19.42847,-99.12766
M33212,19.42847,-99.12766
M33213,19.42847,-99.12766
M33214,19.42847,-99.12766
M33215,19.42847,-99.12766
M33216,19.42847,-99.12766
M33217,19.42847,-99.12766
M33218,19.42847,-99.12766
M33219,19.42847,-99.12766
M33220,19.42847,-99.12766
M33221,19.42847,-99.12766
M33222,19.42847,-99.12766
M33223,19.42847,-99.12766
M33224,19.42847,-99.12766
M33225,19.42847,-99.12766
M33226,19.42847,-99.12766
M33227,19.42847,-99.12766
M33228,19.42847,-99.12766
M33229,19.42847,-99.12766
M33230,19.42847,-99.12766
M33231,19.42847,-99.12766
M33232,19.42847,-99.12766
M33233,19.42847,-99.12766
M33234,19.42847,-99.12766
M33235,19.42847,-99.12766
M33236,19.42847,-99.12766
M33237,19.42847,-99.12766
M33238,19.42847,-99.12766
M33239,19.42847,-99.12766
M33240,19.42847,-99.12766
M33241,19.42847,-99.12766
M33242,19.42847,-99.12766
M33243,19.42847,-99.12766
M33244,19.42847,-99.12766
M33245,19.42847,-99.12766
M33246,19.42847,-99.12766
M33247,19.42847,-99.12766
M33248,19.42847,-99.12766
M33249,19.42847,-99.12766
M33250,19.42847,-99.12766
M33251,19.42847,-99.12766
M33252,19.42847,-99.12766
M33253,19.42847,-99.12766
M33254,19.42847,-99.12766
M33255,19.42847,-99.12766
M33256,19.42847,-99.12766
M33257,19.42847,-99.12766
M33258,19.42847,-99.12766
M33259,19.42847,-99.12766
M33260,19.42847,-99.12766
M33261,19.42847,-99.12766
M33262,19.42847,-99.12766
M33263,19.42847,-99.12766
M33264,19.42847,-99.12766
M33265,19.42847,-99.12766
M33266,19.42847,-99.12766
M33267,19.42847,-99.12766
M33268,19.42847,-99.12766
M33269,19.42847,-99.12766
M33270,19.42847,-99.12766
M33271,19.42847,-99.12766
M33272,19.42847,-99.12766
M33273,19.42847,-99.12766
M33274,19.42847,-99.12766
M33275,19.42847,-99.12766
M33276,19.42847,-99.12766
M33277,19.42847,-99.12766
M33278,19.42847,-99.12766
M33279,19.42847,-99.12766
M33280,19.42847,-99.12766
M33281,19.42847,-99.12766
M33282,19.42847,-99.12766
M33283,19.42847,-99.12766
M33284,19.42847,-99.12766
M33285,19.42847,-99.12766
M33286,19.42847,-99.12766
M33287,19.42847,-99.12766
M33288,19.42847,-99.12766
M33289,19.42847,-99.12766
M33290,19.42847,-99.12766
M33291,19.42847,-99.12766
M33292,19.42847,-99.12766
M33293,19.42847,-99.12766
M33294,19.42847,-99.12766
M33295,19.42847,-99.12766
M33296,19.42847,-99.12766
M33297,19.42847,-99.12766
M33298,19.42847,-99.12766
M33299,19.42847,-99.12766
M33300,19.42847,-99.12766
M33301,19.42847,-99.12766
M33302,19.42847,-99.12766
M33303,19.42847,-99.12766
M33304,19.42847,-99.12766
M33305,19.42847,-99.12766
M33306,19.42847,-99.12766
M33307,19.42847,-99.12766
M33308,19.42847,-99.12766
M33309,19.42847,-99.12766
M33310,19.42847,-99.12766
M33311,19.42847,-99.12766
M33312,19.42847,-99.12766
M33313,19.42847,-99.12766
M33314,19.42847,-99.12766
M33315,19.42847,-99.12766
M33316,19.42847,-99.12766
M33317,19.42847,-99.12766
M33318,19.42847,-99.12766
M33319,19.42847,-99.12766
M33320,19.42847,-99.12766
M33321,19.42847,-99.12766
M33322,19.42847,-99.12766
M33323,19.42847,-99.12766
M33324,19.42847,-99.12766
M33325,19.42847,-99.12766
M33326,19.42847,-99.12766
M33327,19.42847,-99.12766
M33328,19.42847,-99.12766
M33329,19.42847,-99.12766
M33330,19.42847,-99.12766
M33331,19.42847,-99.12766
M33332,19.42847,-99.12766
M33333,19.42847,-99.12766
M33334,19.42847,-99.12766
M33335,19.42847,-99.12766
M33336,19.42847,-99.12766
M33337,19.42847,-99.12766
M33338,19.42847,-99.12766
M33339,19.42847,-99.12766
M33340,19.42847,-99.12766
M33341,19.42847,-99.12766
M33342,19.42847,-99.12766
M33343,19.42847,-99.12766
M33344,19.42847,-99.12766
M33345,19.42847,-99.12766
M33346,19.42847,-99.12766
M33347,19.42847,-99.12766
M33348,19.42847,-99.12766
M33349,19.42847,-99.12766
M33350,19.42847,-99.12766
M33351,19.42847,-99.12766
M33352,19.42847,-99.12766
M33353,19.42847,-99.12766
M33354,19.42847,-99.12766
M33355,19.42847,-99.12766
M33356,19.42847,-99.12766
M33357,19.42847,-99.12766
M33358,19.42847,-99.12766
M33359,19.42847,-99.12766
M33360,19.42847,-99.12766
M33361,19.42847,-99.12766
M33362,19.42847,-99.12766
M33363,19.42847,-99.12766
M33364,19.42847,-99.12766
M33365,19.42847,-99.12766
M33366,19.42847,-99.12766
M33367,19.42847,-99.12766
M33368,19.42847,-99.12766
M33369,19.42847,-99.12766
M33370,19.42847,-99.12766
M33371,19.42847,-99.12766
M33372,19.42847,-99.12766
M33373,19.42847,-99.12766
M33374,19.42847,-99.12766
M33375,19.42847,-99.12766
M33376,19.42847,-99.12766
M33377,19.42847,-99.12766
M33378,19.42847,-99.12766
M33379,19.42847,-99.12766
M33380,19.42847,-99.12766
M33381,19.42847,-99.12766
M33382,19.42847,-99.12766
M33383,19.42847,-99.12766
M33384,19.42847,-99.12766
M33385,19.42847,-99.12766
M33386,19.42847,-99.12766
M33387,19.42847,-99.12766
M33388,19.42847,-99.12766
M33389,19.42847,-99.12766
M33390,19.42847,-99.12766
M33391,19.42847,-99.12766
M33392,19.42847,-99.12766
M33393,19.42847,-99.12766
M33394,19.42847,-99.12766
M33395,19.42847,-99.12766
M33396,19.42847,-99.12766
M33397,19.42847,-99.12766
M33398,19.42847,-99.12766
M33399,19.42847,-99.12766
M33400,19.42847,-99.12766
M33401,19.42847,-99.12766
M33402,19.42847,-99.12766
M33403,19.42847,-99.12766
M33404,19.42847,-99.12766
M33405,19.42847,-99.12766
M33406,19.42847,-99.12766
M33407,19.42847,-99.12766
M33408,19.42847,-99.12766
M33409,19.42847,-99.12766
M33410,19.42847,-99.12766
M33411,19.42847,-99.12766
M33412,19.42847,-99.12766
M33413,19.42847,-99.12766
M33414,19.42847,-99.12766
M33415,19.42847,-99.12766
M33416,19.42847,-99.12766
M33417,19.42847,-99.12766
M33418,19.42847,-99.12766
M33419,19.42847,-99.12766
M33420,19.42847,-99.12766
M33421,19.42847,-99.12766
M33422,19.42847,-99.12766
M33423,19.42847,-99.12766
M33424,19.42847,-99.12766
M33425,19.42847,-99.12766
M33426,19.42847,-99.12766
M33427,19.42847,-99.12766
M33428,19.42847,-99.12766
M33429,19.42847,-99.12766
M33430,19.42847,-99.12766
M33431,19.42847,-99.12766
M33432,19.42847,-99.12766
M33433,19.42847,-99.12766
M33434,19.42847,-99.12766
M33435,19.42847,-99.12766
M33436,19.42847,-99.12766
M33437,19.42847,-99.12766
M33438,19.42847,-99.12766
M33439,19.42847,-99.12766
M33440,19.42847,-99.12766
M33441,19.42847,-99.12766
M33442,19.42847,-99.12766
M33443,19.42847,-99.12766
M33444,19.42847,-99.12766
M33445,19.42847,-99.12766
M33446,19.42847,-99.12766
M33447,19.42847,-99.12766
M33448,19.42847,-99.12766
M33449,19.42847,-99.12766
M33450,19.42847,-99.12766
M33451,19.42847,-99.12766
M33452,19.42847,-99.12766
M33453,19.42847,-99.12766
M33454,19.42847,-99.12766
M33455,19.42847,-99.12766
M33456,19.42847,-99.12766
M33457,19.42847,-99.12766
M33458,19.42847,-99.12766
M33459,19.42847,-99.12766
M33460,19.42847,-99.12766
M33461,19.42847,-99.12766
M33462,19.42847,-99.12766
M33463,19.42847,-99.12766
M33464,19.42847,-99.12766
M33465,19.42847,-99.12766
M33466,19.42847,-99.12766
M33467,19.42847,-99.12766
M33468,19.42847,-99.12766
M33469,19.42847,-99.12766
M33470,19.42847,-99.12766
M33471,19.42847,-99.12766
M33472,19.42847,-99.12766
M33473,19.42847,-99.12766
M33474,19.42847,-99.12766
M33475,19.42847,-99.12766
M33476,19.42847,-99.12766
M33477,19.42847,-99.12766
M33478,19.42847,-99.12766
M33479,19.42847,-99.12766
M33480,19.42847,-99.12766
M33481,19.42847,-99.12766
M33482,19.42847,-99.12766
M33483,19.42847,-99.12766
M33484,19.42847,-99.12766
M33485,19.42847,-99.12766
M33486,19.42847,-99.12766
M33487,19.42847,-99.12766
M33488,19.42847,-99.12766
M33489,19.42847,-99.12766
M33490,19.42847,-99.12766
M33491,19.42847,-99.12766
M33492,19.42847,-99.12766
M33493,19.42847,-99.12766
M33494,19.42847,-99.12766
M33495,19.42847,-99.12766
M33496,19.42847,-99.12766
M33497,19.42847,-99.12766
M33498,19.42847,-99.12766
M33499,19.42847,-99.12766
M33500,19.42847,-99.12766
M33501,19.42847,-99.12766
M33502,19.42847,-99.12766
M33503,19.42847,-99.12766
M33504,19.42847,-99.12766
M33505,19.42847,-99.12766
M33506,19.42847,-99.12766
M33507,19.42847,-99.12766
M33508,19.42847,-99.12766
M33509,19.42847,-99.12766
M33510,19.42847,-99.12766
M33511,19.42847,-99.12766
M33512,19.42847,-99.12766
M33513,19.42847,-99.12766
M33514,19.42847,-99.12766
M33515,19.42847,-99.12766
M33516,19.42847,-99.12766
M33517,19.42847,-99.12766
M33518,19.42847,-99.12766
M33519,19.42847,-99.12766
M33520,19.42847,-99.12766
M33521,19.42847,-99.12766
M33522,19.42847,-99.12766
M33523,19.42847,-99.12766
M33524,19.42847,-99.12766
M33525,19.42847,-99.12766
M33526,19.42847,-99.12766
M33527,19.42847,-99.12766
M33528,19.42847,-99.12766
M33529,19.42847,-99.12766
M33530,19.42847,-99.12766
M33531,19.42847,-99.12766
M33532,19.42847,-99.12766
M33533,19.42847,-99.12766
M33534,19.42847,-99.12766
M33535,19.42847,-99.12766
M33536,19.42847,-99.12766
M33537,19.42847,-99.12766
M33538,19.42847,-99.12766
M33539,19.42847,-99.12766
M33540,19.42847,-99.12766
M33541,19.42847,-99.12766
M33542,19.42847,-99.12766
M33543,19.42847,-99.12766
M33544,19.42847,-99.12766
M33545,19.42847,-99.12766
M33546,19.42847,-99.12766
M33547,19.42847,-99.12766
M33548,19.42847,-99.12766
M33549,19.42847,-99.12766
M33550,19.42847,-99.12766
M33551,19.42847,-99.12766
M33552,19.42847,-99.12766
M33553,19.42847,-99.12766
M33554,19.42847,-99.12766
M33555,19.42847,-99.12766
M33556,19.42847,-99.12766
M33557,19.42847,-99.12766
M33558,19.42847,-99.12766
M33559,19.42847,-99.12766
M33560,19.42847,-99.12766
M33561,19.42847,-99.12766
M33562,19.42847,-99.12766
M33563,19.42847,-99.12766
M33564,19.42847,-99.12766
M33565,19.42847,-99.12766
M33566,19.42847,-99.12766
M33567,19.42847,-99.12766
M33568,19.42847,-99.12766
M33569,19.42847,-99.12766
M33570,19.42847,-99.12766
M33571,19.42847,-99.12766
M33572,19.42847,-99.12766
M33573,19.42847,-99.12766
M33574,19.42847,-99.12766
M33575,19.42847,-99.12766
M33576,19.42847,-99.12766
M33577,19.42847,-99.12766
M33578,19.42847,-99.12766
M33579,19.42847,-99.12766
M33580,19.42847,-99.12766
M33581,19.42847,-99.12766
M33582,19.42847,-99.12766
M33583,19.42847,-99.12766
M33584,19.42847,-99.12766
M33585,19.42847,-99.12766
M33586,19.42847,-99.12766
M33587,19.42847,-99.12766
M33588,19.42847,-99.12766
M33589,19.42847,-99.12766
M33590,19.42847,-99.12766
M33591,19.42847,-99.12766
M33592,19.42847,-99.12766
M33593,19.42847,-99.12766
M33594,19.42847,-99.12766
M33595,19.42847,-99.12766
M33596,19.42847,-99.12766
M33597,19.42847,-99.12766
M33598,19.42847,-99.12766
M33599,19.42847,-99.12766
M33600,19.42847,-99.12766
M33601,19.42847,-99.12766
M33602,19.42847,-99.12766
M33603,19.42847,-99.12766
M33604,19.42847,-99.12766
M33605,19.42847,-99.12766
M33606,19.42847,-99.12766
M33607,19.42847,-99.12766
M33608,19.42847,-99.12766
M33609,19.42847,-99.12766
M33610,19.42847,-99.12766
M33611,19.42847,-99.12766
M33612,19.42847,-99.12766
M33613,19.42847,-99.12766
M33614,19.42847,-99.12766
M33615,19.42847,-99.12766
M33616,19.42847,-99.12766
M33617,19.42847,-99.12766
M33618,19.42847,-99.12766
M33619,19.42847,-99.12766
M33620,19.42847,-99.12766
M33621,19.42847,-99.12766
M33622,19.42847,-99.12766
M33623,19.42847,-99.12766
M33624,19.42847,-99.12766
M33625,19.42847,-99.12766
M33626,19.42847,-99.12766
M33627,19.42847,-99.12766
M33628,19.42847,-99.12766
M33629,19.42847,-99.12766
M33630,19.42847,-99.12766
M33631,19.42847,-99.12766
M33632,19.42847,-99.12766
M33633,19.42847,-99.12766
M33634,19.42847,-99.12766
M33635,19.42847,-99.12766
M33636,19.42847,-99.12766
M33637,19.42847,-99.12766
M33638,19.42847,-99.12766
M33639,19.42847,-99.12766
M33640,19.42847,-99.12766
M33641,19.42847,-99.12766
M33642,19.42847,-99.12766
M33643,19.42847,-99.12766
M33644,19.42847,-99.12766
M33645,19.42847,-99.12766
M33646,19.42847,-99.12766
M33647,19.42847,-99.12766
M33648,19.42847,-99.12766
M33649,19.42847,-99.12766
M33650,19.42847,-99.12766
M33651,19.42847,-99.12766
M33652,19.42847,-99.12766
M33653,19.42847,-99.12766
M33654,19.42847,-99.12766
M33655,19.42847,-99.12766
M33656,19.42847,-99.12766
M33657,19.42847,-99.12766
M33658,19.42847,-99.12766
M33659,19.42847,-99.12766
M33660,19.42847,-99.12766
M33661,19.42847,-99.12766
M33662,19.42847,-99.12766
M33663,19.42847,-99.12766
M33664,19.42847,-99.12766
M33665,19.42847,-99.12766
M33666,19.42847,-99.12766
M33667,19.42847,-99.12766
M33668,19.42847,-99.12766
M33669,19.42847,-99.12766
M33670,19.42847,-99.12766
M33671,19.42847,-99.12766
M33672,19.42847,-99.12766
M33673,19.42847,-99.12766
M33674,19.42847,-99.12766
M33675,19.42847,-99.12766
M33676,19.42847,-99.12766
M33677,19.42847,-99.12766
M33678,19.42847,-99.12766
M33679,19.42847,-99.12766
M33680,19.42847,-99.12766
M33681,19.42847,-99.12766
M33682,19.42847,-99.12766
M33683,19.42847,-99.12766
M33684,19.42847,-99.12766
M33685,19.42847,-99.12766
M33686,19.42847,-99.12766
M33687,19.42847,-99.12766
M33688,19.42847,-99.12766
M33689,19.42847,-99.12766
M33690,19.42847,-99.12766
M33691,19.42847,-99.12766
M33692,19.42847,-99.12766
M33693,19.42847,-99.12766
M33694,19.42847,-99.12766
M33695,19.42847,-99.12766
M33696,19.42847,-99.12766
M33697,19.42847,-99.12766
M33698,19.42847,-99.12766
M33699,19.42847,-99.12766
M33700,19.42847,-99.12766
M33701,19.42847,-99.12766
M33702,19.42847,-99.12766
M33703,19.42847,-99.12766
M33704,19.42847,-99.12766
M33705,19.42847,-99.12766
M33706,19.42847,-99.12766
M33707,19.42847,-99.12766
M33708,19.42847,-99.12766
M33709,19.42847,-99.12766
M33710,19.42847,-99.12766
M33711,19.42847,-99.12766
M33712,19.42847,-99.12766
M33713,19.42847,-99.12766
M33714,19.42847,-99.12766
M33715,19.42847,-99.12766
M33716,19.42847,-99.12766
M33717,19.42847,-99.12766
M33718,19.42847,-99.12766
M33719,19.42847,-99.12766
M33720,19.42847,-99.12766
M33721,19.42847,-99.12766
M33722,19.42847,-99.12766
M33723,19.42847,-99.12766
M33724,19.42847,-99.12766
M33725,19.42847,-99.12766
M33726,19.42847,-99.12766
M33727,19.42847,-99.12766
M33728,19.42847,-99.12766
M33729,19.42847,-99.12766
M33730,19.42847,-99.12766
M33731,19.42847,-99.12766
M33732,19.42847,-99.12766
M33733,19.42847,-99.12766
M33734,19.42847,-99.12766
M33735,19.42847,-99.12766
M33736,19.42847,-99.12766
M33737,19.42847,-99.12766
M33738,19.42847,-99.12766
M33739,19.42847,-99.12766
M33740,19.42847,-99.12766
M33741,19.42847,-99.12766
M33742,19.42847,-99.12766
M33743,19.42847,-99.12766
M33744,19.42847,-99.12766
M33745,19.42847,-99.12766
M33746,19.42847,-99.12766
M33747,19.42847,-99.12766
M33748,19.42847,-99.12766
M33749,19.42847,-99.12766
M33750,19.42847,-99.12766
M33751,19.42847,-99.12766
M33752,19.42847,-99.12766
M33753,19.42847,-99.12766
M33754,19.42847,-99.12766
M33755,19.42847,-99.12766
M33756,19.42847,-99.12766
M33757,19.42847,-99.12766
M33758,19.42847,-99.12766
M33759,19.42847,-99.12766
M33760,19.42847,-99.12766
M33761,19.42847,-99.12766
M33762,19.42847,-99.12766
M33763,19.42847,-99.12766
M33764,19.42847,-99.12766
M33765,19.42847,-99.12766
M33766,19.42847,-99.12766
M33767,19.42847,-99.12766
M33768,19.42847,-99.12766
M33769,19.42847,-99.12766
M33770,19.42847,-99.12766
M33771,19.42847,-99.12766
M33772,19.42847,-99.12766
M33773,19.42847,-99.12766
M33774,19.42847,-99.12766
M33775,19.42847,-99.12766
M33776,19.42847,-99.12766
M33777,19.42847,-99.12766
M33778,19.42847,-99.12766
M33779,19.42847,-99.12766
M33780,19.42847,-99.12766
M33781,19.42847,-99.12766
M33782,19.42847,-99.12766
M33783,19.42847,-99.12766
M33784,19.42847,-99.12766
M33785,19.42847,-99.12766
M33786,19.42847,-99.12766
M33787,19.42847,-99.12766
M33788,19.42847,-99.12766
M33789,19.42847,-99.12766
M33790,19.42847,-99.12766
M33791,19.42847,-99.12766
M33792,19.42847,-99.12766
M33793,19.42847,-99.12766
M33794,19.42847,-99.12766
M33795,19.42847,-99.12766
M33796,19.42847,-99.12766
M33797,19.42847,-99.12766
M33798,19.42847,-99.12766
M33799,19.42847,-99.12766
M33800,19.42847,-99.12766
M33801,19.42847,-99.12766
M33802,19.42847,-99.12766
M33803,19.42847,-99.12766
M33804,19.42847,-99.12766
M33805,19.42847,-99.12766
M33806,19.42847,-99.12766
M33807,19.42847,-99.12766
M33808,19.42847,-99.12766
M33809,19.42847,-99.12766
M33810,19.42847,-99.12766
M33811,19.42847,-99.12766
M33812,19.42847,-99.12766
M33813,19.42847,-99.12766
M33814,19.42847,-99.12766
M33815,19.42847,-99.12766
M33816,19.42847,-99.12766
M33817,19.42847,-99.12766
M33818,19.42847,-99.12766
M33819,19.42847,-99.12766
M33820,19.42847,-99.12766
M33821,19.42847,-99.12766
M33822,19.42847,-99.12766
M33823,19.42847,-99.12766
M33824,19.42847,-99.12766
M33825,19.42847,-99.12766
M33826,19.42847,-99.12766
M33827,19.42847,-99.12766
M33828,19.42847,-99.12766
M33829,19.42847,-99.12766
M33830,19.42847,-99.12766
M33831,19.42847,-99.12766
M33832,19.42847,-99.12766
M33833,19.42847,-99.12766
M33834,19.42847,-99.12766
M33835,19.42847,-99.12766
M33836,19.42847,-99.12766
M33837,19.42847,-99.12766
M33838,19.42847,-99.12766
M33839,19.42847,-99.12766
M33840,19.42847,-99.12766
M33841,19.42847,-99.12766
M33842,19.42847,-99.12766
M33843,19.42847,-99.12766
M33844,19.42847,-99.12766
M33845,19.42847,-99.12766
M33846,19.42847,-99.12766
M33847,19.42847,-99.12766
M33848,19.42847,-99.12766
M33849,19.42847,-99.12766
M33850,19.42847,-99.12766
M33851,19.42847,-99.12766
M33852,19.42847,-99.12766
M33853,19.42847,-99.12766
M33854,19.42847,-99.12766
M33855,19.42847,-99.12766
M33856,19.42847,-99.12766
M33857,19.42847,-99.12766
M33858,19.42847,-99.12766
M33859,19.42847,-99.12766
M33860,19.42847,-99.12766
M33861,19.42847,-99.12766
M33862,19.42847,-99.12766
M33863,19.42847,-99.12766
M33864,19.42847,-99.12766
M33865,19.42847,-99.12766
M33866,19.42847,-99.12766
M33867,19.42847,-99.12766
M33868,19.42847,-99.12766
M33869,19.42847,-99.12766
M33870,19.42847,-99.12766
M33871,19.42847,-99.12766
M33872,19.42847,-99.12766
M33873,19.42847,-99.12766
M33874,19.42847,-99.12766
M33875,19.42847,-99.12766
M33876,19.42847,-99.12766
M33877,19.42847,-99.12766
M33878,19.42847,-99.12766
M33879,19.42847,-99.12766
M33880,19.42847,-99.12766
M33881,19.42847,-99.12766
M33882,19.42847,-99.12766
M33883,19.42847,-99.12766
M33884,19.42847,-99.12766
M33885,19.42847,-99.12766
M33886,19.42847,-99.12766
M33887,19.42847,-99.12766
M33888,19.42847,-99.12766
M33889,19.42847,-99.12766
M33890,19.42847,-99.12766
M33891,19.42847,-99.12766
M33892,19.42847,-99.12766
M33893,19.42847,-99.12766
M33894,19.42847,-99.12766
M33895,19.42847,-99.12766
M33896,19.42847,-99.12766
M33897,19.42847,-99.12766
M33898,19.42847,-99.12766
M33899,19.42847,-99.12766
M33900,19.42847,-99.12766
M33901,19.42847,-99.12766
M33902,19.42847,-99.12766
M33903,19.42847,-99.12766
M33904,19.42847,-99.12766
M33905,19.42847,-99.12766
M33906,19.42847,-99.12766
M33907,19.42847,-99.12766
M33908,19.42847,-99.12766
M33909,19.42847,-99.12766
M33910,19.42847,-99.12766
M33911,19.42847,-99.12766
M33912,19.42847,-99.12766
M33913,19.42847,-99.12766
M33914,19.42847,-99.12766
M33915,19.42847,-99.12766
M33916,19.42847,-99.12766
M33917,19.42847,-99.12766
M33918,19.42847,-99.12766
M33919,19.42847,-99.12766
M33920,19.42847,-99.12766
M33921,19.42847,-99.12766
M33922,19.42847,-99.12766
M33923,19.42847,-99.12766
M33924,19.42847,-99.12766
M33925,19.42847,-99.12766
M33926,19.42847,-99.12766
M33927,19.42847,-99.12766
M33928,19.42847,-99.12766
M33929,19.42847,-99.12766
M33930,19.42847,-99.12766
M33931,19.42847,-99.12766
M33932,19.42847,-99.12766
M33933,19.42847,-99.12766
M33934,19.42847,-99.12766
M33935,19.42847,-99.12766
M33936,19.42847,-99.12766
M33937,19.42847,-99.12766
M33938,19.42847,-99.12766
M33939,19.42847,-99.12766
M33940,19.42847,-99.12766
M33941,19.42847,-99.12766
M33942,19.42847,-99.12766
M33943,19.42847,-99.12766
M33944,19.42847,-99.12766
M33945,19.42847,-99.12766
M33946,19.42847,-99.12766
M33947,19.42847,-99.12766
M33948,19.42847,-99.12766
M33949,19.42847,-99.12766
M33950,19.42847,-99.12766
M33951,19.42847,-99.12766
M33952,19.42847,-99.12766
M33953,19.42847,-99.12766
M33954,19.42847,-99.12766
M33955,19.42847,-99.12766
M33956,19.42847,-99.12766
M33957,19.42847,-99.12766
M33958,19.42847,-99.12766
M33959,19.42847,-99.12766
M33960,19.42847,-99.12766
M33961,19.42847,-99.12766
M33962,19.42847,-99.12766
M33963,19.42847,-99.12766
M33964,19.42847,-99.12766
M33965,19.42847,-99.12766
M33966,19.42847,-99.12766
M33967,19.42847,-99.12766
M33968,19.42847,-99.12766
M33969,19.42847,-99.12766
M33970,19.42847,-99.12766
M33971,19.42847,-99.12766
M33972,19.42847,-99.12766
M33973,19.42847,-99.12766
M33974,19.42847,-99.12766
M33975,19.42847,-99.12766
M33976,19.42847,-99.12766
M33977,19.42847,-99.12766
M33978,19.42847,-99.12766
M33979,19.42847,-99.12766
M33980,19.42847,-99.12766
M33981,19.42847,-99.12766
M33982,19.42847,-99.12766
M33983,19.42847,-99.12766
M33984,19.42847,-99.12766
M33985,19.42847,-99.12766
M33986,19.42847,-99.12766
M33987,19.42847,-99.12766
M33988,19.42847,-99.12766
M33989,19.42847,-99.12766
M33990,19.42847,-99.12766
M33991,19.42847,-99.12766
M33992,19.42847,-99.12766
M33993,19.42847,-99.12766
M33994,19.42847,-99.12766
M33995,19.42847,-99.12766
M33996,19.42847,-99.12766
M33997,19.42847,-99.12766
M33998,19.42847,-99.12766
M33999,19.42847,-99.12766
M34000,19.42847,-99.12766
M34001,19.42847,-99.12766
M34002,19.42847,-99.12766
M34003,19.42847,-99.12766
M34004,19.42847,-99.12766
M34005,19.42847,-99.12766
M34006,19.42847,-99.12766
M34007,19.42847,-99.12766
M34008,19.42847,-99.12766
M34009,19.42847,-99.12766
M34010,19.42847,-99.12766
M34011,19.42847,-99.12766
M34012,19.42847,-99.12766
M34013,19.42847,-99.12766
M34014,19.42847,-99.12766
M34015,19.42847,-99.12766
M34016,19.42847,-99.12766
M34017,19.42847,-99.12766
M34018,19.42847,-99.12766
M34019,19.42847,-99.12766
M34020,19.42847,-99.12766
M34021,19.42847,-99.12766
M34022,19.42847,-99.12766
M34023,19.42847,-99.12766
M34024,19.42847,-99.12766
M34025,19.42847,-99.12766
M34026,19.42847,-99.12766
M34027,19.42847,-99.12766
M34028,19.42847,-99.12766
M34029,19.42847,-99.12766
M34030,19.42847,-99.12766
M34031,19.42847,-99.12766
M34032,19.42847,-99.12766
M34033,19.42847,-99.12766
