EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,EMU Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec
5163724,R,160148,,,,,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,5011526,,,,,,,,,,,,,,,,,,No data,,No Data,,,,,,,,,,,,,,,,
3586038,R,17084,,T. Kimura,,,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,3057708,,,,,,,,,,,,,,,,,,Asia,,Japan,,,,,,,"Mitsaki, Sagami",,,,,,,,,
3578147,R,14175,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Hydrophis,torquatus,diadema,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3534267,R,35203,,,,,Squamata,Hydrophiidae,Hydrophis,melanocephalus,,3027248,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,,,,,,,,,,
3552404,R,23067,,,1922-07-27,1922-07-27,Squamata,Hydrophiidae,Laticauda,colubrina,,3029307,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,Blank entry in orig Catalog,,,,,,,,,
3552406,R,23068,,,1922-07-27,1922-07-27,Squamata,Hydrophiidae,Laticauda,colubrina,,3029307,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,Blank entry in orig Catalog,,,,,,,,,
3566437,R,28996,,Rollo H. Beck,,,Squamata,Hydrophiidae,Laticauda,colubrina,,3056047,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
3566439,R,28997,,Rollo H. Beck,,,Squamata,Hydrophiidae,Laticauda,colubrina,,3056047,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
3566445,R,29000,,Rollo H. Beck,,,Squamata,Hydrophiidae,Laticauda,colubrina,,3056047,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
3566449,R,29002,,Rollo H. Beck,,,Squamata,Hydrophiidae,Laticauda,colubrina,,3056047,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,
3501833,R,40453,,Rollo H. Beck,1924-10-27,1924-10-27,Squamata,Hydrophiidae,Laticauda,laticaudata,,3050223,,,,,,,,,,,,,,,,,,South Pacific,,Fiji Group,,,Fiji Ids,,,,Vanua Kula,,,,,,,,,
3501826,R,40450,,Rollo H. Beck,1925-01-14,1925-01-14,Squamata,Hydrophiidae,Laticauda,colubrina,,3050222,,,,,,,,,,,,,,,,,,South Pacific,,Fiji Group,,,Fiji Ids,,,,Vomo,,,,,,,,,
3500803,R,40212,,,1925,1925,Squamata,Hydrophiidae,Laticauda,colubrina,,3050029,,,,,,,,,,,,,,,,,,South Pacific,,Fiji group,,,Fiji Group,,,,Moala,,,,,,,,,
3502223,R,40577,,Rollo H. Beck,1925-01-01,1925-01-01,Squamata,Hydrophiidae,Laticauda,colubrina,,3050257,,,,,,,,,,,,,,,,,,South Pacific,,Tongas,,,,,,,Fonuaika,,,,,,,,,
3500805,R,40213,,,1925,1925,Squamata,Hydrophiidae,Laticauda,colubrina,,3050029,,,,,,,,,,,,,,,,,,South Pacific,,Fiji group,,,Fiji Group,,,,Moala,,,,,,,,,
3501071,R,40307,,Rollo H. Beck,1925,1925,Squamata,Hydrophiidae,Laticauda,colubrina,,3050062,,,,,,,,,,,,,,,,,,South Pacific,,Tongan Group,,,Tonga Group,,,,Kelifÿia,,,,,,,,,
3420122,R,66587,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420124,R,66588,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3463084,R,74485,,,1941-01-06,1941-01-06,Squamata,Hydrophiidae,Disteira,schistosa,,3045600,,,,,,,,,,,,,,,,,,Asia,,India,,,,,,,Ennur Sta,Madras,,,,,,,,
3596690,R,79918,,,1958-03-23,1958-03-23,Squamata,Hydrophiidae,Hydrophis,spiralis,spiralis,3059210,,,,,,,,,,,,,,,,,,Asia,,India?,,,,,,,,,,,,,,,,
3596694,R,79920,,,1958-03-23,1958-03-23,Squamata,Hydrophiidae,Hydrophis,spiralis,spiralis,3059210,,,,,,,,,,,,,,,,,,Asia,,India?,,,,,,,,,,,,,,,,
3420131,R,66591,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420120,R,66586,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420126,R,66589,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420128,R,66590,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3596692,R,79919,,,1958-03-23,1958-03-23,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,3059210,,,,,,,,,,,,,,,,,,Asia,,India?,,,,,,,,,,,,,,,,
3420108,R,66581,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420110,R,66582,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420112,R,66583,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420114,R,66584,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420116,R,66585,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Hydrophis,ornatus,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3420182,R,66604,,E. P. Brunese Jr.,,,Squamata,Hydrophiidae,Hydrophis,sp.,,3038948,,,,,,,,,,,,,,,,,,Asia,,Saudi Arabia,,,,,,,Persian Gulf,,,,,,,,,
3603096,R,81852,,,1959-01-22,1959-01-22,Squamata,Hydrophiidae,Disteira,schistosa,,3060194,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"W Pakistan, coastal waters near Gwadur",,,,,,,,,
3603098,R,81853,,,1959-01-22,1959-01-22,Squamata,Hydrophiidae,Disteira,schistosa,,3060194,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"W Pakistan, coastal waters near Gwadur",,,,,,,,,
3629420,R,87490,,Jooma,1961-09-09,1961-09-09,Squamata,Hydrophiidae,Hydrophis,cantoris,,3064591,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Clifton Beach,Karachi,,,,,,,,
3453823,R,88252,,Jooma,1962-03-06,1962-03-06,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,3043805,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Ghiziri Creek near Clifton,,,,,,,,,
3629418,R,87489,,Minton,1961-09-30,1961-09-30,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,3064590,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Karachi Harbor, Yari Creek",,,,,,,,,
3628241,R,86907,,J. Anderson,1961-06-28,1961-06-28,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,3064280,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Ghizri Creek, nr Clifton",Karachi,,,,,,,,
3628243,R,86908,,Jooma,1961-07-10,1961-07-10,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,3064281,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Korangi Creek, nr PAF station",Karachi,,,,,,,,
3628233,R,86903,,Jooma,1961-07-11,1961-07-11,Squamata,Hydrophiidae,Disteira,schistosa,,3064278,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Korangi Creek, nr PAF-Airforce Sta",Karachi,,,,,,,,
3628235,R,86904,,Jooma,1961-07-11,1961-07-11,Squamata,Hydrophiidae,Disteira,schistosa,,3064278,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Korangi Creek, nr PAF-Airforce Sta",Karachi,,,,,,,,
3603100,R,81854,,,1959-01-22,1959-01-22,Squamata,Hydrophiidae,Disteira,schistosa,,3060194,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"W Pakistan, coastal waters near Gwadur",,,,,,,,,
3603112,R,81859,,,1958-12-31,1958-12-31,Squamata,Hydrophiidae,Disteira,schistosa,,3060195,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Coastal waters nr Karachi,Islamabad,,,,,,,,
3628285,R,86928,,James Carey,1961-02-07,1961-02-07,Squamata,Hydrophiidae,Disteira,schistosa,,3064295,,,,,,,,,,,,,,,,,,Asia,,Thailand,,,,,,,Bangkok,,,,,,,,,
3628231,R,86902,,Jooma,1961-07-10,1961-07-10,Squamata,Hydrophiidae,Disteira,schistosa,,3064277,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Korangi Creek, nr PAF-Airforce Sta",Karachi,,,,,,,,
3603094,R,81851,,George Napier,1958-12-05,1958-12-05,Squamata,Hydrophiidae,Disteira,schistosa,,3060193,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Turtle Cove near Buleji,Federal Dist,,,,,,,,
3638277,R,143442,,,,,Squamata,Hydrophiidae,Hydrophis,lapemoides,,3065556,,,,,,,,,,,,,,,,,,Asia,,Iran,,,,,,,Persian Gulf,,,,,,,,,
3499440,R,58066,,,1935-03-26,1935-03-26,Squamata,Hydrophiidae,Pelamis,platurus,,3049908,,,,,,,,,,,,,,Yes,Yes,,,,,Ecuador,,,Galápagos Ids,,,Pacific Ocean,"53 mi NE of Tower Island, Galápagos",[Galápagos],,,,,,,0.83,-89.20
3470226,R,76865,,Babu N. Kylas,1957-01-11,1957-01-11,Squamata,Hydrophiidae,Lapemis,curtus,,3046634,,,,,,,,,,,,,,Yes,Yes,,,Asia,,India,,,,,,,"Veli Sea, Trivandrum",,,,,,,,8.30,76.6000
3453825,R,88253,,John E. Minton,1962-01-30,1962-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3043806,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi,,,,,,Clifton,,,,,,,,,
3399732,R,64612,,,,,Squamata,Hydrophiidae,Pelamis,platurus,,3027248,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,,,,,,,,,,
3578135,R,14169,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Aipysurus,eydouxi,,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3578141,R,14172,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Hydrophis,klossi,,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3628245,R,86909,,Jooma,1961-07-10,1961-07-10,Squamata,Hydrophiidae,Hydrophis,cantoris,,3064281,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Korangi Creek, nr PAF station",Karachi,,,,,,,,
3578145,R,14174,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Hydrophis,torquatus,diadema,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3578158,R,14180,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Lapemis,curtus,,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3600849,R,81510,,Madge R. Minton & Sherman A. Minton,1958-09-03,1958-09-03,Squamata,Hydrophiidae,Disteira,schistosa,,3059827,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Gharo Cr Bridge near Gharo,Thatta,,,,,,,,
3420100,R,66580,,James A. Oliver,1945-09-13,1945-09-13,Squamata,Hydrophiidae,Laticauda,laticaudata,,3038939,,,,,,,,,,,,,,,,,,Asia,,[Japan],,,,,,,"Buckner Bay, Okinawa (Nakagusuku Wan)",Ryu Kyu Islands,,,,,,,,
3622316,R,84024,,Walter Pfeffer,1958-07-,1958-07-,Squamata,Hydrophiidae,Pelamis,platurus,,3063019,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Clifton Beach,Karachi,,,,,,,,
3626059,R,85868,,O. Priddle,1961-01-23,1961-01-23,Squamata,Hydrophiidae,Pelamis,platurus,,3063954,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,"Arabian Sea, ca 20 mi off Cape Monze",Karachi,,,,,,,,
3578149,R,14176,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Hydrophis,fasciatus,atriceps,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3578151,R,14177,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Hydrophis,fasciatus,atriceps,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3578153,R,14178,,Malcolm A. Smith M.D.,,,Squamata,Hydrophiidae,Hydrophis,fasciatus,atriceps,3056788,,,,,,,,,,,,,,,,,,Asia,,,,,,,,,,,Gulf of Siam,,,,,,,
3470230,R,76866,,Babu N. Kylas,1957-01-14,1957-01-14,Squamata,Hydrophiidae,Hydrophis,gracilis,,3046634,,,,,,,,,,,,,,Yes,Yes,,,Asia,,India,,,,,,,"Veli Sea, Trivandrum",,,,,,,,8.30,76.6000
3547292,R,20956,,Australian Museum,,,Squamata,Hydrophiidae,Laticauda,colubrina,,3054085,,,,,,,,,,,,,,,,,,South Pacific,,Tonga,,,,,,,,,,,,,,,,
5153754,R,161756,,"Sherman A. Minton, W. Fairservis & N. B. Chugtai",1959-12-19,1959-12-19,Squamata,Hydrophiidae,Enhydrina,schistosa,,5009562,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Churna Island off mouth of Hab River,Sind,,,,,,,,
5153802,R,161780,,George Caldwell,1960-03-06,1960-03-06,Squamata,Hydrophiidae,Pelamis,platurus,,5009521,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,Hawke's Bay beach,Sind,,,,,,,,
5153806,R,161782,,Harold Beeson,1960-10-15,1960-10-15,Squamata,Hydrophiidae,Praescutata,viperina,,5009521,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,Hawke's Bay beach,Sind,,,,,,,,
5153778,R,161768,,Sidney Gulick,1961-02-12,1961-02-12,Squamata,Hydrophiidae,Hydrophis,mamillaris,,5009453,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Las Bela,,,,,,Sonmiani Beach,Baluchistan,,,,,,,,
5153764,R,161761,,Jerry Anderson,1961-06-28,1961-06-28,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,5009519,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,Ghizri Creek,Sind,,,,,,,,
5153758,R,161758,,Jooma,1961-09-09,1961-09-09,Squamata,Hydrophiidae,Hydrophis,cantoris,,5009515,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,Clifton Beach,Sind,,,,,,,,
5153776,R,161767,,Sherman A. Minton,1962-06-25,1962-06-25,Squamata,Hydrophiidae,Hydrophis,lapemoides,,5009520,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,Hawke's Bay,Sind,,,,,,,,
5153772,R,161765,,Leslie Davis,1962-08-20,1962-08-20,Squamata,Hydrophiidae,Hydrophis,gracilis,,5009520,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,Hawke's Bay,Sind,,,,,,,,
5153786,R,161772,,J. A. Anderson,1962-11-25,1962-11-25,Squamata,Hydrophiidae,Hydrophis,spiralis,,5009563,,,,,,,,,,,,,,,,,,Asia,,Pakistan,,,,,,,Khara Coast off Rann of Kutch,Sind,,,,,,,,
5153766,R,161762,,J. A. Anderson,1962-12-02,1962-12-02,Squamata,Hydrophiidae,Hydrophis,cyanocinctus,,5009516,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Karachi Dist.,,,,,,coastal waters 12 mi. off Karachi,Sind,,,,,,,,
5153804,R,161781,,,1975,1975,Squamata,Hydrophiidae,Pelamis,platurus,,5009379,,,,,,,,,,,,,,,,,,Asia,,India,,,,,,,coastal waters nr. Madras,,,,,,,,,
5153788,R,161773,,,1983-09-,1983-09-,Squamata,Hydrophiidae,Lapemis,curtus,,5009456,,,,,,,,,,,,,,,,,,Asia,,Pakistan,Las Bela District,,,,,,Sonmiani Beach,Baluchistan,,,,,,,,
5296221,R,173614,,,,,Squamata,Hydrophiidae,Hydrophis,sp.,,5024409,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,,,,,,,,,,
5306818,R,175205,,,,,Squamata,Hydrophiidae,Hydrophis,sp.,,5024409,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,,,,,,,,,,
3512655,R,44962,,C. F. Maxwell,1913,1913,Squamata,Hydrophiidae,Laticauda,schistorhynchus,,3051079,,,,,,,,,,,,,,,,,,South Pacific,,,,,,,,,Niue (or Savage Id) near the Tonga or Friendly Group,,,,,,,,,
3603495,R,2738,,Mason Mitchell & Amer Consul,1910-04-,1910-04-,Squamata,Hydrophiidae,Pelamis,platurus,,3060274,,,,,,,,,,,,,,,,,,South Pacific,,Samoa,,,,,,,Apia,,,,,,,,,
3603497,R,2739,,Mason Mitchell & Amer Consul,1910-04-,1910-04-,Squamata,Hydrophiidae,Pelamis,platurus,,3060274,,,,,,,,,,,,,,,,,,South Pacific,,Samoa,,,,,,,Apia,,,,,,,,,
3603713,R,2852,,Bashford Dean,1905,1905,Squamata,Hydrophiidae,Pelamis,sp.,,3060305,,,,,,,,,,,,,,,,,,Asia,,Japan,,,,,,,,,,,,,,,,
3606607,R,3900,,Maximilian,,,Squamata,Hydrophiidae,Praescutata,viperina,,3060909,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Ocean,Indian Ocean,,,,,,,,,
3608878,R,4998,,,,,Squamata,Hydrophiidae,Emydocephalus,annulatus,,3027248,,,,,,,,,,,,,,,,,,No Data,,No Data,,,,,,,,,,,,,,,,
3406254,R,98461,,,1937-11-15,1937-11-15,Squamata,Hydrophiidae,Pelamis,platurus,,3036646,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,Bahia Banderas,Jalisco,,,,,,,,
3567412,R,19335,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592054,R,19340,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592056,R,19339,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592062,R,19336,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592064,R,19334,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592066,R,19333,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592068,R,19332,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592070,R,19331,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592072,R,19330,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592074,R,19329,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592076,R,19328,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3592078,R,19327,,P. Ruthling,1920-02-07,1920-02-07,Squamata,Hydrophiidae,Pelamis,platurus,,3056150,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,high seas about 15 mi from shore between Mazatlan (Sinaloa) and San Blas (Nayarit),Sinaloa/Nayarit,,,,,,,,
3377440,R,123923,,William Lopez-Forment,1970-05-,1970-05-,Squamata,Hydrophiidae,Pelamis,platurus,,3032044,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,Bay of Chamela,Jalisco,,,,,,,,
3377437,R,123922,,William Lopez-Forment,1970-05-,1970-05-,Squamata,Hydrophiidae,Pelamis,platurus,,3032044,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,Bay of Chamela,Jalisco,,,,,,,,
3592112,R,19312,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592114,R,19311,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592116,R,19310,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592080,R,19326,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592082,R,19325,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592084,R,19324,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592086,R,19323,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592088,R,19322,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592090,R,19321,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592092,R,19320,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
