EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,EMU Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec
3344577,R,131622,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344579,R,131623,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344581,R,131624,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344583,R,131625,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344585,R,131626,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344587,R,131627,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344589,R,131628,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344591,R,131629,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344593,R,131630,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344595,R,131631,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344597,R,131632,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344599,R,131633,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344601,R,131634,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344603,R,131635,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344605,R,131636,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344607,R,131637,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344609,R,131638,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344611,R,131639,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344613,R,131640,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344615,R,131641,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344617,R,131642,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344627,R,131647,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344629,R,131648,,Chaim Kropack,1971,1971,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344631,R,131649,,Chaim Kropack,1971,1971,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344635,R,131651,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344637,R,131652,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344639,R,131653,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344641,R,131654,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344643,R,131655,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344645,R,131656,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344647,R,131657,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344649,R,131658,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344625,R,131646,,Chaim Kropack,1970-10-,1970-10-,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344573,R,131620,,Chaim Kropack,1970-01-15,1970-01-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344633,R,131650,,Chaim Kropack,1970-08-15,1970-08-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344661,R,131664,,Chaim Kropack,1970-01-14,1970-01-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344829,R,131748,,Chaim Kropack,,,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344823,R,131745,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344651,R,131659,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344653,R,131660,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344655,R,131661,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344657,R,131662,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344659,R,131663,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344663,R,131665,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344665,R,131666,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344667,R,131667,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344669,R,131668,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344671,R,131669,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344675,R,131671,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344681,R,131674,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344683,R,131675,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344685,R,131676,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344687,R,131677,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344689,R,131678,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344691,R,131679,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344693,R,131680,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344695,R,131681,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344697,R,131682,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344699,R,131683,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344701,R,131684,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344703,R,131685,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344705,R,131686,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344707,R,131687,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344709,R,131688,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344711,R,131689,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344713,R,131690,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344715,R,131691,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344717,R,131692,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344719,R,131693,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344721,R,131694,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344723,R,131695,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344725,R,131696,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344729,R,131698,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344733,R,131700,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344739,R,131703,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344741,R,131704,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344747,R,131707,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344751,R,131709,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344755,R,131711,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344757,R,131712,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344759,R,131713,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344761,R,131714,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344621,R,131644,,Chaim Kropack,1970-10-,1970-10-,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344427,R,131547,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344429,R,131548,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344431,R,131549,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344433,R,131550,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344435,R,131551,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344437,R,131552,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344439,R,131553,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344441,R,131554,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344443,R,131555,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344445,R,131556,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344447,R,131557,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344449,R,131558,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344451,R,131559,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344453,R,131560,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344455,R,131561,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344457,R,131562,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344459,R,131563,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344461,R,131564,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344463,R,131565,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344465,R,131566,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344467,R,131567,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344469,R,131568,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344471,R,131569,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344473,R,131570,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344475,R,131571,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344477,R,131572,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344479,R,131573,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344481,R,131574,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344483,R,131575,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344485,R,131576,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344489,R,131578,,Chaim Kropack,1968,1968,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344491,R,131579,,Chaim Kropack,1969,1969,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344619,R,131643,,Chaim Kropack,1970-10-,1970-10-,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344623,R,131645,,Chaim Kropack,1970-10-,1970-10-,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344487,R,131577,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344493,R,131580,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344495,R,131581,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344497,R,131582,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344499,R,131583,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344501,R,131584,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344503,R,131585,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344505,R,131586,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344507,R,131587,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344509,R,131588,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344511,R,131589,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344513,R,131590,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344515,R,131591,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344517,R,131592,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344519,R,131593,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
