PrepIRN	CatPrefix	CatNumber	CatSuffix	BioDateVisitedFrom	BioDateVisitedTo	ExpExpeditionName	BioParticipantString	ClaOrder	ClaFamily	ClaGenus	ClaSpecies	ClaSubspecies	LocContinent	LocCountry	LocDistrictCountyShire	LocIslandGrouping	LocIslandName	LocOcean	LocPreciseLocation	LocProvinceStateTerritory	LocSeaGulf	LocTownship	TerElevationFromMet	TerElevationToMet	TerVerbatimElevation	LatPreferredCentroidLatDec	LatPreferredCentroidLongDec
6509574	EN	5842		Feb 1935			James P. Chapin	Tinamiformes	Tinamidae	Nothoprocta	perdicaria	perdicaria							Easter Island, South Pacific								
6507986	EN	5048		18 Aug 1925		Whitney South Sea Expedition		Galliformes	Megapodiidae	Megapodius	pritchardii								Niaufou Island Tonga Group, Pacific								
6507988	EN	5049		18 Aug 1925		Whitney South Sea Expedition	R.H. Beck	Galliformes	Megapodiidae	Megapodius	pritchardii								Niaufou Island Tonga Group, Pacific								
6507990	EN	5050		18 Aug 1925		Whitney South Sea Expedition	Mrs. J.G. Correia	Galliformes	Megapodiidae	Megapodius	pritchardii								Niaufou Island Tonga Group, Pacific								
6507992	EN	5051		18 Aug 1925		Whitney South Sea Expedition	R.H. Beck	Galliformes	Megapodiidae	Megapodius	pritchardii								Niaufou Island Tonga Group, Pacific								
6047654	SKIN	216561		14 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6047678	SKIN	216575		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6047676	SKIN	216574		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6047674	SKIN	216573		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6047672	SKIN	216572		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6047670	SKIN	216571		22 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Beagle Island (Maruiapa)	South Pacific	Bay at South End	Guadalcanal Province						-9.794767	160.820221
6047668	SKIN	216570		22 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Beagle Island (Maruiapa)	South Pacific	Bay at South End	Guadalcanal Province						-9.794767	160.820221
6047666	SKIN	216569		23 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Komachu Island	South Pacific		Guadalcanal Province						-9.821542	160.815452
6047664	SKIN	216568		23 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Komachu Island	South Pacific		Guadalcanal Province						-9.821542	160.815452
6047680	SKIN	216576		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6047656	SKIN	216562		10 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6047662	SKIN	216567		26 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Makira (San Cristobal)	South Pacific	Star Harbour	Makira-Ulawa Province						-10.796106	162.272562
5775119	SKIN	330590		20 Sep 1930		Whitney South Sea Expedition	W. F. Coultas	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ndai (Gower) Island	South Pacific		Malaita Province						-7.901164	160.625471
5775117	SKIN	330589		20 Sep 1930		Whitney South Sea Expedition	W. F. Coultas	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ndai (Gower) Island	South Pacific		Malaita Province						-7.901164	160.625471
5775115	SKIN	330588		20 Sep 1930		Whitney South Sea Expedition	W. F. Coultas	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ndai (Gower) Island	South Pacific		Malaita Province						-7.901164	160.625471
5774985	SKIN	330523		02 Oct 1930		Whitney South Sea Expedition	W. F. Coultas	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands				South Pacific	Ontong Java Atoll	Malaita Province						-5.521249	159.675402
5774983	SKIN	330522		02 Oct 1930		Whitney South Sea Expedition	W. Coultas	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands				South Pacific	Ontong Java Atoll	Malaita Province						-5.521249	159.675402
5774981	SKIN	330521		02 Oct 1930		Whitney South Sea Expedition	W. F. Coultas	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands				South Pacific	Ontong Java Atoll	Malaita Province						-5.521249	159.675402
5771879	SKIN	328903		06 Aug 1929		Whitney South Sea Expedition	H. Hamlin	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Papua New Guinea		Green Islands	Nissan Island	South Pacific		Autonomous Region of Bougainville							
5771877	SKIN	328902		06 Aug 1929		Whitney South Sea Expedition	H. Hamlin	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Papua New Guinea		Green Islands	Nissan Island	South Pacific		Autonomous Region of Bougainville							
5771875	SKIN	328901		10 Aug 1929		Whitney South Sea Expedition	H. Hamlin	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Papua New Guinea		Green Islands	Nissan Island	South Pacific		Autonomous Region of Bougainville							
6047660	SKIN	216564		09 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6047682	SKIN	216577		03 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6047684	SKIN	216578		19 May 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Guadalcanal	South Pacific	Berende (north coast west of Aola)	Guadalcanal Province							
6047658	SKIN	216563		09 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6054208	SKIN	220367		26 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Nusa Simbo Island (Narovo Island)	South Pacific	Simbo Harbour	Western Province						-8.27525	156.528231
6051026	SKIN	218759		28 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Makira (San Cristobal)	South Pacific	Star Harbour	Makira-Ulawa Province						-10.796106	162.272562
6054192	SKIN	220359		10 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Gijunabena Islands		South Pacific		Isabel Province						-7.519189	158.688656
6054194	SKIN	220360		15 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Arnavon Islands		South Pacific		Isabel Province						-7.453681	158.004521
6054196	SKIN	220361		15 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Arnavon Islands		South Pacific		Isabel Province						-7.453681	158.004521
6054198	SKIN	220362		25 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Kolombangara	South Pacific	Ariel Cove and inland	Western Province						-8.036804	156.957109
6054200	SKIN	220363		20 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Ranongga	South Pacific	Pienuna (Kumbokota Anchorage)	Western Province						-8.027231	156.583732
6054202	SKIN	220364		25 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Ranongga	South Pacific	Pienuna (Kumbokota Anchorage)	Western Province						-8.027231	156.583732
6051024	SKIN	218758		30 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Russell Islands	Lamon Island (Moie)	South Pacific		Central Province						-9.139482	159.366352
6054206	SKIN	220366		26 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Nusa Simbo Island (Narovo Island)	South Pacific	Simbo Harbour	Western Province						-8.27525	156.528231
6054216	SKIN	220371		08 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Shortland Islands	Whitney Island	South Pacific		Western Province						-6.973738	155.52588
6054210	SKIN	220368		28 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Nusa Simbo Island (Narovo Island)	South Pacific	Simbo Harbour	Western Province						-8.27525	156.528231
6054212	SKIN	220369		26 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Nusa Simbo Island (Narovo Island)	South Pacific	Simbo Harbour	Western Province						-8.27525	156.528231
6054214	SKIN	220370		14 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Vella Lavella	South Pacific	Mundi Mundi Anchorage	Western Province						-7.633333	156.516667
6050998	SKIN	218745		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6054218	SKIN	220372		08 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Shortland Islands	Whitney Island	South Pacific		Western Province						-6.973738	155.52588
6051030	SKIN	218761		01 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Russell Islands	Banika Island	South Pacific		Central Province						-9.104671	159.190885
6051032	SKIN	218762		01 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Russell Islands	Banika Island	South Pacific		Central Province						-9.104671	159.190885
6051000	SKIN	218746		03 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6054204	SKIN	220365		20 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Ranongga	South Pacific	Pienuna (Kumbokota Anchorage)	Western Province						-8.027231	156.583732
6054186	SKIN	220356		09 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific	Islands at west end of Rekata Bay	Isabel Province						-7.509117	158.641444
6051022	SKIN	218757		14 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Guadalcanal	South Pacific	Cape Hunter	Guadalcanal Province						-9.798451	159.821761
6054176	SKIN	220351		05 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province						-8.258898	160.187603
6054178	SKIN	220352		05 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province						-8.258898	160.187603
6054180	SKIN	220353		05 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province						-8.258898	160.187603
6051028	SKIN	218760		26 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Fara Island	South Pacific		Isabel Province						-8.110571	159.591775
6054184	SKIN	220355		10 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Gijunabena Islands		South Pacific		Isabel Province						-7.519189	158.688656
6054188	SKIN	220357		09 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific	Islands at west end of Rekata Bay	Isabel Province						-7.509117	158.641444
6054190	SKIN	220358		09 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific	Islands at west end of Rekata Bay	Isabel Province						-7.509117	158.641444
6051002	SKIN	218747		03 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6051018	SKIN	218755		30 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Sulei Island	South Pacific		Isabel Province						-8.080594	159.537311
6051006	SKIN	218749		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6051008	SKIN	218750		04 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Russell Islands	Pavuvu Island	South Pacific	Hooper Bay	Central Province						-9.040475	159.083763
6051010	SKIN	218751		06 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Russell Islands	Pavuvu Island	South Pacific	Hooper Bay	Central Province						-9.040475	159.083763
6051012	SKIN	218752		06 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		Russell Islands	Pavuvu Island	South Pacific	Hooper Bay	Central Province						-9.040475	159.083763
6051014	SKIN	218753		27 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific	Mount Sasari	Isabel Province						-8.174529	159.554726
6051020	SKIN	218756		16 May 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Guadalcanal	South Pacific	Aola	Guadalcanal Province						-9.526093	160.481217
6051016	SKIN	218754		30 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Sulei Island	South Pacific		Isabel Province						-8.080594	159.537311
6051004	SKIN	218748		04 Jun 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Savo Island	South Pacific		Central Province						-9.130867	159.812488
6054182	SKIN	220354		05 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province						-8.258898	160.187603
6062626	SKIN	224434		19 May 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands		New Georgia Islands	Rendova	South Pacific	Mainland near Tambusolo Island	Western Province						-8.415946	157.318249
6056032	SKIN	221238		23 Feb 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
6069608	SKIN	228202		25 Sep 1929		Whitney South Sea Expedition	Hamlin, Mayr	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069606	SKIN	228201		01 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6068670	SKIN	227784		18 Jan 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Makira (San Cristobal)	South Pacific		Makira-Ulawa Province							
6068668	SKIN	227783		18 Jan 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Makira (San Cristobal)	South Pacific		Makira-Ulawa Province							
6069604	SKIN	228200		29 Sep 1929		Whitney South Sea Expedition	Hamlin, Mayr	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069602	SKIN	228199		24 Sep 1929		Whitney South Sea Expedition	Hamlin, Mayr	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6066234	SKIN	226541		02 Mar 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Malaita	South Pacific	Su'u	Malaita Province						-9.166667	160.933333
6068306	SKIN	227601		05 Apr 1930		Whitney South Sea Expedition	Coultas, Eyerdam, Hamlin	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Ndai (Gower) Island	South Pacific		Malaita Province						-7.901164	160.625471
6068560	SKIN	227729		04 Jan 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
5496027	SKIN	539160		23 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5496029	SKIN	539161		08 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5496031	SKIN	539162		20 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5496033	SKIN	539163		20 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5496037	SKIN	539165		10 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5025448	DOT	6609		09 Jul 1995				Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific	Garanga River	Isabel Province							
5496041	SKIN	539167		22 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5496035	SKIN	539164		22 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
5025456	DOT	6613		09 Jul 1995				Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific		Isabel Province							
5025484	DOT	6627		14 Jul 1995				Galliformes	Megapodiidae	Megapodius	eremita		Oceania	Solomon Islands			Santa Isabel	South Pacific	Tunucheu, above Thirotongna Village	Isabel Province							
5496039	SKIN	539166		17 Jan 1925			A. F. Eichhorn	Galliformes	Megapodiidae	Megapodius	eremita			New Britain					Talesea								
2125957	SKIN	750705		25 Oct 1919			E.A.C. Young	Galliformes	Phasianidae	Bonasa	umbellus	umbelloides							Meach's Lake, N'Old Chelsea	Que.							
5498723	SKIN	540528		09 Nov 1895			Bacher	Galliformes	Phasianidae	Ammoperdix	heyi	heyi		Palestine					Ras Feschcha, Dead Sea								
6507994	EN	5052		22 Dec 1924		Whitney South Sea Expedition	Mr. Hicks for R.H. Beck	Galliformes	Phasianidae	Gallus	gallus								Koro Island, Fijis, Pacific								
6507998	EN	5054		25 Aug 1924		Whitney South Sea Expedition	R.H. Beck	Galliformes	Phasianidae	Gallus	gallus								Kambara Island, Fijis, Pacific								
6507996	EN	5053		05 Nov 1921		Whitney South Sea Expedition	E.H. Quayle	Galliformes	Phasianidae	Gallus	gallus								Moorea Is., Society Group, Pacific								
2165934	SKIN	730805		21 Jan 1904			R.J. Pincher	Anseriformes	Anatidae	Anser	brachyrhynchus		Europe	United Kingdom	Norfolk				Cley by Sea	England							
2165748	SKIN	730712					Dr. Moltrecht	Anseriformes	Anatidae	Anser	erythropus								Anadyn, Bering Sea								
6470111	FLUID	8971		Jun 1985				Anseriformes	Anatidae	Branta	bernicla		North and Central America	USA	Suffolk Co.				Fire Island National Seashore	New York							
2166108	SKIN	730892					Dr. Moltrecht	Anseriformes	Anatidae	Branta	bernicla	nigricans							Anadyn, Bering Sea								
2166106	SKIN	730891					Dr. Moltrecht	Anseriformes	Anatidae	Branta	bernicla	nigricans							Anadyn, Bering Sea								
2166218	SKIN	730947					R. Tancré	Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166230	SKIN	730953						Anseriformes	Anatidae	Branta	ruficollis			South Russia					Caspian Sea								
2166228	SKIN	730952						Anseriformes	Anatidae	Branta	ruficollis			South Russia					Caspian Sea								
2166226	SKIN	730951		02 Jan 1889				Anseriformes	Anatidae	Branta	ruficollis			South Russia ?					Saliany,Caspian Sea								
2166232	SKIN	730954						Anseriformes	Anatidae	Branta	ruficollis			South Russia					Caspian Sea								
2166208	SKIN	730942		18 Mar 1904				Anseriformes	Anatidae	Branta	ruficollis			South Russia					Petrosk, Caspian Sea								
2166216	SKIN	730946						Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166206	SKIN	730941		28 Feb 1889				Anseriformes	Anatidae	Branta	ruficollis			South Russia					Petrosk, Caspian Sea								
2166224	SKIN	730950		Dec			N.C. Rothschild	Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166212	SKIN	730944						Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166220	SKIN	730948					N.C. Rothschild	Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166222	SKIN	730949						Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166204	SKIN	730940		22 Mar 1904				Anseriformes	Anatidae	Branta	ruficollis			South Russia					Petrowsk, Caspian Sea								
2166214	SKIN	730945		19 Feb 1913				Anseriformes	Anatidae	Branta	ruficollis			South Russia					Lenkoran, Caspian Sea								
2166210	SKIN	730943		07 Mar 1896			Zarudny	Anseriformes	Anatidae	Branta	ruficollis			South Russia					Petrosk, Caucas, Caspian Sea								
5604502	SKIN	443772		15 Oct 1915			R. H. Beck	Anseriformes	Anatidae	Tachyeres	brachypterus			Falkland Is.					Sea Lion I.								
5604500	SKIN	443771		17 Dec 1915			R. H. Beck	Anseriformes	Anatidae	Tachyeres	brachypterus			Falkland Is.					Sea Lion I.								
5638117	SKIN	424016		12 Sep 1892				Anseriformes	Anatidae	Tadorna	tadorna								Cley next Sea	Norfolk							
5638125	SKIN	424018		23 Jan 1897				Anseriformes	Anatidae	Tadorna	tadorna								Cley next Sea	Norfolk							
2167236	SKIN	731456		Jan 1897			Mocquerys	Anseriformes	Anatidae	Tadorna	tadorna			S. Russia					Hassan Cade, Caspian Sea								
2167238	SKIN	731457		Jan 1897			Mocquerys	Anseriformes	Anatidae	Tadorna	tadorna			S. Russia					Hassan Cade, Caspian Sea								
2167240	SKIN	731458		Jan 1897			Mocquerys	Anseriformes	Anatidae	Tadorna	tadorna			S. Russia					Hassan Cade, Caspian Sea								
2167242	SKIN	731459		Jan 1897			Mocquerys	Anseriformes	Anatidae	Tadorna	tadorna			S. Russia					Hassan Cade, Caspian Sea								
2167244	SKIN	731460		May 1913				Anseriformes	Anatidae	Tadorna	tadorna			S. Russia					Caspian Sea								
5638121	SKIN	424017		23 Jan 1897				Anseriformes	Anatidae	Tadorna	tadorna								Cley next Sea	Norfolk							
6063070	SKIN	224657		04 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands		New Georgia Islands	Tetepari	South Pacific	Tetepari Plantation	Western Province						-8.736192	157.551405
6063056	SKIN	224650		03 Sep 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands			Rennell Island	South Pacific	Lake Te Nggano	Rennell and Bellona Province						-11.798083	160.488668
6063058	SKIN	224651		04 Sep 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands			Rennell Island	South Pacific	Lake Te Nggano	Rennell and Bellona Province						-11.798083	160.488668
6063060	SKIN	224652		04 Sep 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands			Rennell Island	South Pacific	Lake Te Nggano	Rennell and Bellona Province						-11.798083	160.488668
6063062	SKIN	224653		04 Sep 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands			Rennell Island	South Pacific	Lake Te Nggano	Rennell and Bellona Province						-11.798083	160.488668
6063064	SKIN	224654		04 Sep 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Anseriformes	Anatidae	Anas			Oceania	Solomon Islands			Rennell Island	South Pacific	Lake Te Nggano	Rennell and Bellona Province						-11.798083	160.488668
