PrepIRN	CatPrefix	CatNumber	CatSuffix	BioDateVisitedFrom	BioDateVisitedTo	ExpExpeditionName	BioParticipantString	ClaOrder	ClaFamily	ClaGenus	ClaSpecies	ClaSubspecies	LocContinent	LocCountry	LocDistrictCountyShire	LocIslandGrouping	LocIslandName	LocOcean	LocPreciseLocation	LocProvinceStateTerritory	LocSeaGulf	LocTownship	TerElevationFromMet	TerElevationToMet	TerVerbatimElevation	LatPreferredCentroidLatDec	LatPreferredCentroidLongDec
6052150	SKIN	219324		30 May 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Domma Anchorage	Guadalcanal Province			0	914	0-3000 feet	-9.31903	159.802558
6058088	SKIN	225155		19 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6058086	SKIN	225154		03 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific	Sinasora Bay	Western Province						-6.922839	156.102594
6058084	SKIN	225153		02 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific	Sinasora Bay	Western Province						-6.922839	156.102594
6057982	SKIN	225152		01 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific		Western Province						-6.857583	156.087331
6057980	SKIN	225151		16 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands		Shortland Islands	Faisi Island	South Pacific	Faisi Harbour	Western Province						-7.072913	155.869712
6057978	SKIN	225150		30 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Sulei Island	South Pacific		Isabel Province						-8.080594	159.537311
6057976	SKIN	225149		19 Aug 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Santa Isabel	South Pacific	near Maringe Lagoon	Isabel Province						-8.125132	159.580633
6052166	SKIN	219332		23 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Komachu Island	South Pacific		Guadalcanal Province							
6055412	SKIN	220992		30 Jan 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
6055420	SKIN	220996		10 Apr 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Papua New Guinea			Buka Island	South Pacific		Autonomous Region of Bougainville							
6055418	SKIN	220995		12 Apr 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Papua New Guinea			Buka Island	South Pacific		Autonomous Region of Bougainville							
6055416	SKIN	220994		10 Apr 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Papua New Guinea			Buka Island	South Pacific		Autonomous Region of Bougainville							
6058092	SKIN	225157		23 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6058102	SKIN	225162		23 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6058100	SKIN	225161		22 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6066896	SKIN	226893		18 Mar 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Malaita	South Pacific		Malaita Province							
6052142	SKIN	219320		14 May 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Aola	Guadalcanal Province						-9.526093	160.481217
6058466	SKIN	225164		25 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Choiseul Bay	Choiseul Province						-6.695653	156.407
6058464	SKIN	225163		23 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6058468	SKIN	225165		26 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Choiseul Bay	Choiseul Province						-6.695653	156.407
6048876	SKIN	217383		26 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Kau Kau River up to 2000 feet	Guadalcanal Province			0	610	0-2000 feet	-9.79366	160.246671
6058470	SKIN	225166		28 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Choiseul Bay	Choiseul Province						-6.695653	156.407
6069954	SKIN	228375		27 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6048874	SKIN	217382		26 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Kau Kau River up to 2000 feet	Guadalcanal Province			0	610	0-2000 feet	-9.79366	160.246671
6048872	SKIN	217381		26 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Kau Kau River up to 2000 feet	Guadalcanal Province			0	610	0-2000 feet	-9.79366	160.246671
6058098	SKIN	225160		28 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Assts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Choiseul Bay	Choiseul Province						-6.695653	156.407
6069952	SKIN	228374		20 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069950	SKIN	228373		17 Sep 1929		Whitney South Sea Expedition	Hamlin, Mayr	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Choiseul	South Pacific	Poroporo	Choiseul Province						-6.661415	156.397248
6066892	SKIN	226891		03 Apr 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Malaita	South Pacific	Arorla	Malaita Province						-8.988493	160.93136
6048880	SKIN	217385		26 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Kau Kau River up to 2000 feet	Guadalcanal Province			0	610	0-2000 feet	-9.79366	160.246671
6048878	SKIN	217384		26 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Kau Kau River up to 2000 feet	Guadalcanal Province			0	610	0-2000 feet	-9.79366	160.246671
6048870	SKIN	217380		26 Apr 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Guadalcanal	South Pacific	Kau Kau River up to 2000 feet	Guadalcanal Province			0	610	0-2000 feet	-9.79366	160.246671
6066888	SKIN	226889		07 Mar 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus		Oceania	Solomon Islands			Malaita	South Pacific	Ari Ari District, vicinity  Mount Kolovrat	Malaita Province						-9.166299	161.075825
2354793	SKIN	645229		21 Nov 1893			Ribbe	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	harterti	Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific		Western Province							
2354789	SKIN	645227		21 Nov 1893			Ribbe	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	harterti	Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific		Western Province							
2354791	SKIN	645228		20 Nov 1893			Ribbe	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	harterti	Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific		Western Province							
2354787	SKIN	645226		02 May 1904			A.S. Meek	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	harterti	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2354801	SKIN	645233		29 May 1887			C.M. Woodford	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	mendanae	Oceania	Solomon Islands			Guadalcanal	South Pacific	Aola	Guadalcanal Province							
2354803	SKIN	645234		01 May 1901			C.M. Woodford	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	mendanae	Oceania	Solomon Islands			Guadalcanal	South Pacific		Guadalcanal Province							
2354795	SKIN	645230		13 Jun 1901			A.S. Meek	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	mendanae	Oceania	Solomon Islands			Santa Isabel	South Pacific		Isabel Province							
2354799	SKIN	645232		30 Apr 1887			C.M. Woodford	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	mendanae	Oceania	Solomon Islands			Guadalcanal	South Pacific	Aola	Guadalcanal Province							
2354797	SKIN	645231		10 Jun 1901			A.S. Meek	Bucerotiformes	Bucerotidae	Rhyticeros	plicatus	mendanae	Oceania	Solomon Islands			Santa Isabel	South Pacific		Isabel Province							
2354671	SKIN	645168		06 Oct 1904			W. massey [C.G. Rogers]	Bucerotiformes	Bucerotidae	Rhyticeros	narcondami			Narcondam I.				(Indian Ocean)									
2359241	SKIN	647453		05 Feb 1919			Sir Geoffrey Archer	Piciformes	Ramphastidae	Trachyphonus	margaritatus	somalicus	Africa	Somaliland					Las Khorai, (sea level)								
5759361	SKIN	362523		14 Dec 1917				Piciformes	Picidae	Melanerpes	carolinus		North and Central America	USA	Harris Co.				Seabrook	Texas							
2446473	SKIN	550964		01 Feb 1902			Ruskin Butterfield	Piciformes	Picidae	Dendrocopos	minor	comminutus	Europe	United Kingdom	Sussex				St. Leonards oon Sea	England							
2446471	SKIN	550963		19 Feb 1904			Ruskin Butterfield	Piciformes	Picidae	Dendrocopos	minor	comminutus	Europe	United Kingdom	Sussex				St. Leonards oon Sea	England							
6541760	FLUID	4808		13 Sep 1975			W. Lanyon	Piciformes	Picidae	Picoides	pubescens		North and Central America	USA	Suffolk Co.				Huntington Kalbfleisch Research Sta.	New York							
5303099	SKIN	839529		20 Jun 1981				Piciformes	Picidae	Picoides	pubescens		North and Central America	USA	Nassau Co.				Sea Cliff	New York							
5760823	SKIN	363322		21 Sep 1899				Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Mt. Desert I., (Seal Harbor)	Maine							
5760829	SKIN	363325		21 Sep 1899				Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Mt. Desert I., (Seal Harbor)	Maine							
5760827	SKIN	363324		21 Sep 1899				Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Mt. Desert I., (Seal Harbor)	Maine							
5760825	SKIN	363323		21 Sep 1899				Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Mt. Desert I., (Seal Harbor)	Maine							
5760821	SKIN	363321		21 Sep 1899				Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Mt. Desert I., (Seal Harbor)	Maine							
5592450	SKIN	437964		28 Aug 1910			R. W. Peavey	Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Seaford, L.I.	New York							
5592446	SKIN	437963		19 Aug 1911			R. C. Murphy	Piciformes	Picidae	Picoides	pubescens	medianus	North and Central America	USA					Seaford, L.I.	New York							
5761221	SKIN	363521		14 Dec 1917				Piciformes	Picidae	Picoides	pubescens	pubescens	North and Central America	USA					Seabrook	Texas							
5761223	SKIN	363522		14 Dec 1917				Piciformes	Picidae	Picoides	pubescens	pubescens	North and Central America	USA					Seabrook	Texas							
6306363	SKIN	65227		02 Dec 1885			Wm. Dutcher	Piciformes	Picidae	Picoides	villosus		North and Central America	USA	Suffolk Co.				Atlanticville	New York							
6069980	SKIN	228388		01 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Passeriformes	Pittidae	Pitta	anerythra		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069982	SKIN	228389		15 Oct 1929		Whitney South Sea Expedition	Hamlin, Mayr	Passeriformes	Pittidae	Pitta	anerythra		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
6069984	SKIN	228390		02 Nov 1929		Whitney South Sea Expedition	Hamlin, Mayr	Passeriformes	Pittidae	Pitta	anerythra		Oceania	Solomon Islands			Choiseul	South Pacific	Taro Island	Choiseul Province						-6.711282	156.396881
2451423	SKIN	553543		06 Jul 1901			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra		Oceania	Solomon Islands			Santa Isabel	South Pacific		Isabel Province							
2451421	SKIN	553542		04 Jul 1901			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra		Oceania	Solomon Islands			Santa Isabel	South Pacific		Isabel Province							
6058472	SKIN	225167		25 Jan 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451445	SKIN	553554		09 May 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451459	SKIN	553561		12 May 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451447	SKIN	553555		13 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451457	SKIN	553560		18 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451449	SKIN	553556		25 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451441	SKIN	553552		26 Dec 1907			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific	Arawa	Autonomous Region of Bougainville							
2451455	SKIN	553559		17 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451453	SKIN	553558		18 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451451	SKIN	553557		11 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451443	SKIN	553553		26 Apr 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2451437	SKIN	553550		11 Jan 1908			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific	Buin	Autonomous Region of Bougainville							
2451439	SKIN	553551		09 Jan 1908			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	pallida	Oceania	Papua New Guinea			Bougainville	South Pacific	Buin	Autonomous Region of Bougainville							
2451431	SKIN	553547		14 Jan 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	nigrifrons	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2451435	SKIN	553549		20 Dec 1903			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	nigrifrons	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2451427	SKIN	553545		13 Jan 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	nigrifrons	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2451425	SKIN	553544		23 Dec 1903			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	nigrifrons	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2451433	SKIN	553548		06 Jan 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	nigrifrons	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2451429	SKIN	553546		14 Jan 1904			A.S. Meek	Passeriformes	Pittidae	Pitta	anerythra	nigrifrons	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
5593609	SKIN	438271		18 Aug 1912			Wm. B. Richardson	Passeriformes	Pipridae	Lepidothrix	coronata	minuscula		W. Col.					Barbacoas, sea level, Narino								
5593931	SKIN	438352		10 Aug 1912			W. B. Richardson	Passeriformes	Tityridae	Pachyramphus	cinnamomeus			W. Colom.					Barbacoas, sea level, Narino								
5825335	SKIN	321961		07 Oct 1931			Emil Kaempfer	Passeriformes	Tyrannidae	Serpophaga	nigricans			Brazil					Mth. R. Lorenzo, sea coast, Lagoa dos Patos	S.E. R.G. do Sul							
5206052	SKEL	24320		18 Nov 1996			R. Terry Chesser	Passeriformes	Tachurididae	Tachuris	rubrigastra			Chile					Prov. Valparaiso; mouth of Rio Aconcagua, N side, sea level	Region V (Valparaiso)						-32.92	-71.5083
5206050	SKEL	24319		18 Nov 1996			R. Terry Chesser	Passeriformes	Tachurididae	Tachuris	rubrigastra			Chile					Prov. Valparaiso; mouth of Rio Aconcagua, N side, sea level	Region V (Valparaiso)						-32.92	-71.5083
6171259	SKIN	150454		31 Aug 1918			Geo. K. Cherrie	Passeriformes	Pipromorphidae	Atalotriccus				Venezuela					Puerto la Cruz (sea level)								
2010415	SKIN	821799		15 Jun 1908				Passeriformes	Tyrannidae	Empidonax			North and Central America	USA					Nanticoke R. near Seaford	Delaware							
2010413	SKIN	821800		14 Jun 1908				Passeriformes	Tyrannidae	Empidonax			North and Central America	USA					Nanticoke R. near Seaford	Delaware							
2106469	SKIN	781073		07 Jun 1958			Joseph R. Jehl, Jr.	Passeriformes	Tyrannidae	Empidonax	flaviventris		North and Central America	USA					Atlantic Ocean, 25 mi. SSE Freeport, L.I.	New York							
2080806	SKIN	801461		28 Aug 1968			W.E. Lanyon	Passeriformes	Tyrannidae	Empidonax	flaviventris		North and Central America	USA					Kalbfleisch field, Research Sta., Huntington	New York							
6545648	FLUID	6770		14 Sep 1975			W. E. Lanyon	Passeriformes	Tyrannidae	Empidonax	flaviventris		North and Central America	USA	Suffolk Co.				Huntington, Kalbfleisch Research Station	New York							
6545650	FLUID	6771		14 Sep 1975			W. E. Lanyon	Passeriformes	Tyrannidae	Empidonax	flaviventris		North and Central America	USA	Suffolk Co.				Huntington, Kalbfleisch Research Station	New York							
2115837	SKIN	785757		04 Sep 1964			W.E. Lanyon	Passeriformes	Tyrannidae	Empidonax	flaviventris								Kalbfleisch Field Research Sta., L. Island								
2115839	SKIN	785758		01 Sep 1965			W.E. Lanyon	Passeriformes	Tyrannidae	Empidonax	flaviventris								Kalbfleisch Field Research Sta., L. Island								
5654840	SKIN	369744		12 Jun 1908				Passeriformes	Tyrannidae	Empidonax	virescens		North and Central America	USA					Seafard	Delaware							
5654842	SKIN	369745		14 Jul 1908				Passeriformes	Tyrannidae	Empidonax	virescens		North and Central America	USA					Seafard	Delaware							
6271069	SKIN	106977		14 Jun 1908			W. DeW. Miller, Jas. Chapin	Passeriformes	Tyrannidae	Empidonax	virescens		North and Central America	USA					Nanticoke River, 2 miles NE of Seaford	Delaware							
2115843	SKIN	785760		16 Aug 1964			C. Pineo	Passeriformes	Tyrannidae	Empidonax	traillii								Kalbfleisch Field Research Sta., L. Island								
2115841	SKIN	785759		15 Aug 1964			C. Pineo	Passeriformes	Tyrannidae	Empidonax	traillii								Kalbfleisch Field Research Sta., L. Island								
6545658	FLUID	6775		13 Sep 1975			W. E. Lanyon	Passeriformes	Tyrannidae	Empidonax	minimus		North and Central America	USA	Suffolk Co.				Huntington, Kalbfleisch Research Station	New York							
6453277	SKEL	9999		13 Sep 1975			W. Langon	Passeriformes	Tyrannidae	Empidonax	minimus		North and Central America	USA	Suffolk Co.				Huntington, Kalbfleisch Research Station	New York							
2115845	SKIN	785761		20 Aug 1965			M. Howe	Passeriformes	Tyrannidae	Empidonax	minimus				Suffolk Co.				Huntington, Kalbfleisch Field Research Sta., L. Island								
5655502	SKIN	370119		22 May 1915				Passeriformes	Tyrannidae	Empidonax	difficilis		North and Central America	USA	(King Co.)				Seattle	Washington							
6470105	FLUID	8968		07 Nov 1985			François Vuilleumier	Passeriformes	Tyrannidae	Muscisaxicola	capistratus			Chile					Tierra del Fuego, 15 km S. of Porvenir along road to Ea. Cameron, grassy slope at seaside	Magallanes							
6545530	FLUID	6710		08 Aug 1919			F. Vuilleumier/D. Hill	Passeriformes	Tyrannidae	Myiozetetes	cayanensis			Ecuador					Esueraldas; San Lorenzo, sea level								
5396251	SKIN	496498		21 Jul 1905			H. R. Putscher	Passeriformes	Tyrannidae	Myiodynastes	maculatus			D. Guiana					Nr Seashore. Paramaribo								
6171387	SKIN	150518		31 Aug 1918			Geo. K. Cherrie	Passeriformes	Tyrannidae	Myiodynastes	maculatus			Venezuela					Puerto la Cruz (sea level)								
5148879	SKIN	836730		07 May 1897				Passeriformes	Tyrannidae	Tyrannus	dominicensis		North and Central America	Bahamas				Atlantic Ocean	Nassau West Indies								
6171433	SKIN	150541		30 Aug 1918			Geo. K. Cherrie	Passeriformes	Tyrannidae	Myiarchus				Venezuela					Puerto la Cruz (sea level)								
6453293	SKEL	10007					W. Lanyon	Passeriformes	Tyrannidae	Myiarchus	crinitus		North and Central America	USA	Suffolk Co.				Huntington, Kalbfleisch Research Station	New York							
5592802	SKIN	438054		28 Aug 1912			W. B. Richardson	Passeriformes	Thamnophilidae	Thamnophilus	atrinucha			W. Colom.					Barbacoas (sea level), Narino								
5592839	SKIN	438064		17 Aug 1912			W. B. Richardson	Passeriformes	Thamnophilidae	Myrmotherula	pacifica			Colom.					Barbacoas, (sea level), Narino								
5593039	SKIN	438119		16 Aug 1912			Wm. B. Richardson	Passeriformes	Thamnophilidae	Myrmeciza	exsul	maculifer		W. Colom.					Barbacoas, (sea level) Narino								
5593043	SKIN	438120		23 Aug 1912			Wm. B. Richardson	Passeriformes	Thamnophilidae	Myrmeciza	exsul	maculifer		W. Colom.					Barbacoas, (sea level) Narino								
5593047	SKIN	438121		23 Aug 1912			Wm. B. Richardson	Passeriformes	Thamnophilidae	Myrmeciza	exsul	maculifer		W. Colom.					Barbacoas, (sea level) Narino								
6148141	SKIN	188821		13 Mar 1897				Passeriformes	Rhinocryptidae	Scytalopus	magellanicus								Cordilleras, Pacific Slope, Patagonia								
6148135	SKIN	188818		05 Mar 1897				Passeriformes	Rhinocryptidae	Scytalopus	magellanicus								Cordilleras, Pacific Slope, Patagonia								
2031894	SKIN	817052		06 Nov 1985			Francois Vuilleumier	Passeriformes	Scleruridae	Geositta	antarctica			Chile					at sea level-Tierra del Fuego 60 K, Isla Grande N. Porvenir rd Bahia Azul	Magallanes							
6148551	SKIN	188827		15 Mar 1897				Passeriformes	Furnariidae	Cinclodes	patagonicus								Cordilleras, Pacific Slope, Patagonia								
6153033	SKIN	165408		17 Dec 1915			R. H. Beck	Passeriformes	Furnariidae	Cinclodes	antarcticus			Falkland Islands					Sea Lion Is.								
6453533	SKEL	10147		04 Dec 1975			F. Vuilleumier	Passeriformes	Furnariidae	Cinclodes	taczanowskii			Peru					Dept Ancash, Prov. Casna, 7.5 km N Huarmey intersecting paved road to rocky sea shore								
5206054	SKEL	24321		19 Nov 1996			R. Terry Chesser	Passeriformes	Furnariidae	Cinclodes	nigrofumosus			Chile	Prov. Petorca				Roca Brava, ca. 2 km N Zapullar, sea level	Region V (Valparaiso)						-32.5269	-71.4678
5825059	SKIN	321878		01 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5825061	SKIN	321879		01 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5825063	SKIN	321880		30 Nov 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5825065	SKIN	321881		01 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5825067	SKIN	321882		01 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5825069	SKIN	321883		01 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5825071	SKIN	321884		01 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Spartonoica	maluroides		South America	Brazil					Casino, sea coast	So. R.G. do Sul							
5206048	SKEL	24318		18 Nov 1996			R. Terry Chesser	Passeriformes	Furnariidae	Phleocryptes	melanops			Chile	Prov. Valparaiso				mouth of Rio Aconcagua, N side, sea level	Region V (Valparaiso)						-32.92	-71.5083
5825001	SKIN	321850		02 Dec 1931			Emil Kaempfer	Passeriformes	Furnariidae	Phleocryptes	melanops	melanops	South America	Brazil					Casino, sea coast	R.G. do Sul							
6050390	SKIN	218408		27 Jul 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Passeriformes	Meliphagidae	Guadalcanaria	inexpectata		Oceania	Solomon Islands			Guadalcanal	South Pacific	Cape Hunter	Guadalcanal Province						-9.798451	159.821761
